DATE (MM/DD/YYYY),HOUR-MST,Avg Global PSP [W/m^2],Avg Direct NIP [W/m^2],Avg Diffuse SD PSP [W/m^2],Avg Air Temp [deg C]
10/17/2000,0,-4.5642,0.0971,0.0000,8.1670
10/17/2000,1,-3.9888,0.5514,0.0000,7.7597
10/17/2000,2,-5.7767,-0.2237,0.0000,7.0780
10/17/2000,3,-5.4765,-0.0708,0.0000,5.7767
10/17/2000,4,-4.6383,0.1288,0.0000,4.8643
10/17/2000,5,-3.7885,0.2577,0.0000,4.9699
10/17/2000,6,-3.8288,0.0491,0.0000,4.9444
10/17/2000,7,30.9973,290.4949,6.2462,6.7386
10/17/2000,8,196.1055,763.0082,17.9358,11.3816
10/17/2000,9,387.9260,917.4307,26.9913,18.4384
10/17/2000,10,545.4150,962.9083,42.3343,19.3957
10/17/2000,11,659.4660,984.8698,58.8292,18.4777
10/17/2000,12,709.3333,991.0897,66.7507,19.9440
10/17/2000,13,691.1890,982.3038,66.7233,21.5716
10/17/2000,14,593.7338,933.6557,58.7220,24.2452
10/17/2000,15,442.3217,854.7915,45.6777,24.2780
10/17/2000,16,266.0867,752.5305,27.0372,24.8281
10/17/2000,17,75.1507,418.1729,6.0477,22.8571
10/17/2000,18,-8.6167,-1.8577,0.0000,14.6947
10/17/2000,19,-5.4315,0.3494,0.0000,11.1998
10/17/2000,20,-3.8740,0.8274,0.0000,11.0455
10/17/2000,21,-3.6942,0.7805,0.0000,11.1608
10/17/2000,22,-3.6803,0.6171,0.0000,11.1631
10/17/2000,23,-3.8627,0.4349,0.0000,10.7936
10/18/2000,0,-3.9447,0.3757,-0.1343,10.1841
10/18/2000,1,-3.7700,0.4143,-8.1659,9.8037
10/18/2000,2,-4.0183,0.3673,-7.9402,9.2390
10/18/2000,3,-3.9692,0.4096,-7.7504,8.9441
10/18/2000,4,-3.5592,0.4939,-7.7568,9.3038
10/18/2000,5,-4.2180,0.1531,-7.7866,9.4982
10/18/2000,6,-4.0007,0.1232,-7.7993,9.3028
10/18/2000,7,28.3157,281.2960,4.4496,10.3627
10/18/2000,8,191.9920,762.6382,21.8674,15.2649
10/18/2000,9,384.2993,916.1937,25.3343,19.3199
10/18/2000,10,544.1933,978.8115,31.1799,22.7237
10/18/2000,11,658.1633,1003.5898,34.3280,23.6932
10/18/2000,12,710.0390,1012.2350,36.0860,25.2410
10/18/2000,13,689.6735,999.5108,36.4120,26.5199
10/18/2000,14,599.4367,965.6722,34.7920,27.6763
10/18/2000,15,449.1128,892.1767,30.9200,27.1169
10/18/2000,16,266.0853,754.5688,25.1941,25.6968
10/18/2000,17,75.0145,415.8275,10.6012,24.3136
10/18/2000,18,-7.0730,-1.5073,-10.3087,16.9932
10/18/2000,19,-6.0443,0.5775,-9.0289,14.8521
10/18/2000,20,-5.0182,0.9415,-8.7029,13.9637
10/18/2000,21,-4.1420,0.8439,-8.6765,14.1723
10/18/2000,22,-5.9403,-0.0790,-8.8667,12.9942
10/18/2000,23,-4.3102,0.7448,-7.9870,12.6115
10/19/2000,0,-3.8173,0.6376,-8.4675,13.1810
10/19/2000,1,-4.0048,0.4085,-8.5844,13.1074
10/19/2000,2,-4.2770,0.3973,-8.5862,12.9434
10/19/2000,3,-4.1447,0.4511,-8.5041,12.6925
10/19/2000,4,-4.7747,-0.0840,-8.8938,12.4264
10/19/2000,5,-4.2810,0.2007,-8.2499,11.9753
10/19/2000,6,-4.4497,-0.0254,-8.1769,11.6804
10/19/2000,7,40.1768,247.3755,18.0792,13.3117
10/19/2000,8,148.4718,418.1546,41.2229,15.6137
10/19/2000,9,376.4228,864.2613,37.8998,20.7456
10/19/2000,10,526.0168,926.9453,43.6300,26.1222
10/19/2000,11,651.4595,937.6620,64.6291,26.7700
10/19/2000,12,679.7040,838.9000,111.2213,26.8814
10/19/2000,13,524.7485,580.1467,131.0907,26.1345
10/19/2000,14,447.3717,492.1400,137.2715,25.3302
10/19/2000,15,444.2567,540.8852,174.4595,25.2283
10/19/2000,16,191.6737,193.0030,111.3486,23.4714
10/19/2000,17,37.4738,-0.8255,27.5448,19.0428
10/19/2000,18,-2.2948,-0.0646,-6.7750,17.6359
10/19/2000,19,-3.4893,-0.1970,-7.5201,16.8562
10/19/2000,20,-3.8250,0.0050,-7.5043,15.7814
10/19/2000,21,-4.7047,0.1023,-8.4493,14.2769
10/19/2000,22,-4.7620,0.0130,-8.1839,13.1008
10/19/2000,23,-3.4730,0.1835,-6.2527,12.0736
10/20/2000,0,-2.1265,0.4870,-5.7536,12.1772
10/20/2000,1,-5.3977,-0.2282,-8.9180,11.4454
10/20/2000,2,-5.4993,0.2478,-8.7869,9.1976
10/20/2000,3,-5.1833,0.3362,-8.1320,7.7475
10/20/2000,4,-5.8138,-0.2692,-7.3338,6.3579
10/20/2000,5,-5.0207,0.1499,-7.3120,5.4785
10/20/2000,6,-3.9042,0.0424,-6.9897,4.8659
10/20/2000,7,22.4697,182.1500,6.4475,5.2735
10/20/2000,8,172.3213,661.3297,31.1662,11.0031
10/20/2000,9,357.0642,837.2498,38.6813,16.7569
10/20/2000,10,513.7448,903.7793,44.5534,17.3078
10/20/2000,11,621.7673,925.9398,53.7878,17.7786
10/20/2000,12,667.0202,923.4882,59.5237,18.3422
10/20/2000,13,650.5823,919.8252,58.4748,20.1544
10/20/2000,14,563.8873,883.1010,55.4566,21.0079
10/20/2000,15,426.1393,811.2015,49.2159,19.2140
10/20/2000,16,251.3920,677.3862,36.5416,18.2511
10/20/2000,17,69.6725,329.2741,15.2127,16.3754
10/20/2000,18,-4.2292,-0.4164,-7.7336,12.4766
10/20/2000,19,-5.6213,0.0766,-8.6300,10.6603
10/20/2000,20,-4.2588,0.7482,-7.5867,9.9594
10/20/2000,21,-4.1787,0.6908,-7.5003,9.7102
10/20/2000,22,-4.6420,0.3668,-7.8905,9.2339
10/20/2000,23,-4.5807,0.3492,-7.6315,8.4471
10/21/2000,0,-4.7322,0.4193,-7.1291,7.7907
10/21/2000,1,-4.4303,0.5433,-7.3998,7.6491
10/21/2000,2,-4.1575,0.2985,-7.7881,7.5939
10/21/2000,3,-4.1713,0.3513,-7.2746,7.2673
10/21/2000,4,-5.5478,-0.3810,-7.2879,6.3783
10/21/2000,5,-4.1728,0.0094,-6.5272,6.4499
10/21/2000,6,-3.7737,0.6455,-7.0818,6.7966
10/21/2000,7,23.5153,244.2804,5.1397,8.4731
10/21/2000,8,177.3237,736.8625,24.9175,15.1181
10/21/2000,9,367.9093,892.8913,30.6292,17.4969
10/21/2000,10,526.4490,959.7600,36.8546,20.5891
10/21/2000,11,641.4167,990.9362,40.3690,23.1714
10/21/2000,12,690.9428,1000.9375,42.9433,24.9389
10/21/2000,13,669.0300,981.6042,40.8154,25.2218
10/21/2000,14,578.3653,919.5540,48.4332,24.7757
10/21/2000,15,378.5215,598.7388,82.5896,24.0088
10/21/2000,16,147.5878,125.1378,84.9970,19.8959
10/21/2000,17,36.5968,18.6233,26.9386,17.4979
10/21/2000,18,-3.5310,-0.2802,-7.4358,15.6277
10/21/2000,19,-6.3153,-0.7245,-9.0120,13.6793
10/21/2000,20,-4.7227,0.3641,-8.0618,11.9861
10/21/2000,21,-4.5835,0.2551,-7.4428,11.3191
10/21/2000,22,-4.2795,0.6967,-7.2389,10.6284
10/21/2000,23,-3.7273,0.5833,-7.3063,10.5536
10/22/2000,0,-3.9188,0.1688,-7.8688,9.9239
10/22/2000,1,-4.0007,0.1358,-7.7253,8.7978
10/22/2000,2,-3.3950,0.7335,-7.3610,9.3436
10/22/2000,3,-3.2417,-0.0314,-8.5185,9.5730
10/22/2000,4,-3.1117,-0.2214,-8.6146,8.7005
10/22/2000,5,-3.0387,-0.0981,-8.3435,8.2364
10/22/2000,6,-2.3138,0.0135,-6.1939,8.5100
10/22/2000,7,7.0997,0.0001,1.6089,7.9353
10/22/2000,8,14.5168,-0.3720,7.9371,7.5306
10/22/2000,9,22.0005,-0.8795,12.9026,5.6364
10/22/2000,10,29.1337,-0.1743,20.2294,4.6576
10/22/2000,11,53.3217,-0.0016,42.3075,4.1512
10/22/2000,12,69.3480,0.2538,56.9355,4.4944
10/22/2000,13,70.4645,-0.0362,57.7010,4.2486
10/22/2000,14,59.9450,0.1176,48.6318,4.0059
10/22/2000,15,50.7468,0.1116,40.3489,3.9614
10/22/2000,16,26.1258,0.0151,18.2790,3.6734
10/22/2000,17,9.2647,-0.0431,3.0270,3.4775
10/22/2000,18,0.1028,-0.0478,-5.5343,3.1889
10/22/2000,19,-0.2118,0.0233,-5.2485,3.0581
10/22/2000,20,-0.3837,0.0315,-4.9993,3.1763
10/22/2000,21,-0.3930,0.1052,-4.7949,3.1757
10/22/2000,22,-0.2852,0.0790,-5.1689,3.3175
10/22/2000,23,-0.3233,0.0337,-4.9923,3.3800
10/23/2000,0,-0.1443,0.0724,-5.0425,3.3654
10/23/2000,1,-0.2800,0.0086,-4.5753,3.4902
10/23/2000,2,-0.2758,0.0028,-4.5649,3.4673
10/23/2000,3,-0.2875,-0.0062,-5.2678,3.3351
10/23/2000,4,-0.1037,0.0010,-4.3790,3.3165
10/23/2000,5,-0.1005,-0.0002,-4.2645,3.4474
10/23/2000,6,-0.0373,0.0001,-4.2226,3.5985
10/23/2000,7,3.4297,0.0062,-0.3063,3.7613
10/23/2000,8,30.7278,0.0566,25.0671,4.2210
10/23/2000,9,68.4172,0.6322,58.1848,4.6643
10/23/2000,10,239.0993,19.9915,205.8637,6.9765
10/23/2000,11,173.4375,0.8709,152.5015,8.7519
10/23/2000,12,251.3078,4.6933,220.0560,8.7456
10/23/2000,13,211.3107,1.3872,186.0190,9.2264
10/23/2000,14,182.7568,0.9080,160.0497,9.2334
10/23/2000,15,148.7700,1.1362,131.0931,9.9712
10/23/2000,16,115.6977,0.2648,100.1438,9.3464
10/23/2000,17,13.2963,-0.4010,7.2666,8.2213
10/23/2000,18,-0.1335,-0.3125,-5.1807,7.2597
10/23/2000,19,-0.9277,-0.1408,-4.8720,6.8713
10/23/2000,20,-0.2665,0.0868,-4.3618,6.7020
10/23/2000,21,-0.9087,0.0282,-4.0333,6.6919
10/23/2000,22,-2.2970,0.0191,-5.2736,6.2250
10/23/2000,23,-2.2178,0.0490,-5.2009,5.8593
10/24/2000,0,-1.2138,0.2257,-4.7196,5.7469
10/24/2000,1,-1.2233,0.0579,-4.2375,5.6834
10/24/2000,2,-0.9012,0.4590,-4.4326,6.1880
10/24/2000,3,-1.2275,-0.0938,-5.5211,6.5589
10/24/2000,4,-1.8200,0.0207,-6.5547,5.5111
10/24/2000,5,-0.5595,0.0365,-4.3086,5.3835
10/24/2000,6,-0.6655,-0.0000,-4.5487,5.2182
10/24/2000,7,4.8260,0.0045,1.0143,5.5641
10/24/2000,8,58.0542,13.3494,48.0282,6.3394
10/24/2000,9,184.2723,7.5920,160.9223,9.1293
10/24/2000,10,246.4327,41.8226,201.2603,9.9203
10/24/2000,11,479.6938,451.9008,242.8728,13.2273
10/24/2000,12,633.2445,799.3202,111.0425,14.3703
10/24/2000,13,643.7333,908.6017,70.3269,15.1267
10/24/2000,14,555.0268,858.4560,71.8184,15.6589
10/24/2000,15,412.9347,785.7725,62.5936,16.7769
10/24/2000,16,235.5175,657.0542,44.8768,17.0177
10/24/2000,17,54.2313,265.6210,14.0822,14.4432
10/24/2000,18,-6.4335,-0.7790,-7.9931,9.4522
10/24/2000,19,-4.1845,0.5441,-7.3454,7.9323
10/24/2000,20,-3.5472,1.0949,-6.5264,7.8213
10/24/2000,21,-3.6115,0.8089,-7.1677,9.1358
10/24/2000,22,-5.4877,0.3100,-7.4620,8.4406
10/24/2000,23,-5.1658,0.6762,-7.6693,7.8152
10/25/2000,0,-4.4228,0.6078,-7.4805,8.0088
10/25/2000,1,-5.7255,-0.0843,-7.6482,6.7013
10/25/2000,2,-4.3538,0.4772,-6.8868,5.7380
10/25/2000,3,-4.4995,0.3341,-6.8914,6.1043
10/25/2000,4,-3.2422,0.9198,-6.5870,7.0905
10/25/2000,5,-3.7422,0.1610,-7.6291,7.7629
10/25/2000,6,-4.2450,-0.0991,-7.9188,7.6234
10/25/2000,7,17.8478,234.1910,0.6501,8.5197
10/25/2000,8,166.9610,749.3683,16.1845,11.3788
10/25/2000,9,356.2612,911.0540,23.1408,14.9746
10/25/2000,10,491.4127,918.0513,38.1508,18.9541
10/25/2000,11,625.3608,994.7650,37.8741,18.9896
10/25/2000,12,696.5208,1007.2172,56.9849,18.9564
10/25/2000,13,355.7098,158.1895,224.4415,17.3914
10/25/2000,14,153.4852,8.4596,128.8434,14.9615
10/25/2000,15,364.8773,369.9319,189.9665,16.3668
10/25/2000,16,327.1410,574.9170,131.5176,17.8076
10/25/2000,17,38.0392,8.8332,25.5744,13.4638
10/25/2000,18,-2.2885,-0.0922,-8.0291,11.9480
10/25/2000,19,-4.3648,-0.0051,-8.5346,10.6631
10/25/2000,20,-3.7497,0.4641,-8.6217,9.7199
10/25/2000,21,-3.8148,0.6689,-8.6262,9.2416
10/25/2000,22,-4.0472,0.4842,-8.3986,8.8517
10/25/2000,23,-4.0395,0.4992,-8.3321,8.3447
10/26/2000,0,-4.6120,0.3383,-7.8748,7.6797
10/26/2000,1,-5.0502,0.1071,-7.7601,6.4613
10/26/2000,2,-3.9432,0.6888,-7.6153,6.2414
10/26/2000,3,-3.7205,0.4873,-7.6054,6.5669
10/26/2000,4,-3.9378,0.2030,-7.9426,6.1946
10/26/2000,5,-3.5443,0.2372,-7.8820,5.8417
10/26/2000,6,-3.4610,0.0677,-8.0009,5.9315
10/26/2000,7,16.6450,223.6957,0.3002,6.5948
10/26/2000,8,162.6028,743.0438,16.8430,9.6011
10/26/2000,9,347.7098,909.7623,24.9318,15.2963
10/26/2000,10,498.3932,966.8478,25.6926,17.6704
10/26/2000,11,608.9962,998.1130,31.0626,18.4261
10/26/2000,12,660.8273,1009.3398,31.8039,19.3150
10/26/2000,13,643.6543,1005.7807,31.4182,19.5974
10/26/2000,14,555.7683,975.2730,29.1636,20.3333
10/26/2000,15,412.7640,903.5023,26.0851,19.4701
10/26/2000,16,234.2642,769.1065,20.1671,17.6118
10/26/2000,17,48.0922,274.3669,7.8988,15.1985
10/26/2000,18,-5.6845,-0.5007,-9.2579,10.2378
10/26/2000,19,-4.6543,0.3316,-8.3716,8.8063
10/26/2000,20,-3.8032,0.6527,-8.0340,7.9141
10/26/2000,21,-3.1903,0.8169,-7.4319,8.1560
10/26/2000,22,-3.5733,0.5247,-7.8554,8.0120
10/26/2000,23,-3.5853,0.3532,-7.5350,7.4559
10/27/2000,0,-3.3203,0.3707,-7.0089,7.1084
10/27/2000,1,-3.2442,0.3707,-6.8798,7.1145
10/27/2000,2,-4.2040,0.0912,-7.5098,6.2271
10/27/2000,3,-3.4992,0.3507,-7.1070,5.7725
10/27/2000,4,-3.1427,0.2685,-6.7321,5.6928
10/27/2000,5,-3.6670,-0.0864,-6.9391,5.2836
10/27/2000,6,-3.6962,-0.2326,-7.1672,4.6282
10/27/2000,7,25.0392,183.8839,10.7606,5.2141
10/27/2000,8,158.8212,482.0948,63.1395,9.2503
10/27/2000,9,303.9743,458.2225,123.7203,10.9289
10/27/2000,10,449.6758,529.8227,165.1995,12.3488
10/27/2000,11,569.4450,651.4612,167.1668,13.5356
10/27/2000,12,572.8575,648.8110,148.2683,14.5994
10/27/2000,13,603.7063,736.2988,140.2215,15.4249
10/27/2000,14,425.9378,401.4141,183.1320,15.5013
10/27/2000,15,291.7198,211.7213,172.9817,15.1040
10/27/2000,16,139.3295,42.6955,111.7302,13.0978
10/27/2000,17,32.3423,6.9489,25.2348,11.3102
10/27/2000,18,-3.5137,-0.4137,-7.5218,9.1049
10/27/2000,19,-3.5938,0.0948,-5.8745,8.0884
10/27/2000,20,-3.3055,0.4993,-5.7780,7.5670
10/27/2000,21,-2.7770,0.5881,-5.7555,7.5767
10/27/2000,22,-3.0425,0.4282,-5.9337,7.3995
10/27/2000,23,-3.4643,0.3615,-5.9974,7.1230
10/28/2000,0,-2.8028,0.3653,-5.6736,6.9206
10/28/2000,1,-2.5700,0.2656,-5.8885,6.8113
10/28/2000,2,-2.8360,0.0517,-6.0346,6.5551
10/28/2000,3,-2.5745,0.1566,-5.7872,6.4267
10/28/2000,4,-2.7990,0.0126,-5.5470,6.1601
10/28/2000,5,-2.7717,-0.0846,-5.3767,5.9372
10/28/2000,6,-2.2105,-0.0747,-5.6819,5.8082
10/28/2000,7,3.3717,0.1113,-0.2970,5.8792
10/28/2000,8,45.1332,0.7583,38.1165,6.7147
10/28/2000,9,136.3440,6.8965,118.1577,8.5569
10/28/2000,10,159.7237,1.9654,142.4671,10.6456
10/28/2000,11,165.5547,0.1181,145.7132,11.2737
10/28/2000,12,239.5753,38.2333,189.3820,10.6692
10/28/2000,13,395.3218,117.2141,282.6412,12.4746
10/28/2000,14,243.5443,10.3408,209.4257,12.5792
10/28/2000,15,148.7215,1.2089,127.5347,11.3593
10/28/2000,16,153.7220,58.5888,118.1582,11.7470
10/28/2000,17,39.2450,2.5603,31.0718,10.9650
10/28/2000,18,-2.6970,-0.2334,-6.2059,9.6689
10/28/2000,19,-2.6682,0.4038,-6.2811,9.1876
10/28/2000,20,-2.6867,0.2930,-5.8637,8.8533
10/28/2000,21,-1.6867,0.5088,-5.7208,9.4554
10/28/2000,22,-0.9798,-0.2606,-5.9509,8.4010
10/28/2000,23,-0.5733,-0.1035,-6.0147,7.9934
10/29/2000,0,-0.3992,0.1057,-6.2864,7.6252
10/29/2000,1,-1.8565,0.5603,-5.6744,8.3695
10/29/2000,2,-1.8285,-0.0378,-5.9821,8.6264
10/29/2000,3,-1.9423,0.0562,-5.2869,7.5808
10/29/2000,4,-1.8827,0.3644,-5.4953,7.5357
10/29/2000,5,-2.3040,0.4890,-5.1383,7.5811
10/29/2000,6,-2.4775,0.3164,-5.0435,7.6152
10/29/2000,7,1.0648,-0.0474,-1.8327,7.0586
10/29/2000,8,70.1205,22.3730,55.1868,9.6201
10/29/2000,9,354.4165,716.4059,86.7147,15.0202
10/29/2000,10,492.1650,956.5982,26.0061,15.4869
10/29/2000,11,602.6335,997.7102,27.4840,15.7592
10/29/2000,12,655.6587,1015.6350,27.9917,16.7718
10/29/2000,13,637.2302,1012.2783,27.4831,17.3876
10/29/2000,14,554.8482,988.2877,24.8087,17.6884
10/29/2000,15,418.3175,927.6607,20.3046,17.6943
10/29/2000,16,233.2120,797.7040,15.7752,17.9472
10/29/2000,17,47.5255,335.6805,2.8375,15.9582
10/29/2000,18,-5.5078,0.0156,-9.2332,11.4184
10/29/2000,19,-4.5002,0.4410,-8.7334,10.6017
10/29/2000,20,-5.0263,0.4927,-8.2202,9.6072
10/29/2000,21,-5.4990,0.1666,-8.1189,9.0090
10/29/2000,22,-5.4337,0.5860,-7.6159,7.5274
10/29/2000,23,-3.9220,0.6952,-7.5137,7.6828
10/30/2000,0,-3.9483,0.4443,-7.7751,7.4927
10/30/2000,1,-3.7723,0.4528,-7.6818,7.1720
10/30/2000,2,-3.6218,0.3472,-7.7770,6.5254
10/30/2000,3,-3.3928,0.2024,-7.4600,6.3881
10/30/2000,4,-3.2687,0.0138,-7.0569,6.1039
10/30/2000,5,-3.8113,-0.1373,-6.9497,5.4431
10/30/2000,6,-3.0253,0.0509,-6.7317,4.9542
10/30/2000,7,3.9013,4.5389,-0.3087,4.8022
10/30/2000,8,92.9128,131.1975,53.4875,5.5789
10/30/2000,9,265.2922,612.1990,42.9376,11.0795
10/30/2000,10,442.0990,835.2722,50.5527,17.0579
10/30/2000,11,514.7228,743.6512,81.0010,14.4363
10/30/2000,12,665.0127,915.5923,102.0153,15.8145
10/30/2000,13,621.7180,978.8280,43.4259,16.7647
10/30/2000,14,528.7995,935.9275,37.9886,16.8295
10/30/2000,15,394.1430,873.9517,33.4592,16.6714
10/30/2000,16,204.5428,670.1496,25.8607,15.9922
10/30/2000,17,14.8347,34.2311,6.0675,12.2068
10/30/2000,18,-4.5427,-0.2297,-7.6316,8.5686
10/30/2000,19,-4.8790,0.1696,-7.4314,7.3116
10/30/2000,20,-3.6907,0.8273,-7.1107,7.0563
10/30/2000,21,-3.6198,0.7566,-7.1651,6.8826
10/30/2000,22,-3.9465,0.6641,-7.3871,6.6071
10/30/2000,23,-3.7240,0.5883,-7.6516,6.3742
10/31/2000,0,-3.7857,0.3161,-7.5718,5.9520
10/31/2000,1,-4.1365,0.2535,-7.6025,5.1831
10/31/2000,2,-4.7830,0.0312,-7.4889,3.7879
10/31/2000,3,-3.9103,0.1119,-6.9812,2.9811
10/31/2000,4,-3.6360,-0.0337,-6.8640,2.8488
10/31/2000,5,-3.2458,0.0354,-6.8730,2.6700
10/31/2000,6,-3.2263,-0.0303,-6.5925,2.6211
10/31/2000,7,1.8708,0.1160,-1.4287,2.7003
10/31/2000,8,31.9652,0.6589,25.7777,3.5309
10/31/2000,9,95.7810,0.9592,82.7085,5.7030
10/31/2000,10,100.9123,-0.2737,86.0128,5.4036
10/31/2000,11,72.1553,0.1673,61.3189,4.5182
10/31/2000,12,82.9757,0.1945,70.4475,4.6926
10/31/2000,13,59.9065,0.0058,48.6849,4.4910
10/31/2000,14,68.2955,0.2756,55.5487,4.4789
10/31/2000,15,160.3640,1.1651,138.5175,5.3280
10/31/2000,16,86.9802,12.9606,71.5684,5.4475
10/31/2000,17,12.0255,-0.2473,7.7374,4.4547
10/31/2000,18,-0.9588,0.0346,-5.5142,4.2136
10/31/2000,19,-1.3302,-0.0361,-6.5564,3.8907
10/31/2000,20,-3.4003,0.1643,-6.3057,3.4858
10/31/2000,21,-3.1542,0.8514,-5.1977,3.8195
10/31/2000,22,-2.5857,0.0532,-6.0997,3.7319
10/31/2000,23,-1.0212,0.9157,-5.9074,4.5220
