DATE (MM/DD/YYYY),HOUR-MST,Avg Global CM6b [W/m^2],Avg Direct CH1 [W/m^2],Avg Diffuse CM22 Vent [W/m^2],Avg Deck Temp [deg C],Avg Avg Wind Speed @ 10ft [m/s]
8/4/2002,1,-0.3823,-0.5346,-0.8142,18.1297,0.9513
8/4/2002,2,-1.2927,-0.5986,-0.8260,17.0360,1.2072
8/4/2002,3,-1.2056,-0.3806,-0.9699,16.3823,0.6530
8/4/2002,4,-1.1848,-0.4690,-1.1105,16.7715,1.5715
8/4/2002,5,-1.1859,-0.4089,-0.9248,16.6690,2.9776
8/4/2002,6,46.5896,270.9197,20.9637,17.4132,2.8012
8/4/2002,7,214.8435,629.7742,51.1262,20.2720,2.7352
8/4/2002,8,403.5175,710.7472,94.5710,22.4225,1.3098
8/4/2002,9,597.8337,885.0862,67.3556,23.3177,1.4378
8/4/2002,10,711.4243,802.9017,124.9137,23.1258,1.8664
8/4/2002,11,822.1472,788.4529,164.4922,24.5940,1.5727
8/4/2002,12,937.3808,926.5678,114.0307,26.2143,2.2429
8/4/2002,13,806.2637,670.3476,216.6668,27.1220,1.9752
8/4/2002,14,564.8647,299.0814,341.5120,27.6517,2.4641
8/4/2002,15,182.8839,85.8230,122.0422,26.0538,3.4174
8/4/2002,16,25.9709,-1.9061,29.0959,20.9433,4.6200
8/4/2002,17,24.8824,-0.5780,25.9478,18.2767,3.5921
8/4/2002,18,89.0649,5.0479,93.3625,18.2213,3.5404
8/4/2002,19,41.8433,7.0053,43.7288,19.9372,2.1633
8/4/2002,20,2.0077,-0.7081,2.2129,20.1188,1.1871
8/4/2002,21,-1.8800,-0.4142,-1.2637,19.7583,0.9149
8/4/2002,22,-1.2686,-0.2704,-0.8248,19.1518,1.6301
8/4/2002,23,-1.2093,-0.4032,-0.7017,18.9217,1.7525
8/5/2002,0,-2.1414,-0.6536,-1.2463,18.0583,1.8257
8/5/2002,1,-2.1852,-0.3765,-1.3890,17.4770,1.7892
8/5/2002,2,-1.3507,-0.3685,-0.8247,17.5753,0.6805
8/5/2002,3,-1.5008,-0.4587,-1.0234,17.4455,1.2890
8/5/2002,4,-1.3550,-0.3870,-1.1378,17.2925,1.7546
8/5/2002,5,-1.6012,-0.5010,-1.0009,16.9903,2.1011
8/5/2002,6,45.5224,228.4140,22.3194,16.9700,0.9732
8/5/2002,7,211.0045,652.5867,48.6385,20.2218,0.7261
8/5/2002,8,410.9902,802.7652,67.9216,22.2495,0.6812
8/5/2002,9,594.1873,871.4112,74.3677,22.7388,1.2361
8/5/2002,10,751.1838,909.2722,87.5991,23.5902,1.5140
8/5/2002,11,868.4477,921.6600,106.6820,24.7235,2.1760
8/5/2002,12,809.9552,601.1729,292.6217,26.0032,3.3560
8/5/2002,13,781.6455,455.4805,399.1615,26.9283,3.9472
8/5/2002,14,559.5590,325.5227,295.3693,27.8322,4.4706
8/5/2002,15,196.8748,-0.2295,215.3833,26.0468,5.0315
8/5/2002,16,41.3875,-1.3484,45.8786,22.7175,5.8787
8/5/2002,17,23.3463,0.0406,25.2466,18.2678,4.2999
8/5/2002,18,32.8678,0.3066,35.4458,19.9218,5.5649
8/5/2002,19,15.8204,-0.6598,17.3859,19.5830,9.8677
8/5/2002,20,-0.6263,-0.3840,-0.6006,18.5227,9.3017
8/5/2002,21,-1.6630,-0.2071,-1.4238,19.0270,6.0819
8/5/2002,22,-2.1082,-0.5778,-1.2820,19.3520,2.2593
8/5/2002,23,-2.8750,-0.6259,-1.4305,18.1353,1.0389
8/6/2002,0,-2.1564,-0.5471,-1.3757,17.5605,0.6037
8/6/2002,1,-2.4121,-0.4690,-1.2939,17.7007,0.9284
8/6/2002,2,-2.0821,-0.4892,-1.3446,17.0257,2.7507
8/6/2002,3,-2.3645,-0.5149,-1.3105,16.7198,1.3472
8/6/2002,4,-1.7175,-0.3051,-1.3534,16.3400,2.0123
8/6/2002,5,-1.6917,-0.4485,-1.1251,16.8170,1.9378
8/6/2002,6,44.4778,245.3999,21.3342,17.5927,2.7318
8/6/2002,7,209.5422,635.6208,51.4080,20.6118,2.2520
8/6/2002,8,406.0070,796.4443,65.7574,22.9105,0.8562
8/6/2002,9,592.6202,872.7737,73.7536,23.8730,1.3665
8/6/2002,10,751.1197,918.2722,80.7238,25.1615,1.9229
8/6/2002,11,866.0392,943.5908,86.5612,26.1920,2.3138
8/6/2002,12,923.0013,936.8275,99.4383,27.2115,2.7510
8/6/2002,13,947.7728,924.2085,132.5202,28.5083,3.3912
8/6/2002,14,657.1839,480.5559,262.1997,28.9523,4.2010
8/6/2002,15,53.5178,-2.8714,59.4075,23.9387,4.9227
8/6/2002,16,389.9960,338.9243,194.3202,21.5978,6.1671
8/6/2002,17,130.2422,16.6939,131.9267,23.0798,5.0560
8/6/2002,18,33.5494,-0.4371,37.6194,22.9742,4.8494
8/6/2002,19,19.8896,1.2256,22.5339,21.6215,5.0703
8/6/2002,20,-1.0471,-0.3825,-0.5793,21.1262,5.8919
8/6/2002,21,-1.9991,-0.2866,-1.6066,21.1620,5.3866
8/6/2002,22,-2.0053,-0.3392,-1.3155,21.2398,2.3385
8/6/2002,23,-2.3190,-0.6304,-1.3686,21.4502,1.7091
8/7/2002,0,-2.0628,-0.5782,-1.2541,20.2755,1.3272
8/7/2002,1,-2.1587,-0.5226,-1.5435,19.2753,2.8011
8/7/2002,2,-2.1163,-0.4711,-1.5760,18.8610,3.4227
8/7/2002,3,-2.2746,-0.4940,-1.5546,18.3733,3.1181
8/7/2002,4,-2.2327,-0.6950,-1.5732,17.7440,1.7838
8/7/2002,5,-1.7334,-0.2760,-1.1927,17.6327,2.9420
8/7/2002,6,48.3510,249.5966,25.6671,18.7600,3.4025
8/7/2002,7,209.5687,648.2105,49.6287,22.1623,1.9410
8/7/2002,8,404.1700,807.1975,61.1708,25.0912,0.4240
8/7/2002,9,591.1933,881.7427,69.4752,24.3693,1.7286
8/7/2002,10,751.3297,924.6637,78.4244,24.7193,2.4003
8/7/2002,11,866.4403,934.1593,98.8203,26.0358,2.4968
8/7/2002,12,1005.4987,896.4247,230.4252,27.1568,2.4598
8/7/2002,13,854.0427,678.8263,263.6118,27.8400,3.3887
8/7/2002,14,702.7652,480.2164,326.6363,28.9968,1.9471
8/7/2002,15,381.3701,237.0651,208.6996,27.2000,6.6722
8/7/2002,16,152.1904,14.8066,156.7905,24.2137,5.7371
8/7/2002,17,127.0115,3.5506,136.8342,24.7863,5.5991
8/7/2002,18,10.0366,-1.1470,9.5696,19.9770,6.3822
8/7/2002,19,15.6277,7.5656,15.2717,19.0468,7.6509
8/7/2002,20,-0.7333,-0.1453,-0.5535,20.5837,3.1952
8/7/2002,21,-1.6578,-0.5713,-1.0313,20.0578,3.2036
8/7/2002,22,-3.1073,-0.7325,-1.3845,18.9142,1.1141
8/7/2002,23,-2.6882,-0.5219,-1.3992,17.2992,1.5544
8/8/2002,0,-2.6389,-0.6784,-1.3845,16.8013,0.8876
8/8/2002,1,-1.9120,-0.6434,-1.4049,16.1458,1.4341
8/8/2002,2,-2.0862,-0.6806,-1.4706,16.3347,0.8077
8/8/2002,3,-1.9603,-0.5782,-1.4781,16.4590,1.5374
8/8/2002,4,-2.3080,-0.4853,-1.5079,16.7995,1.1455
8/8/2002,5,-2.0407,-0.2132,-1.1498,16.8302,2.5672
8/8/2002,6,16.8212,4.2395,19.9129,17.1387,1.3495
8/8/2002,7,220.5285,649.2042,63.1349,19.9253,1.1135
8/8/2002,8,426.6890,805.8367,85.3629,23.3005,1.4385
8/8/2002,9,608.0355,879.3378,92.0402,24.0632,1.5062
8/8/2002,10,763.2090,949.8170,72.6999,25.5352,2.2620
8/8/2002,11,895.0828,957.6552,109.1110,27.3940,2.8643
8/8/2002,12,844.6803,723.1697,222.0188,28.2715,2.1426
8/8/2002,13,694.1630,383.2867,380.0443,29.5242,2.0681
8/8/2002,14,739.4580,488.8353,349.3982,29.3010,2.6897
8/8/2002,15,288.6265,68.2709,255.4647,28.8505,2.1531
8/8/2002,16,179.0713,37.6249,171.8302,27.5102,4.2124
8/8/2002,17,496.4820,711.1195,167.5314,27.7038,3.1808
8/8/2002,18,121.3279,144.8000,77.0232,25.9468,3.1574
8/8/2002,19,33.7155,52.1658,34.6436,23.5868,1.0846
8/8/2002,20,-2.6523,-0.7828,-0.6665,22.2647,1.1442
8/8/2002,21,-3.0514,-0.8879,-1.8644,21.0175,1.2232
8/8/2002,22,-2.4904,-0.4825,-1.7492,20.4922,2.7719
8/8/2002,23,-2.1880,-0.4149,-1.6905,20.6093,4.2492
8/9/2002,0,-2.2261,-0.5295,-1.6595,20.9357,3.6216
8/9/2002,1,-2.7051,-0.7031,-1.8041,20.3353,2.8551
8/9/2002,2,-2.7468,-0.5532,-1.7556,19.8628,3.2099
8/9/2002,3,-2.7082,-0.7328,-1.5223,18.2817,3.8056
8/9/2002,4,-2.4373,-0.8905,-1.3263,14.7585,4.0799
8/9/2002,5,-2.9501,-0.6288,-1.2523,13.3723,1.7046
8/9/2002,6,39.0964,223.7706,20.1988,12.9220,0.1085
8/9/2002,7,197.6470,602.3500,55.5941,15.4435,0.7860
8/9/2002,8,349.9178,598.5493,90.4644,15.5600,2.0332
8/9/2002,9,601.1670,878.5060,85.2628,16.7040,2.2878
8/9/2002,10,756.3258,913.2545,95.8859,17.6105,2.1327
8/9/2002,11,871.6158,940.4753,101.5908,19.6358,1.9311
8/9/2002,12,943.8148,946.9535,119.5043,21.0815,2.3355
8/9/2002,13,939.2063,926.6902,127.2670,22.2855,2.5792
8/9/2002,14,881.2808,885.2212,142.8472,23.3750,2.2044
8/9/2002,15,585.1560,542.6537,179.7812,23.9572,2.0065
8/9/2002,16,574.5177,644.7441,187.5362,24.5668,1.1434
8/9/2002,17,409.1838,555.5018,151.0235,25.1258,1.6768
8/9/2002,18,151.8144,238.8276,99.1183,24.6133,2.3497
8/9/2002,19,55.4728,192.4337,31.5903,23.5642,2.2834
8/9/2002,20,-2.3295,-0.8006,-0.6562,21.7717,1.4108
8/9/2002,21,-3.1498,-0.5746,-1.7080,20.5057,2.6355
8/9/2002,22,-2.7242,-0.5191,-1.7062,19.7517,2.6615
8/9/2002,23,-2.7667,-0.4833,-1.6642,19.0880,3.2536
8/10/2002,0,-2.4726,-0.5430,-1.6701,18.6952,3.0197
8/10/2002,1,-2.5621,-0.5052,-1.6840,18.0577,2.9170
8/10/2002,2,-3.2065,-0.5488,-1.6486,17.5232,3.0358
8/10/2002,3,-3.1864,-0.6748,-1.5560,16.3122,1.9767
8/10/2002,4,-3.0287,-0.6208,-1.5212,14.8683,1.5546
8/10/2002,5,-2.3122,-0.5982,-1.3730,14.1913,1.1169
8/10/2002,6,36.2261,188.8335,20.4445,14.3132,1.3566
8/10/2002,7,197.6277,608.6727,54.9863,18.1378,0.1287
8/10/2002,8,406.0473,800.0970,70.0159,19.4285,1.4275
8/10/2002,9,602.3157,893.6567,78.1963,20.5472,2.0373
8/10/2002,10,763.5828,942.5760,82.6812,21.9633,2.0029
8/10/2002,11,870.2492,951.1955,92.3016,23.6815,1.7147
8/10/2002,12,927.3087,949.0510,100.3366,25.7470,3.0139
8/10/2002,13,926.6877,938.6462,104.9335,27.7655,2.7445
8/10/2002,14,880.3517,932.8415,103.7988,29.7897,2.6076
8/10/2002,15,784.3815,923.0093,96.0114,30.7092,2.8827
8/10/2002,16,631.4842,875.3708,88.6928,30.7300,2.6844
8/10/2002,17,443.8693,788.3835,78.6290,30.6360,2.4839
8/10/2002,18,239.3880,622.1308,61.4508,30.0568,2.0550
8/10/2002,19,58.2689,246.7795,28.5905,28.9425,0.6678
8/10/2002,20,-3.7193,-0.8551,-0.9884,26.8773,2.3532
8/10/2002,21,-4.1532,-0.5767,-2.1381,26.0482,3.7367
8/10/2002,22,-3.8833,-0.7727,-1.8805,23.8845,2.2739
8/10/2002,23,-3.0111,-0.5308,-2.0584,22.9173,3.6457
8/11/2002,0,-2.7212,-0.5546,-2.0882,22.7070,5.0583
8/11/2002,1,-2.8114,-0.5862,-2.1764,22.4728,5.1445
8/11/2002,2,-3.0304,-0.5605,-2.2925,22.2212,4.7043
8/11/2002,3,-3.1055,-0.6838,-2.2849,21.5683,4.9641
8/11/2002,4,-2.8102,-0.4872,-2.2727,20.7060,5.9908
8/11/2002,5,-3.3616,-0.3752,-2.2237,20.4902,5.4435
8/11/2002,6,39.9779,289.1839,15.1333,20.6183,4.5655
8/11/2002,7,217.1268,740.0180,40.4530,21.7663,5.6435
8/11/2002,8,424.8598,891.6572,52.0933,25.3252,3.8441
8/11/2002,9,616.6012,956.2615,59.8986,27.7872,1.9324
8/11/2002,10,779.4943,989.6068,65.6401,28.3037,3.0241
8/11/2002,11,888.5797,999.8275,71.9058,29.7930,2.3908
8/11/2002,12,955.3678,1015.2917,72.7768,31.0925,4.0114
8/11/2002,13,966.7027,1014.1383,76.1421,32.0823,7.9369
8/11/2002,14,911.6365,996.8225,79.1734,32.5458,7.7647
8/11/2002,15,749.6805,866.1487,103.3435,32.7767,6.6035
8/11/2002,16,652.5605,919.8265,82.4711,33.2755,7.7281
8/11/2002,17,487.9015,863.2997,92.2750,33.3182,5.7459
8/11/2002,18,271.4076,647.0148,91.2276,32.4753,4.7287
8/11/2002,19,85.7171,305.5721,51.2664,30.4785,2.8487
8/11/2002,20,-4.5150,-1.0341,-1.0846,28.0827,1.1313
8/11/2002,21,-4.4916,-0.8513,-2.4187,25.7120,2.1460
8/11/2002,22,-3.4686,-0.5760,-2.5020,24.5735,2.8704
8/11/2002,23,-3.0647,-0.6138,-2.2328,24.0192,4.6540
8/12/2002,0,-3.3759,-0.8204,-2.3599,23.2895,4.0301
8/12/2002,1,-2.3340,-1.1430,-1.9001,21.3393,6.0195
8/12/2002,2,-2.5991,-0.5432,-1.6709,17.6538,8.2199
8/12/2002,3,-3.0018,-0.5821,-1.6333,16.6085,4.8343
8/12/2002,4,-2.9601,-0.6508,-1.4504,15.4413,2.2166
8/12/2002,5,-2.4941,-0.7221,-1.2060,13.4775,2.9735
8/12/2002,6,16.9171,7.2683,19.3355,12.3112,2.4678
8/12/2002,7,148.2658,255.3132,93.8419,13.3217,1.7352
8/12/2002,8,398.7465,637.4453,143.1260,15.1108,1.5553
8/12/2002,9,549.3850,494.7112,284.8355,15.9213,2.2322
8/12/2002,10,497.6558,257.6090,337.6903,16.4652,2.3796
8/12/2002,11,877.1870,718.7671,299.7945,17.7300,2.5555
8/12/2002,12,492.9945,63.7207,470.9097,18.0597,3.0309
8/12/2002,13,395.0997,5.2251,423.4007,18.2770,2.3335
8/12/2002,14,349.1335,5.0086,373.5512,18.5623,2.2323
8/12/2002,15,203.7368,0.1103,222.2758,18.4313,2.4755
8/12/2002,16,144.8395,0.4237,158.5030,18.2340,2.9560
8/12/2002,17,110.9565,0.4738,121.6607,18.1418,3.6867
8/12/2002,18,27.8678,-0.5940,31.0463,16.9897,4.3439
8/12/2002,19,2.6945,-0.6478,3.8288,15.2342,4.5996
8/12/2002,20,-2.4999,-0.8469,-1.3605,12.9957,3.5622
8/12/2002,21,-3.5568,-0.4296,-1.5389,12.1953,1.9367
8/12/2002,22,-1.8569,-0.0979,-0.7712,11.9965,2.7071
8/12/2002,23,-0.9763,-0.3616,-0.6686,11.4803,3.5703
8/13/2002,0,-0.8580,-0.3006,-0.5316,10.9400,1.2233
8/13/2002,1,-0.8898,-0.3037,-0.6072,10.8823,0.1202
8/13/2002,2,-0.8806,-0.3577,-0.5701,10.8240,0.7893
8/13/2002,3,-1.7553,-0.5804,-0.9041,10.6130,1.4137
8/13/2002,4,-3.0646,-0.6301,-1.3920,9.7118,0.2653
8/13/2002,5,-2.6118,-0.9175,-1.2308,8.6382,0.0897
8/13/2002,6,34.3433,169.1403,19.8044,8.4697,0.6834
8/13/2002,7,185.7562,570.0680,57.5053,11.2062,0.1453
8/13/2002,8,398.9953,802.6173,71.0325,14.3825,0.7858
8/13/2002,9,594.2672,899.8707,74.3545,15.5612,1.0169
8/13/2002,10,743.7020,885.4972,118.2541,16.8867,1.4461
8/13/2002,11,826.2578,677.0739,295.3910,17.5623,2.0762
8/13/2002,12,737.6997,330.3147,477.2275,17.9628,1.8774
8/13/2002,13,879.5650,734.9012,246.2577,19.1153,1.8360
8/13/2002,14,794.9353,649.3098,265.8675,19.8268,2.2732
8/13/2002,15,720.6617,659.4688,239.8730,20.6183,2.0825
8/13/2002,16,457.0947,298.5074,285.7473,20.7432,2.1554
8/13/2002,17,327.7055,208.8641,249.9948,20.7347,1.7667
8/13/2002,18,204.4801,250.4224,143.2482,21.0133,1.5147
8/13/2002,19,49.7845,110.0116,38.6454,20.6108,1.3369
8/13/2002,20,-2.1426,-0.7427,-0.1435,19.1847,0.8698
8/13/2002,21,-3.3944,-0.7281,-1.8045,18.1525,0.3472
8/13/2002,22,-3.3228,-0.7895,-1.7571,17.7853,1.2139
8/13/2002,23,-2.8400,-0.8235,-1.7644,16.2372,0.8760
8/14/2002,0,-2.2944,-0.6249,-1.7976,15.7140,1.7443
8/14/2002,1,-2.2547,-0.4750,-1.8943,16.0513,2.1059
8/14/2002,2,-2.4453,-0.2400,-2.0685,16.8193,2.1058
8/14/2002,3,-2.9888,-0.6434,-1.9253,18.1990,2.0793
8/14/2002,4,-3.0358,-0.4517,-2.0976,18.4382,1.8987
8/14/2002,5,-3.0227,-0.6264,-1.9301,18.4197,1.3571
8/14/2002,6,33.7901,256.2934,14.7343,19.0850,1.4753
8/14/2002,7,197.7740,687.6433,41.6447,22.2330,0.5562
8/14/2002,8,397.9217,845.8723,53.6968,25.9402,0.4592
8/14/2002,9,595.8117,932.7045,59.0897,27.0552,1.1330
8/14/2002,10,760.3420,972.6990,64.3272,27.4828,2.8888
8/14/2002,11,884.2760,1007.8078,65.0853,28.6363,2.8288
8/14/2002,12,946.0482,1019.0557,66.3993,31.1412,2.9216
8/14/2002,13,954.4372,1026.6350,64.1628,31.9507,2.7330
8/14/2002,14,905.0675,1020.3617,61.9232,32.9108,4.6180
8/14/2002,15,799.6220,998.6823,61.2170,33.3677,5.7270
8/14/2002,16,639.7448,946.5232,60.6132,33.4908,5.6887
8/14/2002,17,446.7378,858.5007,57.1439,33.3702,5.5534
8/14/2002,18,223.6502,617.8452,53.6379,32.3875,5.7470
8/14/2002,19,45.1484,205.4109,20.5431,30.0623,6.6933
8/14/2002,20,-3.4974,-0.7764,-2.2857,28.4582,5.1524
8/14/2002,21,-3.9750,-0.7021,-2.8085,27.4283,5.0983
8/14/2002,22,-5.4984,-1.0849,-2.7559,26.4480,1.5768
8/14/2002,23,-5.5547,-0.9153,-2.7888,25.2997,0.8984
8/15/2002,0,-5.6452,-0.9037,-2.5964,24.6137,0.4076
8/15/2002,1,-5.4743,-0.5018,-2.7920,25.2145,1.0360
8/15/2002,2,-4.9045,-0.2991,-2.5702,24.8223,3.2978
8/15/2002,3,-3.6166,-0.5488,-2.5637,25.1143,5.6921
8/15/2002,4,-1.8053,-1.8711,-1.5794,19.7085,5.3451
8/15/2002,5,-2.9702,-0.8345,-1.4167,13.8445,2.8229
8/15/2002,6,22.3625,96.9391,16.7496,12.7872,0.9154
8/15/2002,7,157.2743,294.6934,83.6875,12.9032,1.8724
8/15/2002,8,396.7312,756.7402,85.1879,14.1157,1.7334
8/15/2002,9,568.3800,778.8458,120.7195,15.4262,1.3498
8/15/2002,10,754.3785,915.0418,99.7272,16.9185,1.3491
8/15/2002,11,863.4097,944.9527,97.1150,18.0183,1.8713
8/15/2002,12,921.0125,949.3645,99.8401,19.5908,2.1540
8/15/2002,13,920.7245,935.6872,106.8597,21.2707,2.3921
8/15/2002,14,864.2112,924.1338,102.0508,22.7328,1.7624
8/15/2002,15,755.5927,894.8578,96.1477,24.4115,2.0181
8/15/2002,16,607.4917,842.7663,96.5154,25.6547,1.7381
8/15/2002,17,412.9687,723.6745,87.9657,26.5990,2.0519
8/15/2002,18,187.2531,439.4900,67.3303,26.8642,2.8931
8/15/2002,19,14.8254,7.3488,18.5604,25.2477,1.6154
8/15/2002,20,-3.6647,-0.6547,-1.4889,23.8073,1.7684
8/15/2002,21,-3.4287,-0.5733,-1.7458,22.6722,2.0568
8/15/2002,22,-2.9495,-0.5512,-1.6543,21.2885,2.2709
8/15/2002,23,-2.9859,-0.8004,-1.8260,20.6635,1.7319
8/16/2002,0,-3.5141,-0.7284,-1.9089,20.6048,1.3422
8/16/2002,1,-3.5613,-0.6749,-1.9072,19.4928,0.9323
8/16/2002,2,-3.5221,-0.4801,-1.9491,19.4780,3.3804
8/16/2002,3,-4.1557,-0.8976,-1.7939,18.0858,1.1872
8/16/2002,4,-3.9809,-0.8822,-1.8344,16.9353,0.2360
8/16/2002,5,-3.1266,-0.6445,-1.7714,16.0897,0.5570
8/16/2002,6,24.9996,124.4029,17.3782,17.2072,0.7049
8/16/2002,7,176.8336,524.0457,60.3014,20.4845,0.2425
8/16/2002,8,382.9098,758.6923,78.2163,25.8467,0.4994
8/16/2002,9,587.1698,887.9552,82.0359,27.4113,1.1805
8/16/2002,10,743.1050,915.4603,95.9445,29.8477,2.0116
8/16/2002,11,858.3323,943.0883,96.7006,31.5280,2.9201
8/16/2002,12,920.6117,957.0305,97.3875,33.2717,2.9173
8/16/2002,13,941.6717,975.6343,98.2013,34.1960,3.1455
8/16/2002,14,888.0087,989.0528,80.8329,35.5423,1.8953
8/16/2002,15,789.9045,981.1433,73.5095,36.6302,4.7586
8/16/2002,16,636.9583,935.6872,73.5372,36.6495,4.8150
8/16/2002,17,361.6785,586.0734,92.5418,35.9372,5.1848
8/16/2002,18,83.6372,72.1438,69.6634,32.9703,7.0931
8/16/2002,19,16.4952,19.9442,17.0131,31.1628,4.7255
8/16/2002,20,-3.7294,-0.6064,-2.7812,29.9463,4.7451
8/16/2002,21,-3.4064,-0.8357,-2.5496,28.8655,4.8312
8/16/2002,22,-2.9966,-0.6304,-2.3821,27.5713,5.9481
8/16/2002,23,-1.8926,-1.4101,-1.7080,23.8172,6.3200
8/17/2002,0,-2.7408,-0.7713,-1.5113,18.5657,3.6004
8/17/2002,1,-2.9759,-0.6289,-1.5180,16.8537,2.5481
8/17/2002,2,-2.9240,-0.5364,-1.3700,15.5007,1.4271
8/17/2002,3,-2.7296,-0.4800,-1.3486,14.7685,1.4649
8/17/2002,4,-2.6858,-0.5867,-1.3053,13.3525,1.6504
8/17/2002,5,-2.7854,-0.5799,-1.2441,12.2478,1.1156
8/17/2002,6,26.0575,29.5782,27.1877,11.6223,0.5639
8/17/2002,7,136.2560,92.8341,125.8297,12.9503,0.3770
8/17/2002,8,272.3507,213.9509,200.0702,15.4895,0.6061
8/17/2002,9,543.2198,625.6205,190.2080,16.8912,0.7521
8/17/2002,10,721.7623,784.1292,168.9112,17.8873,2.0341
8/17/2002,11,829.0392,807.4583,181.1620,18.8622,2.3840
8/17/2002,12,891.6697,824.8075,186.6317,20.4787,1.8703
8/17/2002,13,901.2385,825.8715,192.6053,22.0198,2.3943
8/17/2002,14,831.6900,762.7902,215.4612,23.7023,2.1179
8/17/2002,15,731.4915,724.6827,210.5673,25.0270,2.5366
8/17/2002,16,478.8045,414.7489,239.3322,25.1590,3.4966
8/17/2002,17,246.6185,149.0414,191.7655,24.3447,3.9651
8/17/2002,18,127.1565,114.7042,107.5848,23.1485,3.2532
8/17/2002,19,27.5462,31.6115,27.8366,21.7795,1.7860
8/17/2002,20,-4.1238,-1.0125,-1.7545,20.3360,0.1748
8/17/2002,21,-2.8013,-0.8650,-1.8849,18.8192,0.4364
8/17/2002,22,-3.3824,-0.6004,-1.9219,19.1598,0.2240
8/17/2002,23,-3.4632,-0.7211,-1.8133,18.0767,0.1685
8/18/2002,0,-3.5034,-0.7226,-1.6930,17.7690,0.5054
8/18/2002,1,-3.7563,-0.5987,-1.7342,17.4163,0.6387
8/18/2002,2,-3.2460,-0.6895,-1.5629,16.7645,0.0899
8/18/2002,3,-3.1663,-0.2743,-1.6163,17.2623,0.7839
8/18/2002,4,-2.7992,-0.4179,-1.5785,17.5430,0.5609
8/18/2002,5,-1.6944,0.0648,-1.9704,19.5622,0.7642
8/18/2002,6,11.6331,-0.5313,14.0673,21.5735,0.2351
8/18/2002,7,71.9755,0.2604,80.7079,22.4297,0.8211
8/18/2002,8,164.3877,1.6093,181.7990,25.4615,1.4502
8/18/2002,9,346.5177,129.8427,291.1235,26.6770,1.0504
8/18/2002,10,479.9033,194.2667,368.8038,28.1990,1.3718
8/18/2002,11,374.8023,40.9640,371.0667,26.8403,2.6063
8/18/2002,12,359.1733,21.2845,371.1118,28.3928,1.0418
8/18/2002,13,544.5728,154.4886,444.8058,30.5050,1.9719
8/18/2002,14,381.2957,80.8470,341.2277,31.9058,2.0715
8/18/2002,15,320.4697,37.9617,320.0197,32.4617,2.0590
8/18/2002,16,228.1540,43.3889,217.7630,31.8245,4.3888
8/18/2002,17,140.7825,16.4989,147.0113,26.5560,5.0435
8/18/2002,18,107.7621,41.4423,103.6678,24.8608,5.5227
8/18/2002,19,17.5487,5.0305,20.7628,23.7695,3.2615
8/18/2002,20,-2.9502,-0.5569,-1.6573,23.1160,4.7408
8/18/2002,21,-3.9341,-0.5924,-2.0130,21.9642,4.3397
8/18/2002,22,-4.1053,-0.6498,-1.9746,20.6848,2.9553
8/18/2002,23,-4.1560,-0.6589,-1.9297,19.5223,1.9670
8/19/2002,0,-4.4203,-0.8570,-1.8456,18.8453,0.5029
8/19/2002,1,-3.8427,-0.6364,-1.7118,16.5912,0.9997
8/19/2002,2,-3.2396,-0.5644,-1.7392,15.7663,1.1166
8/19/2002,3,-2.5294,-0.5057,-1.6923,15.0920,1.9597
8/19/2002,4,-2.5222,-0.5169,-1.6336,14.5822,1.9980
8/19/2002,5,-2.3268,-0.4906,-1.5911,14.2033,1.9279
8/19/2002,6,20.5083,53.1738,18.3069,14.1552,1.2834
8/19/2002,7,150.1383,329.5133,82.6460,16.1542,0.3229
8/19/2002,8,343.8478,543.4942,133.2687,19.6077,1.0360
8/19/2002,9,537.4515,655.5122,172.2102,19.1203,1.9151
8/19/2002,10,721.5652,732.3522,213.6495,20.5015,2.4985
8/19/2002,11,817.1330,786.5778,197.0457,22.2925,2.4328
8/19/2002,12,883.5945,799.2090,212.3597,23.9793,2.6259
8/19/2002,13,792.8352,578.1512,312.1237,25.4998,3.4616
8/19/2002,14,385.8852,138.9597,288.8594,25.8830,4.4740
8/19/2002,15,169.7728,93.9429,114.6031,26.0297,5.4387
8/19/2002,16,427.3577,381.8664,203.8255,29.7575,1.7550
8/19/2002,17,168.3261,41.0987,164.3519,28.5378,2.1024
8/19/2002,18,98.0616,27.2903,99.4962,25.9012,4.6192
8/19/2002,19,16.4791,0.5914,19.7732,24.8347,2.5086
8/19/2002,20,-3.4847,-0.8364,-1.7167,22.9443,1.0130
8/19/2002,21,-3.1212,-0.6038,-2.0316,23.1723,2.0049
8/19/2002,22,-3.2381,-0.6800,-1.8271,22.6948,0.9859
8/19/2002,23,-2.7873,-0.6318,-1.5385,21.5005,0.4105
8/20/2002,0,-2.0054,-0.1840,-1.5836,21.3685,2.7553
8/20/2002,1,-2.7932,-0.6316,-1.4867,21.3430,1.4111
8/20/2002,2,-2.7505,-0.6062,-1.6065,20.8567,1.6074
8/20/2002,3,-3.2434,-0.8287,-1.4893,19.0883,1.1313
8/20/2002,4,-3.0880,-0.6333,-1.5599,17.7132,1.0437
8/20/2002,5,-2.3429,-0.4794,-1.6123,17.9008,0.4552
8/20/2002,6,7.5269,-0.0696,8.6684,18.7958,1.2616
8/20/2002,7,134.9329,124.2507,111.5757,21.4645,0.7531
8/20/2002,8,339.0073,415.6225,195.8878,24.6180,0.8864
8/20/2002,9,548.0973,644.0350,190.8485,24.8815,1.7618
