DATE (MM/DD/YYYY),HOUR-MST,Avg Global PSP Vent [W/m^2],Avg Direct CH1 [W/m^2],Avg Diffuse 8-48 Vent [W/m^2],Avg Deck Dry Bulb Temp [deg C],Avg Avg Wind Speed @ 10ft [m/s]
10/4/2004,18,9.9429,-0.5940,15.2170,13.6640,0.8909
10/4/2004,19,-8.2044,-0.3964,-2.8598,12.9195,1.2338
10/4/2004,20,-8.5791,-0.6619,-2.8823,12.5583,1.3288
10/4/2004,21,-7.7544,-0.6991,-3.0080,11.6608,0.1555
10/4/2004,22,-8.2994,-0.5940,-2.9218,10.6315,0.9981
10/4/2004,23,-7.8316,-0.4628,-2.7331,10.8323,0.9103
10/5/2004,0,-9.0153,-0.5487,-2.7996,10.6453,2.3051
10/5/2004,1,-9.0593,-0.3208,-2.6936,10.3173,3.0394
10/5/2004,2,-8.8028,-0.3584,-2.6125,9.7415,2.4250
10/5/2004,3,-7.5230,-0.6752,-2.6923,9.3092,0.9199
10/5/2004,4,-7.8631,-0.4767,-2.4772,8.6643,1.0552
10/5/2004,5,-7.2000,-0.3085,-2.4527,8.2267,1.0541
10/5/2004,6,-6.3883,-0.5552,-1.3910,8.0915,0.8530
10/5/2004,7,36.2190,36.2487,35.8791,8.2735,0.6295
10/5/2004,8,194.6332,426.8937,74.4258,10.3405,0.3833
10/5/2004,9,459.3619,820.5472,109.4595,13.6875,0.7838
10/5/2004,10,534.4133,654.5043,164.9333,13.7412,1.0583
10/5/2004,11,671.6633,816.6742,136.3730,14.0402,1.9230
10/5/2004,12,733.7724,924.1248,91.0377,15.3583,1.6039
10/5/2004,13,585.4338,499.6928,237.5655,16.0030,1.9985
10/5/2004,14,429.1600,126.3598,348.3518,16.3348,2.2191
10/5/2004,15,338.8127,114.9157,279.2863,16.5555,3.2165
10/5/2004,16,139.4633,-0.0117,144.0094,15.1185,3.3125
10/5/2004,17,69.6724,-0.4486,77.2346,13.1657,5.9361
10/5/2004,18,0.3688,-0.3072,7.3812,12.3972,4.9433
10/5/2004,19,-8.8638,-0.1835,-2.3618,12.2905,5.2227
10/5/2004,20,-8.9267,-0.3128,-2.3619,12.4702,4.3476
10/5/2004,21,-8.4069,-0.2522,-2.3864,12.2388,3.2500
10/5/2004,22,-7.9377,-0.6749,-2.5422,12.0458,2.4355
10/5/2004,23,-9.9585,-0.6899,-3.2403,10.4690,1.8732
10/6/2004,0,-7.9292,-0.1283,-3.4812,8.9545,1.2762
10/6/2004,1,-7.4502,-0.1442,-4.2076,8.2377,0.3331
10/6/2004,2,-7.8501,-0.1514,-4.7803,7.4747,3.4424
10/6/2004,3,-6.8959,-0.1913,-5.0730,7.4210,3.3213
10/6/2004,4,-7.3978,-0.4166,-5.8152,7.1625,4.9339
10/6/2004,5,-6.9615,-0.0951,-6.3794,7.0517,5.1657
10/6/2004,6,-5.0578,0.0877,-6.9528,7.9038,4.1555
10/6/2004,7,5.4555,0.1514,1.4243,8.4895,2.2401
10/6/2004,8,28.6520,0.2131,24.0524,8.5072,2.3130
10/6/2004,9,47.3415,0.3482,40.7778,9.0203,0.5192
10/6/2004,10,79.2918,0.4304,71.3600,9.7875,1.8427
10/6/2004,11,147.3838,0.7821,137.0745,10.1475,0.9136
10/6/2004,12,209.5434,1.4591,199.5393,11.6005,1.5319
10/6/2004,13,382.9821,105.2021,300.3327,10.8482,3.0779
10/6/2004,14,371.2638,64.5588,320.1823,10.8992,4.1072
10/6/2004,15,142.5034,0.8250,137.8802,9.9458,1.7989
10/6/2004,16,151.7313,1.1545,145.3603,10.9635,1.1267
10/6/2004,17,48.6336,-0.3066,48.0209,11.8275,1.7888
10/6/2004,18,-0.8173,-0.2525,0.0167,10.9413,2.2572
10/6/2004,19,-6.9446,-0.3841,-5.4932,10.6748,2.2457
10/6/2004,20,-7.8901,-0.4258,-5.3920,10.1077,2.8255
10/6/2004,21,-7.9958,-0.3684,-5.2459,9.6515,3.0472
10/6/2004,22,-7.7167,-0.2989,-5.0233,9.8637,3.5124
10/6/2004,23,-8.2315,-0.2697,-4.9164,10.5332,4.8009
10/7/2004,0,-8.9982,-0.2945,-4.7027,11.2223,5.6653
10/7/2004,1,-10.0987,-0.2777,-4.5028,11.4938,6.7061
10/7/2004,2,-10.0280,-0.2088,-4.3228,11.8057,6.6726
10/7/2004,3,-10.0800,-0.2335,-4.0693,12.2228,6.4213
10/7/2004,4,-10.3349,-0.2858,-4.1141,12.3087,6.5206
10/7/2004,5,-10.3320,-0.3031,-3.9791,12.4827,6.4270
10/7/2004,6,-9.8550,-0.2730,-3.5468,12.8342,6.5717
10/7/2004,7,44.1842,363.9272,17.0183,13.4018,6.8651
10/7/2004,8,223.8726,766.7443,40.4018,15.0393,6.3823
10/7/2004,9,424.2398,906.1633,51.1361,16.6762,5.1816
10/7/2004,10,584.2886,972.6095,56.7097,18.3612,5.0895
10/7/2004,11,702.7298,1009.1617,61.4109,19.4660,5.2900
10/7/2004,12,754.7562,1019.7267,62.3588,20.2343,4.5593
10/7/2004,13,737.6533,1013.3183,61.4573,20.0725,5.4972
10/7/2004,14,664.1361,1005.3380,58.3091,20.5998,5.8245
10/7/2004,15,534.6059,965.1020,60.7817,21.2790,5.2109
10/7/2004,16,286.7041,621.7758,83.8059,20.2783,4.4399
10/7/2004,17,116.1247,404.2957,47.0442,19.5467,3.4470
10/7/2004,18,-0.9620,7.7724,7.0949,17.0815,2.6095
10/7/2004,19,-7.9165,-0.3684,-2.4444,16.8208,1.2331
10/7/2004,20,-8.5185,-0.3430,-2.4650,16.4712,1.6276
10/7/2004,21,-7.2882,-0.1828,-2.3142,16.5122,1.7997
10/7/2004,22,-9.9656,-0.6069,-2.3161,15.8835,2.5077
10/7/2004,23,-10.2091,-0.5047,-2.3429,14.3823,2.9420
10/8/2004,0,-10.5214,-0.4834,-2.3570,13.7918,4.0802
10/8/2004,1,-10.1885,-0.4562,-2.1740,13.1928,4.0287
10/8/2004,2,-9.8265,-0.8096,-2.2089,10.8107,1.9835
10/8/2004,3,-8.0609,-0.5309,-2.0534,9.1925,0.8618
10/8/2004,4,-8.3158,-0.5427,-2.0951,8.2113,1.4489
10/8/2004,5,-8.1606,-0.5256,-2.0181,7.0681,1.5703
10/8/2004,6,-7.7666,-0.2597,-1.7745,6.5292,2.5741
10/8/2004,7,45.9938,366.4703,18.0050,7.5929,2.6997
10/8/2004,8,225.6000,770.1168,39.9824,11.7113,0.6571
10/8/2004,9,423.3042,909.3648,49.0392,12.3718,2.3068
10/8/2004,10,587.0194,975.8010,53.7313,13.4273,1.7374
10/8/2004,11,698.2846,1004.3415,57.0964,14.9500,1.4892
10/8/2004,12,747.0891,1008.1633,60.0046,15.9855,1.8912
10/8/2004,13,728.4958,996.5645,61.2086,17.1997,1.7692
10/8/2004,14,649.9388,977.4900,59.2261,18.2472,1.5278
10/8/2004,15,512.3945,925.8913,56.3046,18.9958,1.2581
10/8/2004,16,331.2174,826.0437,48.4880,18.5875,0.9509
10/8/2004,17,134.0612,607.8392,33.0300,18.0392,0.4609
10/8/2004,18,-0.8752,18.5793,5.2505,16.4842,0.2406
10/8/2004,19,-9.3115,-0.6907,-2.0276,14.3527,0.9678
10/8/2004,20,-9.4949,-0.5604,-1.9806,13.0367,1.9132
10/8/2004,21,-9.5241,-0.3796,-1.9734,12.1758,2.7712
10/8/2004,22,-9.2253,-0.5764,-1.9334,12.0485,2.4432
10/8/2004,23,-9.3770,-0.6858,-1.8895,11.2667,1.9167
10/9/2004,0,-9.0352,-0.4359,-1.7828,10.3463,2.4844
10/9/2004,1,-8.2705,-0.4986,-1.6858,10.3272,1.4173
10/9/2004,2,-9.0544,-0.3848,-1.7116,10.6335,2.2059
10/9/2004,3,-8.5762,-0.3678,-1.6320,10.7100,1.5531
10/9/2004,4,-9.0117,-0.5544,-1.7021,10.7283,1.4335
10/9/2004,5,-8.2388,-0.8229,-1.7340,10.3313,0.1779
10/9/2004,6,-8.3802,-0.3491,-1.2875,10.1458,1.5236
10/9/2004,7,45.5714,410.5148,16.4875,11.5303,1.9251
10/9/2004,8,229.7176,827.7635,36.2599,14.9735,2.2302
10/9/2004,9,433.2697,954.0902,44.2479,18.1340,0.5989
10/9/2004,10,591.6055,1007.3242,49.2866,16.8230,1.3503
10/9/2004,11,704.8497,1034.1650,52.4818,18.2373,1.3495
10/9/2004,12,753.1086,1039.2183,54.8621,19.7323,1.8431
10/9/2004,13,737.3578,1032.4750,55.4740,20.8930,1.5166
10/9/2004,14,653.5886,1005.2743,55.0336,21.8042,1.4905
10/9/2004,15,516.4636,959.2502,51.9126,22.3293,1.1919
10/9/2004,16,335.1324,866.5543,44.8207,22.5452,0.7384
10/9/2004,17,132.8928,647.9355,31.2476,21.5623,1.1276
10/9/2004,18,-3.6145,11.5141,4.9646,19.1063,0.7088
10/9/2004,19,-10.7688,-0.9597,-1.5398,16.5862,1.0040
10/9/2004,20,-10.3586,-0.5043,-1.2637,14.3315,2.0280
10/9/2004,21,-9.2132,-0.7379,-1.2377,14.1717,1.5128
10/9/2004,22,-9.1421,-0.9033,-1.2797,14.0892,1.1175
10/9/2004,23,-9.5787,-0.5856,-1.2537,13.3928,1.7635
10/10/2004,0,-10.0811,-0.4647,-1.1654,13.6500,2.9662
10/10/2004,1,-10.5334,-0.4746,-1.1526,12.6563,3.3540
10/10/2004,2,-9.9924,-0.4069,-1.0511,11.6422,3.1794
10/10/2004,3,-9.3685,-0.5406,-1.0539,11.0812,2.4669
10/10/2004,4,-8.0569,-0.7650,-1.2598,9.8522,0.4875
10/10/2004,5,-7.4928,-0.5068,-1.1415,9.7632,0.0746
10/10/2004,6,-7.2724,-0.4190,-0.9749,10.0818,0.0752
10/10/2004,7,38.9206,292.3341,17.1808,10.5005,0.6374
10/10/2004,8,218.6707,765.0222,41.3832,14.6007,0.8196
10/10/2004,9,414.7138,891.9148,53.7142,16.1722,0.4377
10/10/2004,10,572.2168,956.5322,60.2854,15.9293,0.8293
10/10/2004,11,684.4228,987.0387,66.0982,16.8962,1.2082
10/10/2004,12,719.6767,957.7170,80.5730,17.7690,1.8812
10/10/2004,13,715.5710,942.5730,99.1777,18.0772,2.1293
10/10/2004,14,537.1806,747.8947,96.7502,18.6267,2.1066
10/10/2004,15,492.0699,835.0602,92.6264,19.1077,2.8281
10/10/2004,16,214.2407,455.2327,75.8689,17.3488,3.9454
10/10/2004,17,110.2329,477.1130,42.1949,16.0965,3.2940
10/10/2004,18,-4.2770,2.4427,4.6959,14.8268,2.3123
10/10/2004,19,-9.3909,-0.3347,-0.7974,15.0693,2.8792
10/10/2004,20,-10.0986,-0.7319,-1.1090,13.0125,1.8421
10/10/2004,21,-8.8608,-0.4148,-0.9008,11.8440,2.0058
10/10/2004,22,-8.0311,-0.8001,-1.1903,10.7207,0.6703
10/10/2004,23,-8.2012,-0.2969,-0.8143,9.3837,1.5583
10/11/2004,0,-8.0549,-0.4232,-0.7927,9.5083,1.3080
10/11/2004,1,-8.6511,-0.4631,-0.8261,8.5037,2.0048
10/11/2004,2,-8.1233,-0.3538,-0.7216,8.1488,2.0351
10/11/2004,3,-7.6538,-0.2148,-0.7354,7.8422,2.5146
10/11/2004,4,-7.8616,-0.3544,-0.7123,7.5070,2.1675
10/11/2004,5,-8.2220,-0.3950,-0.7539,7.0261,2.1855
10/11/2004,6,-6.8210,-0.4688,-0.5970,6.6607,0.8863
10/11/2004,7,21.8739,13.7248,25.9378,6.6612,0.9308
10/11/2004,8,122.8721,80.6094,106.5758,8.0272,2.0608
10/11/2004,9,388.5725,434.7905,221.3928,9.6165,2.4662
10/11/2004,10,336.5551,155.8305,254.0738,9.1188,3.1013
10/11/2004,11,498.2596,209.9807,363.9773,10.3353,2.9797
10/11/2004,12,521.6230,185.3594,397.4708,11.2925,2.2648
10/11/2004,13,395.1806,70.3061,345.7237,11.7288,1.8432
10/11/2004,14,403.5617,176.0872,295.5847,12.5152,1.6440
10/11/2004,15,229.8037,4.1742,229.1729,12.5027,1.6554
10/11/2004,16,95.0773,0.3432,99.1154,12.2435,1.2718
10/11/2004,17,71.5258,-0.0544,77.4590,12.0317,0.9922
10/11/2004,18,-0.1045,-0.4448,6.5800,11.1840,1.3056
10/11/2004,19,-7.6308,-0.4129,-0.9211,10.0280,1.2478
10/11/2004,20,-6.6403,-0.3121,-0.8573,9.0682,0.6708
10/11/2004,21,-5.3476,-0.2489,-0.9441,8.7572,0.1059
10/11/2004,22,-5.8386,-0.3985,-1.0415,8.4872,0.3332
10/11/2004,23,-5.7604,-0.2871,-0.8903,8.1692,0.1646
10/12/2004,0,-5.9310,-0.2014,-0.8365,7.9697,0.8203
10/12/2004,1,-6.7032,-0.2627,-0.8490,8.2753,1.4216
10/12/2004,2,-7.5232,-0.2873,-0.8605,7.8625,1.6658
10/12/2004,3,-7.3596,-0.3666,-0.8289,7.6308,1.8637
10/12/2004,4,-7.4687,-0.3377,-0.9023,7.2365,1.5918
10/12/2004,5,-7.7518,-0.4961,-0.9089,6.6048,1.6499
10/12/2004,6,-7.6642,-0.4208,-0.7826,6.2643,1.7246
10/12/2004,7,31.2891,193.6375,18.7350,6.5042,1.1006
10/12/2004,8,205.6782,679.6108,52.9447,10.2188,0.9826
10/12/2004,9,379.0881,765.9760,75.5728,13.2232,0.2529
10/12/2004,10,549.3807,896.3835,77.6106,14.2908,0.3705
10/12/2004,11,667.5264,956.7765,79.4030,15.1095,0.8869
10/12/2004,12,726.9109,994.0538,75.6634,15.9575,1.1065
10/12/2004,13,713.0240,1005.2487,67.3898,16.2933,1.5945
10/12/2004,14,623.7655,963.2045,66.9157,17.2147,1.3053
10/12/2004,15,493.3347,924.1935,60.9883,18.1307,1.6959
10/12/2004,16,307.4993,792.4155,55.8875,17.9330,1.7774
10/12/2004,17,101.9043,453.4069,40.7573,17.3647,0.3007
10/12/2004,18,-5.5776,-0.9685,4.1033,14.8500,1.4614
10/12/2004,19,-7.6698,-0.2018,-0.8928,13.2687,2.0438
10/12/2004,20,-9.8379,-0.6502,-0.9061,13.1742,5.2524
10/12/2004,21,-9.9801,-0.3363,-0.7806,9.4002,5.6988
10/12/2004,22,-10.3196,-0.5695,-0.7017,7.7272,4.0795
10/12/2004,23,-8.8106,-0.3010,-0.8391,6.3129,2.8187
10/13/2004,0,-7.6561,-0.0835,-1.1914,5.5463,1.5785
10/13/2004,1,-7.6392,-0.1801,-1.0908,5.1152,2.1521
10/13/2004,2,-7.6399,-0.1456,-1.0141,4.5659,3.4870
10/13/2004,3,-7.9282,-0.1073,-0.9471,4.4136,4.3656
10/13/2004,4,-7.7062,-0.0536,-0.6443,4.2389,1.9967
10/13/2004,5,-8.3712,-0.1980,-0.6405,3.3796,3.3152
10/13/2004,6,-7.7963,-0.1175,-1.5689,3.3054,4.3098
10/13/2004,7,4.2770,0.0559,7.8430,3.7628,1.4662
10/13/2004,8,104.4569,151.7564,62.1721,4.1631,1.9048
10/13/2004,9,407.7623,735.5599,120.8968,6.1790,1.4888
10/13/2004,10,521.2243,797.0930,98.5422,6.6784,2.3126
10/13/2004,11,679.8200,989.5310,72.4949,7.9365,3.1372
10/13/2004,12,745.6669,992.3087,96.4701,8.1460,3.3365
10/13/2004,13,416.5899,178.4728,299.8933,8.0965,2.7750
10/13/2004,14,296.9067,22.5244,282.4328,7.1315,3.3704
10/13/2004,15,334.4012,282.2249,213.5197,6.8431,1.9156
10/13/2004,16,309.7254,607.8547,118.3579,7.6797,1.0285
10/13/2004,17,104.6867,319.0538,68.3150,6.4728,1.7588
10/13/2004,18,-2.6264,-0.6792,3.2608,5.3621,1.3554
10/13/2004,19,-7.2431,-0.5307,-1.5415,4.1157,0.4319
10/13/2004,20,-6.4907,-0.4971,-1.5915,3.1346,0.1338
10/13/2004,21,-5.2576,-0.2047,-1.4735,3.1174,0.1258
10/13/2004,22,-5.6096,-0.4235,-1.5714,3.3134,0.1497
10/13/2004,23,-6.7897,-0.6224,-1.5500,2.4819,0.3039
10/14/2004,0,-5.9936,0.3031,-1.2371,3.3960,1.8452
10/14/2004,1,-8.4809,-0.5112,-1.4293,7.0570,4.3647
10/14/2004,2,-7.9306,0.0725,-1.3397,6.0925,3.3006
10/14/2004,3,-8.5928,-0.3350,-1.2906,8.4925,4.3392
10/14/2004,4,-7.9124,-0.1755,-1.2542,8.1907,2.7974
10/14/2004,5,-6.7028,0.0075,-1.0804,9.1687,3.2031
10/14/2004,6,-7.5679,-0.0331,-0.9166,10.2130,4.7425
10/14/2004,7,9.8295,0.0609,17.1399,11.3947,6.7476
10/14/2004,8,50.4452,0.0731,56.0481,11.8972,4.7933
10/14/2004,9,74.0945,0.2051,78.0133,11.6410,2.3703
10/14/2004,10,190.5386,0.8861,191.9187,12.8320,2.8682
10/14/2004,11,305.7292,9.8844,301.0628,14.2410,4.5772
10/14/2004,12,354.3397,19.6077,344.8590,15.7237,6.2422
10/14/2004,13,482.4175,276.8284,313.3187,16.7460,6.7233
10/14/2004,14,639.0034,959.4642,97.8107,18.0663,7.5238
10/14/2004,15,500.1105,905.0105,91.8083,18.4408,7.3646
10/14/2004,16,282.4622,675.8120,72.3948,18.0622,7.1767
10/14/2004,17,62.3025,170.9605,56.3666,16.6540,6.2489
10/14/2004,18,-4.4712,-0.4558,6.4100,15.7863,4.8297
10/14/2004,19,-9.5858,-0.3865,-0.5241,15.2320,4.2105
10/14/2004,20,-9.4422,-0.4983,-1.0340,14.4083,2.5889
10/14/2004,21,-11.0839,-0.9683,-1.0877,11.1932,3.2648
10/14/2004,22,-8.1467,-0.6206,-1.0722,8.4355,0.8372
10/14/2004,23,-7.1656,-0.5804,-1.1339,7.6847,0.3911
10/15/2004,0,-6.3350,-0.3951,-1.0512,7.4173,0.4809
10/15/2004,1,-7.2527,-0.5081,-0.5385,7.2252,0.9342
10/15/2004,2,-7.2569,-0.3497,-0.3274,7.3888,1.1482
10/15/2004,3,-7.0223,-0.5193,-0.4131,6.8421,0.5731
10/15/2004,4,-6.7672,-0.0562,-0.3012,7.9422,1.3042
10/15/2004,5,-7.0666,-0.0292,-0.1859,10.4347,1.9123
10/15/2004,6,-7.8766,-0.4348,-0.3965,12.4582,0.9674
10/15/2004,7,13.5686,140.4554,16.1633,9.8983,1.3179
10/15/2004,8,208.7547,711.2012,51.8163,9.6630,1.7350
10/15/2004,9,417.8698,900.4825,78.4670,9.2752,4.6926
10/15/2004,10,512.6670,777.3442,125.2526,7.3248,5.5450
10/15/2004,11,634.0325,618.1299,248.3162,7.7121,2.5474
10/15/2004,12,371.2621,127.1475,292.5012,8.4436,4.6746
10/15/2004,13,39.9339,-0.2838,46.0116,5.6217,4.2173
10/15/2004,14,29.2934,-0.1835,35.6620,3.5531,3.6364
10/15/2004,15,61.7151,0.1070,64.7918,3.1559,2.1828
10/15/2004,16,39.4622,-0.1867,44.7615,2.7728,2.7147
10/15/2004,17,5.6275,-0.0320,12.3084,2.4735,1.7769
10/15/2004,18,-5.5434,-0.1167,0.2133,2.5019,0.3104
10/15/2004,19,-5.8579,-0.1155,-0.4299,2.5636,0.1291
10/15/2004,20,-5.0386,-0.1265,-0.6138,2.7499,0.1370
10/15/2004,21,-5.6337,-0.1987,-0.7538,2.9239,0.7944
10/15/2004,22,-5.4629,-0.2553,-4.1919,2.8773,0.5705
10/15/2004,23,-5.1562,-0.3239,-4.4886,2.9813,0.2994
10/16/2004,0,-6.1746,-0.5057,-4.4781,2.4201,0.0822
10/16/2004,1,-6.0468,-0.3783,-4.5050,2.0384,0.3361
10/16/2004,2,-5.9678,-0.3328,-4.7282,2.9891,0.2420
10/16/2004,3,-7.0928,-0.4816,-4.8521,2.7417,1.3862
10/16/2004,4,-6.6474,-0.3141,-4.6919,1.6021,0.6380
10/16/2004,5,-6.3011,-0.2374,-4.7725,1.5782,1.0425
10/16/2004,6,-6.4971,-0.3913,-4.9440,2.2736,1.4571
10/16/2004,7,51.2506,268.4885,31.4561,1.6019,1.1642
10/16/2004,8,261.1812,705.6373,105.2194,6.2662,0.8688
10/16/2004,9,512.1046,878.0207,167.5412,10.6772,0.4909
10/16/2004,10,389.0636,125.5168,320.2110,12.9282,1.0205
10/16/2004,11,586.0128,282.1177,395.2058,14.3133,1.1991
10/16/2004,12,775.0372,593.4405,379.5252,16.8507,2.2160
10/16/2004,13,681.3610,568.6188,316.4452,18.7618,1.8436
10/16/2004,14,628.0097,909.5800,117.6567,21.0155,1.9980
10/16/2004,15,476.2081,940.0380,55.0700,21.9587,2.2977
10/16/2004,16,293.3763,835.7105,46.0086,22.7665,1.3195
10/16/2004,17,91.3753,356.2194,39.7837,21.5730,0.9331
10/16/2004,18,-6.0171,-1.0065,2.0301,18.4107,0.8475
10/16/2004,19,-9.1687,-0.4450,-2.9227,17.0678,1.0959
10/16/2004,20,-9.7965,-0.7956,-2.9249,16.4603,1.4037
10/16/2004,21,-9.2443,-0.4256,-2.6998,16.4298,0.9715
10/16/2004,22,-9.5973,-0.7025,-2.7733,15.5258,1.4149
10/16/2004,23,-9.7747,-0.7258,-2.7265,14.4193,1.4805
10/17/2004,0,-9.7173,-0.6324,-2.7294,13.8437,1.8134
10/17/2004,1,-9.6085,-0.5475,-2.8078,13.3140,2.4319
10/17/2004,2,-9.9217,-0.5265,-2.6099,12.9073,2.5165
10/17/2004,3,-9.1691,-0.2841,-1.8635,12.5770,2.2982
10/17/2004,4,-10.1455,-0.4860,-2.1339,12.7990,3.0700
10/17/2004,5,-9.2560,-0.4907,-2.1490,12.4727,2.2721
10/17/2004,6,-9.0536,-0.7160,-2.1713,12.9092,1.5225
10/17/2004,7,24.7011,233.6892,11.8774,12.9125,1.2198
10/17/2004,8,182.9062,697.5853,37.3293,14.8233,1.0727
10/17/2004,9,386.6887,912.8827,47.2469,17.7225,0.7140
10/17/2004,10,546.0592,983.6327,53.1832,19.7840,0.4371
10/17/2004,11,659.2429,788.3071,195.5909,20.2107,1.5803
10/17/2004,12,481.0220,257.8420,315.0650,20.0882,2.2062
10/17/2004,13,212.4567,8.8567,209.7020,20.0840,2.0492
10/17/2004,14,92.4762,0.0707,97.0630,18.9640,2.5306
10/17/2004,15,119.5074,6.0240,123.2809,17.7733,7.9050
10/17/2004,16,83.2469,13.6231,84.8085,15.7438,5.2393
10/17/2004,17,24.6664,0.2492,30.8909,14.7713,2.1201
10/17/2004,18,-6.5557,-0.3761,0.5442,13.7512,1.9860
10/17/2004,19,-8.8072,-0.4246,-1.7898,13.4283,2.0185
10/17/2004,20,-9.3181,-0.3887,-1.9924,11.8828,3.2625
10/17/2004,21,-8.3689,-0.3750,-1.9842,11.4212,2.1529
10/17/2004,22,-7.2723,-0.4069,-2.1948,10.7260,0.8681
10/17/2004,23,-7.1541,-0.5557,-2.2890,10.2157,0.6533
10/18/2004,0,-8.7995,-0.7030,-2.2644,8.6903,1.3352
10/18/2004,1,-7.5848,-0.3770,-1.9803,8.1133,1.2510
10/18/2004,2,-8.0704,-0.4740,-2.1244,8.0568,1.5843
10/18/2004,3,-8.3390,-0.5132,-2.0523,7.3995,1.3134
10/18/2004,4,-7.7433,-0.5474,-2.0328,7.2955,0.9188
10/18/2004,5,-8.3775,-0.4551,-2.0607,6.9949,1.6654
10/18/2004,6,-8.6837,-0.3539,-1.1923,6.5789,2.7576
10/18/2004,7,25.8960,282.3144,13.6201,7.3261,2.1913
10/18/2004,8,189.1257,758.6323,36.4162,11.0303,1.3613
10/18/2004,9,381.6442,910.2485,45.4363,14.7343,0.2769
10/18/2004,10,539.4299,972.5620,58.1526,15.4313,1.4250
10/18/2004,11,653.7885,913.7511,123.6442,16.6485,4.7842
10/18/2004,12,400.7454,287.2911,222.1343,17.2325,3.4228
10/18/2004,13,356.4733,195.5537,236.2972,17.6742,4.3172
10/18/2004,14,323.7241,331.9673,157.3129,17.6053,5.0685
10/18/2004,15,466.9192,958.0133,50.8275,20.0892,3.6784
10/18/2004,16,224.8084,645.6121,49.5329,18.9015,4.4758
10/18/2004,17,110.3143,529.9842,48.6302,16.5740,5.1233
10/18/2004,18,-4.8812,-0.4246,4.1354,15.3043,2.3505
10/18/2004,19,-9.2661,-0.9567,-0.6079,13.6500,1.0866
10/18/2004,20,-8.7775,-0.5299,-0.6105,10.9588,1.1081
10/18/2004,21,-7.7115,-0.5086,-0.4665,10.1073,0.9223
10/18/2004,22,-7.5409,-0.2173,-0.4623,10.2460,2.0916
10/18/2004,23,-6.2643,-0.2339,-0.4383,10.5220,1.3961
10/19/2004,0,-6.3815,-0.3852,-0.4935,9.8112,1.0116
10/19/2004,1,-6.7391,-0.4869,-0.4774,8.1318,0.2475
10/19/2004,2,-6.9651,-0.5817,-0.5447,7.8703,0.1843
10/19/2004,3,-7.6108,-0.5765,-0.5154,6.8859,0.4383
10/19/2004,4,-8.2345,-0.3747,-0.3760,5.6310,1.8863
10/19/2004,5,-8.1930,-0.2997,-0.3455,5.1441,2.2620
10/19/2004,6,-6.6997,-0.1484,-0.2494,5.1747,2.0793
10/19/2004,7,21.4807,67.0422,24.4826,6.0215,1.6517
10/19/2004,8,103.2746,39.3006,96.3109,7.2370,0.6943
10/19/2004,9,276.6444,225.1320,191.5545,10.5117,0.3269
10/19/2004,10,592.2870,657.5402,259.5272,12.8665,0.6603
10/19/2004,11,523.3581,439.3624,270.6450,12.6302,1.4810
10/19/2004,12,616.8306,572.1918,253.3660,13.1703,2.0216
10/19/2004,13,534.8533,518.0382,218.4601,14.3162,2.3631
10/19/2004,14,276.4647,83.9945,228.9945,14.2875,2.4212
10/19/2004,15,163.7082,7.6133,164.0895,13.4305,2.5194
10/19/2004,16,142.2953,52.5159,130.9071,13.9763,1.2436
10/19/2004,17,44.3938,45.6603,45.1751,13.6207,0.2042
10/19/2004,18,-6.1969,-0.6491,1.3449,11.9972,0.6773
10/19/2004,19,-8.4939,-0.4877,-0.3837,10.8840,1.3758
10/19/2004,20,-8.1012,-0.4716,-0.4051,9.5660,1.3179
10/19/2004,21,-8.0973,-0.3533,-0.3722,9.2483,1.7977
10/19/2004,22,-8.4686,-0.3078,-0.3748,8.7250,2.6603
10/19/2004,23,-8.5059,-0.3879,-0.4175,8.4055,2.5276
10/20/2004,0,-7.4607,-0.2748,-0.3153,8.1247,1.5941
10/20/2004,1,-6.9471,-0.1583,-0.3140,7.8442,1.9099
10/20/2004,2,-6.2958,-0.2498,-0.3293,8.3695,1.1290
10/20/2004,3,-7.0703,-0.2553,-0.3594,8.7585,1.7372
10/20/2004,4,-7.9926,-0.4255,-0.3842,8.5362,1.8494
10/20/2004,5,-8.6326,-0.4311,-0.4107,7.8238,2.4023
10/20/2004,6,-7.8493,-0.2961,-0.3398,7.8847,2.2367
10/20/2004,7,10.1752,68.2770,12.3011,8.1213,2.8034
10/20/2004,8,141.8406,397.2894,73.2454,10.8100,1.4465
10/20/2004,9,279.3224,389.8685,132.9967,13.0960,0.5404
10/20/2004,10,472.6178,772.5132,90.9215,14.3680,1.0283
10/20/2004,11,613.1358,928.2678,78.6228,14.9752,1.9410
10/20/2004,12,678.4898,917.2513,113.7821,16.5670,2.1207
10/20/2004,13,536.4993,503.7702,233.6738,17.8512,2.3344
10/20/2004,14,545.8875,711.2210,168.9120,19.1702,3.2294
10/20/2004,15,410.8426,800.4610,67.4838,20.2343,2.3866
10/20/2004,16,183.9464,464.7264,59.8153,19.2240,3.0346
10/20/2004,17,56.7575,181.9415,38.3843,17.0698,2.4121
10/20/2004,18,-8.4876,-0.6198,1.6869,14.5640,2.2098
10/20/2004,19,-9.6365,-0.5124,-0.4607,13.5810,2.2949
10/20/2004,20,-8.6236,-0.5630,-0.4308,12.1995,1.3329
10/20/2004,21,-8.2889,-0.5312,-0.4569,11.7803,0.8083
10/20/2004,22,-8.6235,-0.4269,-0.3866,11.8013,1.2200
