DATE (MM/DD/YYYY),HOUR-MST,Avg Global PSP [W/m^2],Avg Direct NIP #1 [W/m^2],Avg Diffuse SB PSP [W/m^2],Avg Deck Temp [deg C],Avg Avg Wind Speed @ 10ft [m/s]
1/18/2001,12,501.3312,669.2365,156.5148,-0.3398,2.3681
1/18/2001,13,500.0078,596.5610,179.4486,0.4823,1.9215
1/18/2001,14,498.0128,994.5092,58.8180,3.0837,0.7109
1/18/2001,15,369.8332,947.1433,39.8739,1.9978,0.7153
1/18/2001,16,209.8808,828.1693,29.5963,1.2971,0.7494
1/18/2001,17,43.8221,312.3521,13.8381,-0.5361,1.3791
1/18/2001,18,-4.4901,-0.4672,-4.3365,-2.2131,0.9877
1/18/2001,19,-3.3935,0.1574,-3.6722,-3.5109,2.1091
1/18/2001,20,-0.6501,1.8786,-0.6214,-4.0022,0.1753
1/18/2001,21,-1.9717,1.7427,-1.9880,-4.1563,0.0989
1/18/2001,22,-1.3188,1.4643,-1.4587,-4.0567,0.1140
1/18/2001,23,-2.7567,0.9783,-2.6723,-4.5551,0.1983
1/19/2001,0,-4.2782,-0.6014,-4.0035,-6.2154,0.7756
1/19/2001,1,-3.4109,0.2772,-3.3895,-7.0694,1.2468
1/19/2001,2,-3.7053,0.3865,-3.5876,-6.9041,1.0051
1/19/2001,3,-3.6873,-0.0716,-3.7844,-8.0772,0.6300
1/19/2001,4,-3.3667,-0.1574,-3.7691,-8.2197,0.9169
1/19/2001,5,-4.1912,-0.0171,-4.2356,-8.5297,0.6626
1/19/2001,6,-3.4895,-0.5295,-3.7452,-9.0887,0.2653
1/19/2001,7,-3.5567,-0.8290,-3.8761,-9.0398,0.5489
1/19/2001,8,44.8966,243.5779,8.5274,-8.1746,0.5048
1/19/2001,9,229.0653,750.0552,30.6977,-3.8433,0.1671
1/19/2001,10,328.1997,925.8298,38.3055,-2.5847,0.0900
1/19/2001,11,458.7920,995.0822,41.9210,-1.3437,0.2677
1/19/2001,12,536.8070,1019.8057,49.9545,0.1017,2.1676
1/19/2001,13,544.8543,1023.8083,50.1493,2.1900,2.3496
1/19/2001,14,491.4477,1004.7232,45.2071,2.8798,2.1646
1/19/2001,15,373.3547,948.6290,38.0782,4.2613,1.6727
1/19/2001,16,215.3792,844.9315,29.4278,4.1166,1.5060
1/19/2001,17,43.1121,349.9989,11.1530,1.7417,0.5472
1/19/2001,18,-6.3454,-1.2927,-5.0233,-1.7498,0.7984
1/19/2001,19,-4.0624,1.0973,-3.9128,-3.1755,1.4547
1/19/2001,20,-3.6940,2.0510,-4.0474,-2.4736,0.8906
1/19/2001,21,-5.0963,1.0661,-5.1094,-3.6045,0.4214
1/19/2001,22,-4.7403,1.0184,-4.8814,-3.9589,0.3752
1/19/2001,23,-2.9311,1.1943,-3.3363,-4.1043,1.2115
1/20/2001,0,-2.0840,0.5715,-2.4272,-3.8120,0.5825
1/20/2001,1,-2.2455,1.1740,-2.3741,-3.8531,0.2024
1/20/2001,2,-0.5817,1.7697,-0.6942,-3.6709,0.3553
1/20/2001,3,0.5740,1.4623,0.0102,-0.2932,1.4322
1/20/2001,4,-0.8544,0.4663,-1.2689,1.6431,1.4518
1/20/2001,5,-2.6104,-0.8583,-2.6842,0.7586,1.4531
1/20/2001,6,-1.1601,0.6252,-1.1381,-1.0017,1.1755
1/20/2001,7,-1.6628,0.6640,-1.5038,-1.8370,1.1246
1/20/2001,8,3.9737,0.6826,3.9224,-3.3451,0.6147
1/20/2001,9,52.5160,2.4832,49.7428,-1.3428,4.1814
1/20/2001,10,127.8970,1.4020,121.3683,1.0253,4.0352
1/20/2001,11,205.7485,3.5054,193.0032,0.9436,3.2461
1/20/2001,12,274.3387,3.5310,256.7902,1.6275,8.1611
1/20/2001,13,319.6778,162.7571,212.4833,2.1016,6.0962
1/20/2001,14,490.4358,941.1102,64.0528,3.8219,5.9270
1/20/2001,15,387.6538,954.0860,44.2549,3.6291,5.7607
1/20/2001,16,228.7728,816.9678,42.1052,2.4567,3.1159
1/20/2001,17,57.2470,193.3334,35.6631,1.7572,1.3371
1/20/2001,18,-2.2295,0.2808,-2.0042,0.6297,0.5330
1/20/2001,19,-2.5563,1.1017,-2.4945,0.1083,1.7408
1/20/2001,20,-2.1972,0.5686,-2.3687,0.0003,1.5319
1/20/2001,21,-4.4292,0.7790,-4.3162,-1.2219,0.4340
1/20/2001,22,-4.9314,0.8441,-4.6759,-2.7919,0.4214
1/20/2001,23,-3.7523,0.6945,-3.8898,-2.6897,0.4566
1/21/2001,0,-3.6264,0.4738,-3.8235,-2.1399,0.8273
1/21/2001,1,-3.1553,0.0131,-3.2628,-2.1579,1.7025
1/21/2001,2,-2.1773,-0.2067,-2.8577,-1.0509,5.2932
1/21/2001,3,-2.2407,-0.2925,-2.5061,-0.5917,7.4039
1/21/2001,4,-2.2870,-0.4415,-2.4779,-0.2815,7.9158
1/21/2001,5,-2.5976,-0.8076,-2.8701,-0.6869,6.4859
1/21/2001,6,-2.8662,-0.9054,-3.2460,-1.0955,5.2566
1/21/2001,7,-3.3639,-1.2294,-3.8676,-1.5855,3.4473
1/21/2001,8,24.6153,309.7007,7.6290,-2.0070,2.5351
1/21/2001,9,171.0271,791.4800,29.9544,-0.1818,2.3842
1/21/2001,10,332.7350,943.7690,35.7362,1.9362,0.2972
1/21/2001,11,465.5000,1002.9545,40.0557,1.0244,0.5840
1/21/2001,12,536.3562,1035.7433,40.1723,3.7727,0.6080
1/21/2001,13,549.6522,1034.0172,43.2586,4.1530,1.6170
1/21/2001,14,498.5933,1026.9100,37.8625,6.0924,0.8494
1/21/2001,15,383.4250,977.6460,32.5115,8.4350,1.1526
1/21/2001,16,225.9425,874.9978,27.3338,8.2523,1.1467
1/21/2001,17,51.9865,402.4586,12.4690,5.9973,0.6457
1/21/2001,18,-5.1607,-0.9668,-4.3117,2.8062,1.0452
1/21/2001,19,-4.4516,0.8700,-4.5074,1.8430,1.4005
1/21/2001,20,-4.2835,1.8377,-4.4341,1.6216,0.5836
1/21/2001,21,-4.6161,1.1260,-5.0445,2.2461,0.1228
1/21/2001,22,-3.9914,0.7444,-4.3429,2.4539,0.9494
1/21/2001,23,-3.3466,2.0079,-3.6840,2.6052,1.8419
1/22/2001,0,-3.7144,-1.1613,-4.1980,2.8778,2.1494
1/22/2001,1,-3.6896,-1.0694,-4.3646,3.0841,2.4755
1/22/2001,2,-3.2321,-0.5774,-4.1878,3.8865,2.6665
1/22/2001,3,-3.5146,-0.8244,-4.5197,5.2661,3.7479
1/22/2001,4,-4.4795,-1.4243,-5.1289,5.3694,3.4439
1/22/2001,5,-5.5281,-1.6295,-5.3676,5.5957,2.0201
1/22/2001,6,-4.0610,-1.2147,-4.1371,4.5851,2.2595
1/22/2001,7,-3.6020,-0.3183,-3.6516,4.9562,2.1756
1/22/2001,8,16.5770,62.1618,14.3435,4.8330,3.5330
1/22/2001,9,145.8493,125.4484,108.8404,6.6855,2.5356
1/22/2001,10,175.4893,17.5091,160.1738,5.4046,1.2667
1/22/2001,11,163.5525,2.2733,155.3142,4.4197,1.8567
1/22/2001,12,280.6653,9.7687,259.6813,5.9238,2.5376
1/22/2001,13,356.9125,55.3623,304.1473,7.9574,0.8536
1/22/2001,14,271.4170,4.2913,256.2455,6.9772,1.8935
1/22/2001,15,171.3947,1.2085,163.1527,4.7573,1.9666
1/22/2001,16,101.5451,0.8425,96.6975,4.4242,0.3428
1/22/2001,17,32.7475,-0.5636,31.3293,3.4216,1.5711
1/22/2001,18,-2.2310,0.0754,-2.3338,2.3162,1.4166
1/22/2001,19,-3.1091,0.6834,-3.4963,1.8752,1.4755
1/22/2001,20,-3.4455,0.7180,-3.9122,1.7234,1.7259
1/22/2001,21,-3.3718,0.3651,-3.7650,1.1763,1.3661
1/22/2001,22,-2.6354,0.7624,-2.8328,0.3752,0.6394
1/22/2001,23,-3.0152,0.5071,-3.1928,-0.0017,0.5231
1/23/2001,0,-2.0887,0.3061,-2.2667,-0.7450,1.0615
1/23/2001,1,-1.6653,0.6351,-1.8671,-0.8643,0.9974
1/23/2001,2,-1.7216,0.7707,-1.8853,-1.1788,0.5960
1/23/2001,3,-1.7367,0.7823,-1.9102,-1.2735,0.8076
1/23/2001,4,-1.9930,0.5776,-2.2147,-1.7068,1.6950
1/23/2001,5,-2.6336,0.5087,-2.6990,-2.4198,0.4647
1/23/2001,6,-2.2023,0.5833,-2.3797,-3.0890,0.8933
1/23/2001,7,-1.7634,0.4193,-1.9170,-3.4266,1.3520
1/23/2001,8,23.6256,0.7631,22.4046,-4.4440,2.1040
1/23/2001,9,112.6399,35.0854,99.2441,-3.9261,0.4821
1/23/2001,10,110.5495,2.2303,102.6226,-2.8842,0.3440
1/23/2001,11,313.8378,406.5494,107.6883,-2.5431,0.9009
1/23/2001,12,367.3843,142.9023,255.7350,-1.4646,0.6534
1/23/2001,13,315.8253,9.2863,288.5580,-0.7107,1.1622
1/23/2001,14,319.8795,23.4595,285.2310,0.4908,0.8137
1/23/2001,15,288.8992,309.4698,151.1256,1.4457,0.4041
1/23/2001,16,197.7565,532.4442,53.8228,0.7432,1.7637
1/23/2001,17,34.7821,12.1905,31.5800,-0.3659,1.3804
1/23/2001,18,-2.1419,0.7449,-2.3718,-0.6901,0.5558
1/23/2001,19,-3.2918,1.0101,-3.4588,-1.2152,0.5499
1/23/2001,20,-4.3695,1.2044,-4.3259,-2.5983,0.3580
1/23/2001,21,-2.6774,1.9407,-3.4463,-1.8144,1.8982
1/23/2001,22,-3.0822,1.3856,-3.6456,-1.7281,2.7681
1/23/2001,23,-3.3874,0.5054,-3.6200,-1.3317,2.4770
1/24/2001,0,-4.1808,-0.7141,-4.3572,-3.3728,1.1899
1/24/2001,1,-2.8504,0.3611,-3.3795,-3.0967,2.0566
1/24/2001,2,-3.2400,0.0374,-3.7006,-3.0539,2.1770
1/24/2001,3,-3.4489,-0.2320,-3.7683,-4.1831,1.7793
1/24/2001,4,-3.1463,-0.1721,-3.5250,-4.8986,2.0016
1/24/2001,5,-2.7031,-0.2677,-3.1470,-5.6095,2.2815
1/24/2001,6,-2.7986,-0.6743,-3.2953,-5.3950,1.9381
1/24/2001,7,-2.2788,-0.3527,-2.6903,-5.6287,2.2037
1/24/2001,8,26.3307,218.3449,11.1790,-4.8297,2.1128
1/24/2001,9,168.3589,716.7155,34.0509,-1.1207,0.8257
1/24/2001,10,331.6908,891.6813,41.8974,0.8921,0.4407
1/24/2001,11,460.1103,930.9210,52.2341,0.0552,0.8754
1/24/2001,12,530.1805,952.6380,58.1608,1.4549,0.8983
1/24/2001,13,544.7360,952.8302,60.4464,1.8028,1.6587
1/24/2001,14,489.7040,918.0492,57.9583,2.2929,1.2535
1/24/2001,15,369.6275,787.7915,64.3341,3.4530,0.9737
1/24/2001,16,190.0572,299.5615,98.5841,4.0251,0.7356
1/24/2001,17,47.6594,46.1108,37.5774,3.0529,0.5279
1/24/2001,18,-2.2667,-0.2915,-2.4108,1.0300,1.6214
1/24/2001,19,-3.0564,0.4702,-3.2613,0.0479,1.5374
1/24/2001,20,-3.5503,1.6000,-3.4881,-0.4061,0.6055
1/24/2001,21,-3.3242,1.5330,-3.5545,-0.6458,0.1190
1/24/2001,22,-3.2370,1.0190,-3.2832,-1.2621,1.0602
1/24/2001,23,-2.6309,1.6370,-2.6179,-0.7929,2.2957
1/25/2001,0,-4.3126,-0.3238,-4.3457,-1.1782,1.0121
1/25/2001,1,-2.8766,0.8140,-3.1440,-1.0739,1.8162
1/25/2001,2,-2.9718,0.3930,-3.1836,0.4875,2.1830
1/25/2001,3,-2.7660,0.3364,-2.8039,0.3472,2.6992
1/25/2001,4,-4.0260,-0.6263,-3.8550,-0.1957,1.5334
1/25/2001,5,-2.6993,-0.3423,-2.6664,-2.9999,1.5209
1/25/2001,6,-3.0121,0.1198,-3.0718,-3.6481,1.1500
1/25/2001,7,-3.2479,-0.1341,-3.3444,-4.8767,0.7026
1/25/2001,8,26.5571,176.0697,10.7979,-4.8851,0.3750
1/25/2001,9,244.6056,701.0720,104.9894,-2.0128,1.3709
1/25/2001,10,257.5034,437.8915,119.0352,-0.0046,1.1147
1/25/2001,11,279.6413,238.9549,154.2646,0.4298,0.9421
1/25/2001,12,481.7140,460.4692,221.7060,2.1259,2.2740
1/25/2001,13,450.5240,393.0640,218.0325,5.1089,1.2901
1/25/2001,14,174.7875,3.1252,166.3879,4.9849,0.8210
1/25/2001,15,65.4485,0.9079,62.7690,4.5880,0.7439
1/25/2001,16,66.0626,0.5617,62.5464,4.8029,5.6736
1/25/2001,17,52.8897,151.3798,34.7103,4.2809,9.7074
1/25/2001,18,1.5067,0.0284,1.4424,3.3149,9.9268
1/25/2001,19,-2.3214,0.4162,-2.2815,2.5709,8.7942
1/25/2001,20,-1.8737,0.9110,-1.8840,2.5106,10.5424
1/25/2001,21,-1.5425,0.9893,-1.4306,2.8195,9.0354
1/25/2001,22,-1.5676,0.8565,-1.4579,2.9461,8.9475
1/25/2001,23,-2.4705,0.0037,-2.4603,2.6519,5.9033
1/26/2001,0,-3.9964,-0.6103,-4.0119,2.1484,3.7714
1/26/2001,1,-4.1214,0.2545,-4.2743,2.2244,2.9619
1/26/2001,2,-3.6523,-0.2951,-3.8194,2.4828,4.2092
1/26/2001,3,-3.1609,-0.3752,-3.4079,2.2799,5.9985
1/26/2001,4,-4.6363,-0.7957,-4.6062,1.7000,3.7977
1/26/2001,5,-4.2499,-0.6459,-4.3953,1.0867,3.2768
1/26/2001,6,-4.1980,-0.8729,-4.2703,0.9289,3.4356
1/26/2001,7,-3.3745,-0.9616,-3.5486,0.9812,4.5371
1/26/2001,8,26.0204,286.6642,9.4398,0.3996,0.9932
1/26/2001,9,126.5369,217.2563,72.3603,-1.4587,2.3871
1/26/2001,10,258.4878,238.8995,152.1592,-1.0438,1.7154
1/26/2001,11,389.8802,309.5592,212.9803,-0.0276,1.7077
1/26/2001,12,422.3833,296.9698,228.2852,0.4824,2.3816
1/26/2001,13,388.9435,308.2052,187.3733,-0.2205,2.5626
1/26/2001,14,334.1150,132.8323,234.3862,-0.1624,2.2996
1/26/2001,15,295.5715,175.0741,200.3400,-0.1862,2.1957
1/26/2001,16,166.9433,66.6846,131.0983,-0.3192,2.0853
1/26/2001,17,49.8908,0.8525,46.1348,-0.8616,1.8259
1/26/2001,18,0.2755,1.2659,0.2652,-1.1804,0.4235
1/26/2001,19,-0.9134,1.2276,-0.8475,-1.1240,0.7814
1/26/2001,20,-0.9168,0.8139,-0.8657,-1.6259,1.8093
1/26/2001,21,-1.0014,1.3083,-0.9552,-2.1367,1.0355
1/26/2001,22,-1.7932,1.1846,-1.7491,-2.7396,0.7992
1/26/2001,23,-3.1883,0.5160,-3.2491,-3.4910,0.9898
1/27/2001,0,-0.5151,1.5963,-0.6571,-3.7222,0.1271
1/27/2001,1,-0.7931,1.8770,-0.7999,-3.3946,0.1718
1/27/2001,2,-2.7418,1.2997,-2.7544,-3.6123,0.0900
1/27/2001,3,-2.2288,1.1225,-2.3698,-4.1563,0.2172
1/27/2001,4,-3.1420,0.6234,-3.4148,-4.2961,0.5688
1/27/2001,5,-2.4388,0.4736,-2.6940,-4.9069,0.7879
1/27/2001,6,-1.9391,0.7827,-2.1393,-5.2005,0.6595
1/27/2001,7,-2.8980,0.2919,-2.8596,-6.2652,0.3858
1/27/2001,8,19.1311,6.3587,16.6846,-6.7226,1.0916
1/27/2001,9,159.7620,206.3191,103.2295,-5.1450,0.5521
1/27/2001,10,186.7297,35.0584,163.1150,-4.6090,1.4275
1/27/2001,11,245.5990,26.2632,218.3405,-4.0120,1.3093
1/27/2001,12,146.2265,3.1697,138.0547,-3.5355,0.4269
1/27/2001,13,193.2447,4.1582,182.6380,-3.1434,1.0200
1/27/2001,14,134.6488,3.0988,127.3785,-2.9669,1.0730
1/27/2001,15,79.5536,2.9733,75.3813,-3.5900,0.3419
1/27/2001,16,58.9406,2.5759,56.1775,-4.2430,0.2977
1/27/2001,17,21.8271,1.7810,22.3148,-4.3774,0.4063
1/27/2001,18,0.0821,1.5291,0.1384,-4.7142,0.7965
1/27/2001,19,-0.7743,2.0414,-0.5685,-4.7077,0.2632
1/27/2001,20,-1.0379,1.6257,-0.9001,-4.7332,0.3526
1/27/2001,21,-1.6906,1.8419,-1.7267,-4.8902,0.6444
1/27/2001,22,-1.3496,2.0488,-1.3997,-4.9157,0.3030
1/27/2001,23,-1.8732,2.3332,-2.1299,-4.8468,0.0953
1/28/2001,0,-1.6324,2.2355,-1.7776,-4.9665,0.1903
1/28/2001,1,-0.8215,1.8608,-0.7715,-4.9816,0.6251
1/28/2001,2,-0.4533,2.3676,-0.2558,-4.7636,0.0900
1/28/2001,3,-0.5652,2.2541,-0.4770,-4.7722,0.3922
1/28/2001,4,-2.3666,1.8088,-2.7953,-5.1900,0.4133
1/28/2001,5,-0.6234,2.1662,-0.6531,-5.2893,0.6424
1/28/2001,6,-0.4138,1.6990,-0.5900,-5.5013,1.7779
1/28/2001,7,-0.0191,1.0439,-0.0201,-5.8064,2.3823
1/28/2001,8,2.6684,1.4628,3.5361,-6.0336,1.5804
1/28/2001,9,31.0312,4.7512,39.7016,-6.1959,1.5629
1/28/2001,10,68.0533,3.0440,88.1960,-5.9955,2.1970
1/28/2001,11,65.4402,2.6503,83.8234,-6.1665,2.1678
1/28/2001,12,73.5239,2.6114,96.0173,-6.1403,2.6177
1/28/2001,13,94.5941,2.4753,129.0302,-6.2189,2.9660
1/28/2001,14,100.0655,2.5114,139.2093,-6.0683,2.4989
1/28/2001,15,146.9005,18.8476,204.2250,-5.6938,2.6228
1/28/2001,16,73.5307,1.7440,106.2775,-5.9038,1.9838
1/28/2001,17,15.7796,1.1359,23.4314,-6.5437,1.0215
1/28/2001,18,0.1611,1.8252,0.5612,-6.7591,0.4927
1/28/2001,19,-0.2091,1.8399,-0.1576,-6.7552,0.4857
1/28/2001,20,-0.3026,1.7128,-0.3331,-6.8815,0.5929
1/28/2001,21,-0.4314,1.5750,-0.4741,-7.1157,0.9423
1/28/2001,22,-0.1866,1.5525,-0.1970,-7.0868,1.7131
1/28/2001,23,-0.1741,1.5954,-0.2142,-6.7719,2.1302
1/29/2001,0,-0.2181,2.0156,-0.2351,-6.7769,0.6776
1/29/2001,1,-0.1908,2.1595,-0.0925,-6.7485,0.4384
1/29/2001,2,-0.1829,2.2135,-0.1628,-6.6164,0.2207
1/29/2001,3,-0.3603,2.1574,-0.4890,-6.4284,0.4078
1/29/2001,4,-0.6053,1.9435,-0.7657,-6.4710,0.5304
1/29/2001,5,-0.4957,2.1797,-0.8486,-6.3553,0.2234
1/29/2001,6,-0.5759,2.6213,-0.9367,-6.1601,0.1142
1/29/2001,7,-0.2481,2.3142,-0.2941,-5.6932,0.3599
1/29/2001,8,3.1258,1.8389,4.2842,-5.4608,0.8875
1/29/2001,9,72.4590,3.1326,73.1759,-5.0440,0.3216
1/29/2001,10,208.4853,5.2439,195.9465,-4.0033,0.3827
1/29/2001,11,197.0487,0.9181,187.0268,-3.8875,1.2101
1/29/2001,12,273.3685,7.9740,256.9995,-3.1580,0.4419
1/29/2001,13,439.0468,85.1556,358.1617,-1.4888,0.7097
1/29/2001,14,482.7835,520.0587,204.3615,0.0444,0.5410
1/29/2001,15,399.4328,709.9153,97.0880,2.8314,7.5998
1/29/2001,16,260.4208,787.2045,54.2856,3.8766,8.6448
1/29/2001,17,100.2183,467.0739,35.7900,3.0983,6.8179
1/29/2001,18,0.7538,0.1357,0.5660,1.8429,8.6900
1/29/2001,19,-2.0299,1.0114,-2.2102,1.9305,8.4650
1/29/2001,20,-1.3520,0.4317,-1.2460,2.1369,10.5543
1/29/2001,21,-1.0527,0.7529,-0.9508,1.8647,10.5367
1/29/2001,22,-0.9385,0.4565,-0.8199,1.9441,12.2578
1/29/2001,23,-1.3412,0.1193,-1.1957,1.4447,10.5943
1/30/2001,0,-1.9587,-0.1690,-1.9089,1.2518,8.0642
1/30/2001,1,-2.0203,0.0860,-2.2716,1.2227,6.6566
1/30/2001,2,-1.9767,-0.1377,-2.1161,0.4874,6.5488
1/30/2001,3,-1.7718,-0.0703,-1.9813,0.2407,5.9391
1/30/2001,4,-2.0019,-0.2740,-2.1427,-0.3781,6.0829
1/30/2001,5,-1.6857,-0.3022,-1.7863,-0.9824,6.9806
1/30/2001,6,-1.4425,-0.1379,-1.3991,-1.3609,6.9369
1/30/2001,7,-1.1517,0.0894,-1.1243,-1.3763,6.6824
1/30/2001,8,13.9581,0.1597,13.3226,-1.3267,7.8582
1/30/2001,9,77.9528,0.5422,73.7004,-1.1414,7.9862
1/30/2001,10,190.5735,4.7779,176.5882,-0.2914,6.2019
1/30/2001,11,324.4292,29.2850,286.0353,1.1615,4.3230
1/30/2001,12,423.0190,147.6096,307.9413,1.9941,0.9223
1/30/2001,13,428.9702,126.8782,322.7997,2.3625,1.0110
1/30/2001,14,358.3028,69.2842,291.7770,1.1284,3.3596
1/30/2001,15,307.5402,62.3313,256.5700,-1.1686,2.9284
1/30/2001,16,176.5742,8.7961,161.2777,-1.5644,2.5689
1/30/2001,17,55.8165,0.9316,52.2946,-2.7049,1.9831
1/30/2001,18,0.8393,0.8196,0.6736,-3.2498,1.4239
1/30/2001,19,-1.9673,0.5873,-2.1651,-3.5480,2.2658
1/30/2001,20,-2.5925,0.2928,-2.5580,-4.1634,2.7641
1/30/2001,21,-2.5724,0.8699,-2.6397,-5.0387,0.7698
1/30/2001,22,-2.1358,0.9872,-2.1553,-4.9748,1.4498
1/30/2001,23,-2.4580,1.1034,-2.4861,-5.1178,0.6356
1/31/2001,0,-2.7200,1.3272,-2.8430,-5.3587,1.1805
1/31/2001,1,-1.7961,1.2793,-2.2733,-4.2417,3.9549
1/31/2001,2,-2.8894,0.8508,-3.3633,-4.1026,2.5218
1/31/2001,3,-2.4503,0.5648,-2.8526,-4.0533,4.8569
1/31/2001,4,-2.5555,0.5350,-2.8167,-4.2237,4.5401
1/31/2001,5,-2.7215,0.5112,-2.7824,-4.6843,5.6275
1/31/2001,6,-2.3321,0.7856,-2.4573,-4.8035,5.3986
1/31/2001,7,-2.6023,0.7885,-2.8398,-4.6388,5.6553
1/31/2001,8,35.7897,104.8115,18.9746,-4.2928,5.7212
1/31/2001,9,194.2358,614.9780,59.1397,-2.3320,4.3611
1/31/2001,10,372.5898,872.4123,57.2301,-0.6425,4.1780
1/31/2001,11,510.2447,937.0550,71.7190,0.2729,4.4007
1/31/2001,12,588.0360,989.7388,67.5139,-3.4959,4.4610
1/31/2001,13,611.9367,960.3847,91.9747,-1.9509,2.7668
1/31/2001,14,297.5153,143.0559,200.4242,-1.6997,1.7772
1/31/2001,15,163.6377,16.1226,139.9817,-0.9918,0.4930
1/31/2001,16,178.7218,271.1481,109.3521,0.1744,1.8038
1/31/2001,17,141.3789,507.6950,66.8244,0.6937,5.4760
1/31/2001,18,3.7905,0.0378,3.1962,-1.4911,4.3861
1/31/2001,19,-3.4371,0.8790,-3.5787,-1.7225,3.6909
1/31/2001,20,-3.8642,1.0240,-4.1574,-2.2388,2.6315
1/31/2001,21,-3.6925,0.9514,-3.9206,-2.4916,3.7855
1/31/2001,22,-2.8543,0.8142,-3.1236,-2.9062,6.4173
1/31/2001,23,-2.9694,0.5173,-3.2910,-3.2154,5.5630
2/1/2001,0,-2.6575,-0.4686,-2.9887,-3.2491,6.6996
2/1/2001,1,-2.5414,-0.3387,-2.7426,-3.2894,7.0915
2/1/2001,2,-2.7700,-0.2256,-3.1301,-3.3954,5.6084
2/1/2001,3,-2.8877,-0.2232,-3.2479,-3.6731,5.1965
2/1/2001,4,-2.7371,-0.5568,-3.0372,-3.9713,6.0305
2/1/2001,5,-2.4769,-0.4955,-2.7377,-4.0794,5.5442
2/1/2001,6,-2.0891,-0.4986,-2.2780,-3.8017,6.9054
2/1/2001,7,-2.0059,-0.4694,-2.1760,-3.8622,7.4486
2/1/2001,8,29.4081,60.5397,25.2285,-3.3015,8.8047
2/1/2001,9,162.9152,308.6504,78.5924,-2.4263,6.7282
2/1/2001,10,372.7833,837.7132,61.1209,-0.3834,4.4609
2/1/2001,11,518.0240,1000.3000,53.1501,0.6846,4.1811
2/1/2001,12,596.9478,1036.7333,51.8040,1.8552,3.7061
2/1/2001,13,609.2318,1042.1550,51.0301,2.3052,2.2845
2/1/2001,14,550.4083,1017.2713,48.1552,2.6046,1.6395
2/1/2001,15,454.6015,979.6292,54.6809,3.3682,1.1510
2/1/2001,16,282.0470,882.5097,37.7712,5.1034,4.7193
2/1/2001,17,94.1868,510.2599,21.6831,3.8653,3.3505
2/1/2001,18,-0.9436,-0.2413,-1.1810,1.9381,2.4643
2/1/2001,19,-4.9660,1.5080,-4.8288,1.2591,0.3250
2/1/2001,20,-3.3039,1.2449,-4.0887,1.9323,2.5967
2/1/2001,21,-3.0408,1.8343,-3.6596,2.1945,3.7386
2/1/2001,22,-3.0206,1.2643,-3.3923,2.5903,5.3146
2/1/2001,23,-2.5697,1.0170,-2.9563,3.0233,6.5578
2/2/2001,0,-4.5540,-1.2536,-4.5707,1.9665,2.0067
2/2/2001,1,-3.5431,-0.1273,-3.4871,0.4427,1.3686
2/2/2001,2,-2.3967,0.5625,-2.4354,0.1267,1.1929
2/2/2001,3,-1.4104,1.0719,-1.6807,1.4982,1.3497
2/2/2001,4,-1.8441,1.1076,-1.8019,2.8348,0.5547
2/2/2001,5,-2.1483,0.2821,-2.4358,3.9726,4.4334
2/2/2001,6,-2.2068,-0.7006,-2.4538,3.5350,5.7036
2/2/2001,7,-2.3237,-0.5474,-2.4115,2.8563,2.9059
2/2/2001,8,31.0677,115.4034,17.0060,4.2053,4.6623
2/2/2001,9,201.0212,673.8740,49.3773,7.1132,4.6727
2/2/2001,10,372.8853,881.7120,49.5835,8.7827,5.1277
2/2/2001,11,507.5412,956.7155,56.1105,9.6798,2.4512
2/2/2001,12,589.4440,901.5455,98.2686,11.3270,1.7751
2/2/2001,13,531.9587,665.9108,142.1038,10.4518,2.6279
2/2/2001,14,481.4505,591.2588,154.1825,11.9570,3.2110
2/2/2001,15,301.4350,95.2701,234.6273,11.1562,4.2668
2/2/2001,16,122.2412,13.6704,108.8126,10.3083,1.6586
2/2/2001,17,96.0318,249.4884,57.3053,9.1762,1.0264
2/2/2001,18,0.5286,-1.0299,0.8560,7.7698,0.9733
2/2/2001,19,-3.1952,0.5977,-3.1049,6.9009,0.9014
2/2/2001,20,-3.1077,0.5705,-3.0887,6.4883,1.1291
2/2/2001,21,-2.7998,1.1297,-2.8989,7.4531,1.8307
2/2/2001,22,-3.3034,0.4623,-3.2300,6.2671,1.9764
2/2/2001,23,-3.4537,0.4247,-3.4484,6.0351,0.5795
2/3/2001,0,-3.1557,0.0625,-3.4570,6.5566,1.2666
2/3/2001,1,-4.6618,0.1512,-4.4600,6.3890,1.0336
2/3/2001,2,-3.5234,-0.5645,-3.6647,5.5353,1.1462
2/3/2001,3,-2.5974,1.1675,-2.8306,6.2374,2.5784
2/3/2001,4,-3.1237,0.5291,-3.1698,7.0606,1.9506
2/3/2001,5,-2.6965,0.1548,-2.6877,6.0056,2.4700
2/3/2001,6,-1.9057,1.1044,-1.8492,7.5547,2.6242
2/3/2001,7,-3.1053,-0.6586,-3.0614,7.3608,2.6273
2/3/2001,8,26.1182,2.3933,23.7962,6.8721,6.1950
2/3/2001,9,97.6506,0.5250,88.0799,5.5039,1.9881
2/3/2001,10,172.7947,2.1518,157.7907,5.1991,0.9447
2/3/2001,11,275.5102,42.4057,224.7468,5.1299,1.7052
2/3/2001,12,263.0917,4.2115,241.6873,6.2564,1.4187
2/3/2001,13,443.8683,218.7559,279.6090,8.6838,3.1642
2/3/2001,14,606.4180,654.6502,234.5000,10.6222,6.0629
