DATE (MM/DD/YYYY),HOUR-MST,Avg Global PSP [W/m^2],Avg Direct NIP #1 [W/m^2],Avg Diffuse SB PSP [W/m^2],Avg Deck Temp [deg C],Avg Avg Wind Speed @ 10ft [m/s]
1/2/2001,8,16.6897,78.9721,12.5619,-1.6875,2.2092
1/2/2001,9,107.2860,320.2222,43.2074,0.1644,2.1705
1/2/2001,10,284.7143,901.7440,31.1709,2.9307,0.6918
1/2/2001,11,408.5648,969.9985,34.0994,4.1249,1.8257
1/2/2001,12,483.0880,1004.5798,38.1007,4.0167,3.0987
1/2/2001,13,482.4008,1002.9432,37.1626,4.0857,1.7513
1/2/2001,14,418.5427,965.0452,35.5729,4.9825,1.3672
1/2/2001,15,302.5198,905.9832,31.3608,6.0115,1.6139
1/2/2001,16,155.0313,754.5202,23.9078,5.4741,1.2372
1/2/2001,17,17.8165,144.0457,6.6050,4.3046,0.3665
1/2/2001,18,-5.0846,-0.1874,-4.5315,1.1809,0.8574
1/2/2001,19,-2.4264,3.0537,-2.9923,2.4717,1.7523
1/2/2001,20,-2.5553,2.1407,-3.5037,5.2427,3.9930
1/2/2001,21,-3.8183,1.0372,-4.3963,5.2365,2.1241
1/2/2001,22,-2.9909,1.8932,-3.5541,5.8961,5.3556
1/2/2001,23,-3.3934,0.4304,-3.6614,6.4327,5.4660
1/3/2001,0,-3.1173,-0.5627,-3.3970,6.3921,6.3245
1/3/2001,1,-2.5961,-0.2605,-2.7023,7.1657,8.5276
1/3/2001,2,-2.6636,-0.5059,-2.8048,8.0888,8.6363
1/3/2001,3,-2.9329,-0.6415,-3.0373,8.1797,7.6994
1/3/2001,4,-3.0685,-0.8817,-3.3232,8.2680,6.6148
1/3/2001,5,-3.0600,-1.0900,-3.4059,8.2547,6.8093
1/3/2001,6,-3.0954,-1.0357,-3.4058,8.0582,6.3101
1/3/2001,7,-2.9705,-1.2208,-3.3940,8.1032,5.9305
1/3/2001,8,16.2020,176.1767,8.0046,8.4298,6.5017
1/3/2001,9,132.2726,604.5485,34.9610,10.2188,7.8361
1/3/2001,10,236.1768,605.1040,55.9568,11.4268,6.1598
1/3/2001,11,404.6422,920.1520,44.9954,10.8093,4.5414
1/3/2001,12,463.4695,968.1700,35.8986,10.3183,1.7207
1/3/2001,13,461.6137,967.2932,32.0679,11.3138,0.8870
1/3/2001,14,405.6565,937.5555,31.2035,12.8458,1.5324
1/3/2001,15,290.3782,867.4705,28.0377,12.5843,1.1095
1/3/2001,16,142.9361,706.2863,19.9934,13.3415,0.3891
1/3/2001,17,14.3475,138.0060,3.2631,10.9707,0.5448
1/3/2001,18,-3.9741,-0.3223,-4.2943,9.5785,3.3772
1/3/2001,19,-3.0339,0.7566,-3.5496,9.6855,5.2120
1/3/2001,20,-3.1052,1.1160,-3.5520,9.8315,4.8257
1/3/2001,21,-4.1189,0.6295,-4.3760,9.1805,2.6991
1/3/2001,22,-3.6080,1.4242,-4.3382,8.8713,2.8622
1/3/2001,23,-3.5200,0.7853,-4.1135,8.5567,3.7096
1/4/2001,0,-4.5895,-0.9322,-4.7587,8.3583,2.3078
1/4/2001,1,-2.8493,-0.4938,-3.4835,8.9620,4.1250
1/4/2001,2,-3.4039,-0.7920,-3.8821,8.8917,4.4827
1/4/2001,3,-2.9134,-0.5294,-3.6312,9.4703,4.7331
1/4/2001,4,-4.4227,-1.3460,-4.6466,9.8233,2.5217
1/4/2001,5,-3.0991,-0.8862,-3.8033,10.2968,3.8518
1/4/2001,6,-3.5906,-1.4848,-4.1355,11.4930,4.3170
1/4/2001,7,-4.5072,-1.1484,-4.5698,11.1042,1.8189
1/4/2001,8,16.0109,243.4492,5.8834,12.6503,7.8647
1/4/2001,9,139.5759,743.5227,23.2546,14.0265,7.1488
1/4/2001,10,292.2157,915.9202,32.4621,15.1845,8.8684
1/4/2001,11,414.1230,985.5657,33.2090,17.1265,2.5754
1/4/2001,12,393.9191,616.8621,114.5004,19.6023,2.9087
1/4/2001,13,424.8277,756.6824,72.6078,18.1150,5.7976
1/4/2001,14,441.7438,1010.1843,37.6646,17.3118,7.9586
1/4/2001,15,278.6803,708.4448,48.7464,17.8190,5.1816
1/4/2001,16,139.3575,296.3770,77.7211,15.8500,6.5610
1/4/2001,17,13.9299,75.1826,6.6383,14.2243,4.6363
1/4/2001,18,-4.5378,-0.1612,-4.7891,12.4823,4.0632
1/4/2001,19,-3.3121,1.5046,-3.6556,12.8313,6.6566
1/4/2001,20,-3.6093,0.5641,-3.6105,12.4300,6.0698
1/4/2001,21,-4.0987,0.7719,-4.3345,11.8830,4.4769
1/4/2001,22,-4.6977,1.0905,-5.1831,11.3275,2.9509
1/4/2001,23,-4.1101,1.1152,-4.5255,11.7808,3.1619
1/5/2001,0,-4.3745,-1.2098,-4.9007,11.2632,3.7919
1/5/2001,1,-3.3676,-0.6618,-3.8254,11.3563,5.4226
1/5/2001,2,-3.1798,-0.7481,-3.6087,11.5547,6.2434
1/5/2001,3,-3.5884,-0.8503,-4.0184,11.4858,5.0527
1/5/2001,4,-4.0282,-1.1602,-4.1211,11.7303,4.6300
1/5/2001,5,-4.0992,-1.3436,-4.5097,11.4990,4.0606
1/5/2001,6,-5.7796,-2.8485,-5.9607,9.8856,2.8918
1/5/2001,7,-5.5306,-0.9617,-5.1659,5.0011,0.6748
1/5/2001,8,15.1519,236.4930,4.6011,6.8329,1.5154
1/5/2001,9,135.7483,748.9500,20.0433,9.5625,0.3003
1/5/2001,10,281.2988,911.3068,25.0840,12.0777,0.4255
1/5/2001,11,405.8290,970.1353,29.0203,13.0153,1.3322
1/5/2001,12,475.4293,997.0928,32.7881,15.2072,2.0547
1/5/2001,13,476.8365,995.7842,31.2598,17.9795,1.6171
1/5/2001,14,424.0743,982.0798,29.8072,19.3180,2.4691
1/5/2001,15,308.4995,940.6642,23.8918,19.9243,0.9835
1/5/2001,16,162.4584,809.0600,19.0867,19.3193,3.0725
1/5/2001,17,25.3233,186.9691,9.4366,16.0573,9.0636
1/5/2001,18,-3.0313,-0.0842,-3.1616,14.1822,8.6139
1/5/2001,19,-3.4045,0.1864,-3.5952,13.3507,7.3781
1/5/2001,20,-3.1107,0.6595,-3.2706,12.9908,7.6924
1/5/2001,21,-3.1017,0.7451,-3.1387,12.2840,6.7511
1/5/2001,22,-3.6973,0.9341,-3.6509,12.4463,5.3824
1/5/2001,23,-3.3472,0.6241,-3.6525,12.1878,6.2900
1/6/2001,0,-3.9541,-0.6144,-3.8808,12.3547,4.7075
1/6/2001,1,-3.3366,-0.8277,-3.5921,12.3058,7.2682
1/6/2001,2,-2.8494,-0.7341,-3.1019,12.2565,7.1801
1/6/2001,3,-2.0274,-0.4837,-2.0690,12.0292,8.7022
1/6/2001,4,-1.8400,-0.3669,-1.8928,12.0050,9.4842
1/6/2001,5,-2.0139,-0.4981,-2.1204,12.2463,9.5333
1/6/2001,6,-2.1916,-0.6263,-2.2604,12.5272,9.1535
1/6/2001,7,-3.2268,-0.5220,-3.1157,12.5518,6.7602
1/6/2001,8,23.6625,131.3140,19.0437,12.6340,6.7719
1/6/2001,9,118.6809,272.6880,78.5849,13.6200,5.7797
1/6/2001,10,111.8877,0.5256,104.1999,13.4590,2.4339
1/6/2001,11,105.6985,5.3615,90.8512,12.5875,3.4666
1/6/2001,12,320.8802,548.3185,65.9921,13.4048,1.1292
1/6/2001,13,514.4483,1016.7937,57.9185,16.5840,3.7270
1/6/2001,14,445.9263,980.8373,45.3652,15.9417,7.9230
1/6/2001,15,359.0573,925.8710,70.4324,15.5852,8.9635
1/6/2001,16,181.9819,801.7985,34.6613,13.9922,7.8550
1/6/2001,17,24.9594,193.0618,8.7391,8.1349,4.4206
1/6/2001,18,-4.4396,-0.4302,-4.5032,4.3051,2.0178
1/6/2001,19,-4.9816,0.2617,-5.2058,3.7701,0.6838
1/6/2001,20,-5.7968,0.2320,-5.8112,2.5124,0.2677
1/6/2001,21,-3.1320,0.8416,-3.4664,1.9464,2.7579
1/6/2001,22,-1.0731,0.4279,-0.8993,0.8886,4.4450
1/6/2001,23,-1.0924,0.8455,-1.0003,0.5033,2.3506
1/7/2001,0,-1.2236,0.6532,-1.1386,0.0437,2.1293
1/7/2001,1,-1.0880,0.8296,-1.0222,-0.4164,1.6687
1/7/2001,2,-0.9946,0.7325,-0.9157,-0.8491,2.4964
1/7/2001,3,-1.2871,0.7190,-1.2024,-1.7736,1.2434
1/7/2001,4,-1.2246,1.6625,-1.1701,-2.0656,0.2241
1/7/2001,5,-1.1814,0.8606,-1.1045,-2.7648,0.7021
1/7/2001,6,-1.7777,1.1104,-1.7494,-3.0342,0.2816
1/7/2001,7,-3.8133,0.2829,-3.8984,-3.4254,0.2916
1/7/2001,8,23.7740,109.1727,6.9821,-3.7482,0.2444
1/7/2001,9,200.5428,693.1052,30.8975,-1.6223,0.4048
1/7/2001,10,308.8187,868.3895,38.8584,0.5192,1.5798
1/7/2001,11,419.7177,944.7025,45.3673,0.7188,1.7910
1/7/2001,12,484.5773,981.2855,43.4046,1.6992,1.6309
1/7/2001,13,486.2993,984.5802,41.7900,2.2471,1.5127
1/7/2001,14,427.9665,943.2475,43.1574,2.8882,1.1138
1/7/2001,15,310.9192,880.9640,36.3230,4.0154,0.9490
1/7/2001,16,162.0237,734.3945,26.4096,3.3148,0.7292
1/7/2001,17,21.9906,180.3250,7.4196,2.0430,0.5542
1/7/2001,18,-6.9186,-0.5346,-6.4653,-0.5790,0.0955
1/7/2001,19,-4.6745,0.3458,-4.8931,-1.5352,0.1889
1/7/2001,20,-4.2391,1.0787,-4.3632,-1.9644,0.4287
1/7/2001,21,-3.8089,0.5020,-4.1937,-2.0528,1.0308
1/7/2001,22,-4.3586,0.1963,-4.4369,-3.0248,1.1908
1/7/2001,23,-3.1125,1.2993,-3.8136,-3.8428,2.0741
1/8/2001,0,-4.1076,-0.7887,-4.6414,-3.3094,1.3203
1/8/2001,1,-4.6214,-0.3566,-4.8011,-3.4818,0.8944
1/8/2001,2,-3.7716,0.6880,-4.2442,-1.1911,0.7872
1/8/2001,3,-2.3152,-0.1116,-3.3034,1.6681,3.6247
1/8/2001,4,-3.4673,-1.0724,-4.2773,3.2351,4.4960
1/8/2001,5,-3.5582,-1.3107,-4.3526,3.6266,4.4716
1/8/2001,6,-3.7020,-1.3714,-4.4699,3.9044,4.4051
1/8/2001,7,-3.6855,-1.4611,-4.4061,3.7647,4.3741
1/8/2001,8,16.1103,275.3621,4.2565,3.6459,3.9615
1/8/2001,9,142.9584,792.8572,19.9313,6.1776,1.0164
1/8/2001,10,293.4050,954.4185,24.1323,8.2262,0.2401
1/8/2001,11,424.1915,1015.2150,27.7104,8.8478,1.0439
1/8/2001,12,501.4570,1050.0450,31.9567,8.5847,2.0899
1/8/2001,13,511.7420,1056.9650,33.5063,10.3298,2.9721
1/8/2001,14,453.6192,1036.8983,30.7599,12.3103,2.6418
1/8/2001,15,334.4743,977.4642,28.6246,12.3032,2.2233
1/8/2001,16,177.5390,832.4465,21.6384,11.2353,1.3232
1/8/2001,17,24.3652,222.3505,5.1821,9.4105,0.7012
1/8/2001,18,-7.2566,-0.8004,-6.9267,5.8847,0.5997
1/8/2001,19,-6.0153,0.0651,-6.3721,4.4928,1.4493
1/8/2001,20,-4.7810,0.7558,-5.4468,3.3305,2.2285
1/8/2001,21,-3.9242,1.1062,-4.7088,2.6447,3.3557
1/8/2001,22,-4.2571,1.4425,-4.8211,2.8648,2.6450
1/8/2001,23,-4.7376,0.4467,-5.3422,1.8806,2.1196
1/9/2001,0,-3.8883,-1.0731,-4.5304,1.1590,2.7660
1/9/2001,1,-4.1650,-0.9674,-4.7145,0.9937,2.6614
1/9/2001,2,-3.8009,-0.8471,-4.3630,0.8067,2.3647
1/9/2001,3,-4.2465,-1.0466,-4.9172,0.5073,2.1738
1/9/2001,4,-4.2355,-1.3783,-4.9341,0.0298,1.9068
1/9/2001,5,-3.7873,-0.8650,-4.3139,0.7203,2.1660
1/9/2001,6,-4.6479,-2.0671,-5.1989,0.5273,1.6352
1/9/2001,7,-5.1135,-1.7395,-5.3954,0.4935,1.4569
1/9/2001,8,17.1967,189.2439,9.9759,0.6812,0.8888
1/9/2001,9,154.1864,724.8413,36.3947,4.1316,0.1963
1/9/2001,10,256.9188,735.9558,41.9874,5.1786,0.3899
1/9/2001,11,350.6953,544.6887,112.3079,6.5415,0.3227
1/9/2001,12,374.7135,417.5368,156.1400,8.6699,0.7664
1/9/2001,13,267.8833,81.8058,206.1743,9.3380,0.3402
1/9/2001,14,231.7095,81.9975,173.4957,10.1478,1.0963
1/9/2001,15,145.2703,31.9947,122.2852,10.7063,0.9712
1/9/2001,16,78.4272,-0.8164,73.8300,9.8363,0.5994
1/9/2001,17,11.6411,-0.6734,11.3307,6.4774,1.0706
1/9/2001,18,-4.2872,-0.6820,-4.1154,4.3601,1.0932
1/9/2001,19,-3.7672,0.3116,-4.0420,3.3564,0.7554
1/9/2001,20,-4.4478,0.3294,-4.5235,1.9854,0.1997
1/9/2001,21,-3.4462,1.1721,-3.6878,1.7241,0.7669
1/9/2001,22,-3.6047,1.9971,-4.0810,2.1310,0.5563
1/9/2001,23,-3.1929,1.4240,-3.6672,2.1673,1.2276
1/10/2001,0,-1.1919,0.4431,-1.8084,3.8622,2.5066
1/10/2001,1,-3.3917,0.2380,-3.5018,4.6049,0.4996
1/10/2001,2,-3.0957,-0.0625,-3.4995,4.6959,1.5890
1/10/2001,3,-3.1498,-0.6338,-3.8120,5.8306,3.0520
1/10/2001,4,-4.7938,-1.1822,-4.8702,5.2902,2.2753
1/10/2001,5,-4.2419,-1.3187,-4.5657,4.5659,0.6613
1/10/2001,6,-5.0788,-1.9284,-5.0161,4.0840,1.1693
1/10/2001,7,-3.9705,0.1305,-3.9118,3.6576,0.6328
1/10/2001,8,11.7084,134.2338,6.6311,4.1797,0.7815
1/10/2001,9,86.4928,352.5704,27.3945,5.9498,0.7684
1/10/2001,10,286.2226,813.0932,44.3956,8.6645,1.2054
1/10/2001,11,342.6167,686.3435,58.8698,10.3168,2.2538
1/10/2001,12,484.1137,986.4007,35.9054,10.8250,2.6923
1/10/2001,13,467.0499,901.4690,44.7860,11.0975,2.4874
1/10/2001,14,375.5397,673.3649,81.0769,11.9057,5.7617
1/10/2001,15,301.7693,695.7474,63.8270,12.1978,6.8184
1/10/2001,16,210.6296,521.5816,102.6071,11.5395,6.6366
1/10/2001,17,42.4065,201.0440,24.4366,9.2337,6.5021
1/10/2001,18,-2.4193,-0.3757,-2.5916,7.4886,6.4351
1/10/2001,19,-3.9445,-0.0829,-4.2900,6.0613,3.9937
1/10/2001,20,-4.2174,0.1550,-4.7354,4.4989,3.3679
1/10/2001,21,-3.9576,0.7821,-4.5869,3.4886,3.3398
1/10/2001,22,-3.5954,1.9984,-4.2566,4.3473,3.3985
1/10/2001,23,-6.1003,-0.6144,-5.8876,3.2606,1.6532
1/11/2001,0,-5.2035,0.0511,-5.3614,2.9486,0.7353
1/11/2001,1,-5.7533,-0.3840,-5.7837,2.2413,1.3387
1/11/2001,2,-4.6367,-0.9506,-4.8345,0.3779,1.4271
1/11/2001,3,-4.3154,-0.9113,-4.7674,0.1553,1.2203
1/11/2001,4,-5.4388,-1.3163,-5.6323,-0.6687,0.9143
1/11/2001,5,-3.6955,-0.5989,-4.1031,-1.1365,1.2892
1/11/2001,6,-3.8580,-0.7692,-4.2260,-0.4387,1.3344
1/11/2001,7,-3.6858,-1.2150,-4.2612,-0.7863,1.9431
1/11/2001,8,16.7498,262.4137,5.2220,-0.4388,2.0599
1/11/2001,9,146.9306,778.7943,22.8983,2.8182,1.5654
1/11/2001,10,301.5085,938.9550,29.5970,5.3483,1.6956
1/11/2001,11,427.9302,1007.7100,29.1057,8.2239,1.1950
1/11/2001,12,496.2692,1025.8483,31.7632,8.1987,1.4142
1/11/2001,13,504.7122,1027.7767,34.0175,8.3670,1.8726
1/11/2001,14,445.4307,982.8238,34.5268,8.8557,1.9540
1/11/2001,15,326.7812,907.3253,32.8857,9.4867,1.9219
1/11/2001,16,175.8078,771.1950,24.6362,10.4075,1.5081
1/11/2001,17,28.4659,214.7602,8.8907,8.0041,1.9834
1/11/2001,18,-4.3908,-0.6487,-4.7386,5.5683,2.1731
1/11/2001,19,-4.3321,0.3293,-4.7878,3.8649,1.9807
1/11/2001,20,-4.9643,0.3364,-5.3095,2.9575,1.2648
1/11/2001,21,-5.5071,0.9104,-5.2238,1.5614,0.1761
1/11/2001,22,-4.1961,1.9220,-4.7861,1.7634,0.3833
1/11/2001,23,-4.5814,0.8437,-5.1070,1.7849,0.6168
1/12/2001,0,-4.3557,-1.2051,-4.8406,0.9443,1.0704
1/12/2001,1,-3.6675,-0.4777,-4.2282,0.6025,1.7045
1/12/2001,2,-3.7177,-0.9661,-4.4547,1.0019,1.5734
1/12/2001,3,-4.3071,-0.7731,-4.7318,1.3809,0.5857
1/12/2001,4,-4.0894,-0.4553,-4.2013,2.3290,1.5540
1/12/2001,5,-4.2257,-0.1473,-4.0540,2.5748,2.0007
1/12/2001,6,-4.3772,-1.0117,-4.1071,1.8946,1.8765
1/12/2001,7,-4.2697,-0.7094,-4.1645,1.2506,1.4732
1/12/2001,8,16.3473,270.4629,4.2437,1.8533,0.4837
1/12/2001,9,146.5535,773.8875,22.0167,6.0156,0.9140
1/12/2001,10,307.1418,939.4418,31.3969,8.0481,5.2320
1/12/2001,11,437.3702,998.8187,37.1546,9.9402,6.0064
1/12/2001,12,510.0082,1025.7417,40.0810,11.3475,6.0047
1/12/2001,13,510.5102,984.6160,49.3382,13.9770,3.7461
1/12/2001,14,460.3873,955.4543,52.2322,14.2398,5.2876
1/12/2001,15,317.2910,733.6802,59.9461,14.8462,4.3380
1/12/2001,16,186.5427,693.3681,43.4691,14.2723,4.1713
1/12/2001,17,37.2208,262.7434,13.4185,12.4372,3.0732
1/12/2001,18,-8.0588,-1.8385,-7.3817,8.5975,1.1844
1/12/2001,19,-4.8457,-0.5634,-4.9115,5.9007,2.7482
1/12/2001,20,-5.3311,0.8052,-5.3906,4.7341,1.0011
1/12/2001,21,-3.8588,0.5904,-4.1222,3.9032,3.2467
1/12/2001,22,-4.0282,0.8888,-4.5412,3.8557,1.9114
1/12/2001,23,-3.0543,0.7330,-3.4540,3.2934,1.6983
1/13/2001,0,-3.4726,-0.0786,-3.7375,3.3587,1.0094
1/13/2001,1,-3.0252,0.3933,-3.0607,2.1216,0.8783
1/13/2001,2,-1.7510,0.6345,-1.8085,1.5353,1.1116
1/13/2001,3,-1.0674,0.9818,-1.2973,2.1589,0.9032
1/13/2001,4,-2.5364,0.3868,-2.7595,2.2723,0.4162
1/13/2001,5,-1.9873,0.2982,-2.1498,1.4874,1.1078
1/13/2001,6,-2.0435,0.1658,-2.2815,1.7235,1.6728
1/13/2001,7,-3.0217,-0.4576,-3.1717,1.5035,1.0930
1/13/2001,8,5.6696,-0.6064,5.0061,1.0126,0.7460
1/13/2001,9,63.2371,1.0393,59.6868,0.3917,1.3023
1/13/2001,10,136.9778,2.3539,129.8188,0.5948,2.0759
1/13/2001,11,132.8678,2.3082,126.0787,1.0792,2.6012
1/13/2001,12,356.4995,230.9878,217.8447,0.4078,4.2172
1/13/2001,13,473.9213,533.4872,192.2932,1.8358,3.8637
1/13/2001,14,540.7382,626.2193,244.4633,4.8810,5.3707
1/13/2001,15,221.2827,140.1616,154.3520,4.8512,6.0772
1/13/2001,16,199.9941,521.8952,84.6280,4.4605,7.8239
1/13/2001,17,28.4378,116.2866,16.9594,2.3757,8.1965
1/13/2001,18,-1.6807,0.5411,-1.6839,1.7545,8.1295
1/13/2001,19,-2.1545,0.5033,-2.1607,1.4196,9.2790
1/13/2001,20,-2.1370,0.6125,-2.1134,1.0491,10.3348
1/13/2001,21,-2.0270,0.7691,-2.0473,0.8167,10.6477
1/13/2001,22,-2.2276,0.7580,-2.1798,0.5266,10.3735
1/13/2001,23,-2.2329,0.4257,-2.1821,0.2181,9.7355
1/14/2001,0,-2.2936,-0.5321,-2.3149,-0.0906,10.0625
1/14/2001,1,-2.3352,-0.4128,-2.4127,-0.3905,9.2872
1/14/2001,2,-2.4642,-0.3564,-2.5879,-0.4669,8.3366
1/14/2001,3,-2.7038,-0.4543,-2.9168,-0.4409,7.0336
1/14/2001,4,-3.1173,-0.7016,-3.4249,-0.5025,5.2356
1/14/2001,5,-3.3635,-0.7137,-3.5400,-0.9097,4.4399
1/14/2001,6,-2.4938,-0.6475,-2.8675,-0.8478,5.3135
1/14/2001,7,-2.1772,-0.5804,-2.5073,-0.5849,3.6209
1/14/2001,8,35.4561,267.7604,21.8363,-0.3892,2.9978
1/14/2001,9,117.5287,137.0833,92.4392,0.6946,2.7136
1/14/2001,10,207.5727,62.4035,169.4970,1.0615,4.2995
1/14/2001,11,311.8427,121.7232,235.3705,1.7582,3.5858
1/14/2001,12,406.6970,224.5532,263.9053,2.5727,5.1524
1/14/2001,13,249.7537,22.1743,218.8358,2.0702,5.2345
1/14/2001,14,412.5277,426.1246,197.1055,2.5978,4.7695
1/14/2001,15,370.9205,903.7732,59.7586,3.5444,6.7557
1/14/2001,16,201.3990,796.6920,33.5176,3.1196,6.8875
1/14/2001,17,17.8471,30.4521,13.3689,0.6588,5.2360
1/14/2001,18,-2.9489,0.3813,-3.0866,-0.6562,3.4064
1/14/2001,19,-3.7332,0.2410,-4.1937,-1.6776,2.9742
1/14/2001,20,-3.2610,1.3165,-3.4663,-1.9870,2.9601
1/14/2001,21,-3.6025,1.2850,-3.9028,-2.0622,3.1135
1/14/2001,22,-2.8958,1.0980,-3.1376,-2.4374,4.9944
1/14/2001,23,-3.1515,0.4239,-3.5507,-3.2260,4.2530
1/15/2001,0,-3.8867,-0.8033,-3.8450,-4.1806,2.5758
1/15/2001,1,-3.1440,-0.1607,-3.2112,-4.5181,2.7619
1/15/2001,2,-3.2204,-0.3856,-3.5236,-4.5856,2.4327
1/15/2001,3,-3.1128,-0.4820,-3.7554,-4.9882,2.6821
1/15/2001,4,-3.6742,-0.6974,-4.0459,-5.6229,2.3975
1/15/2001,5,-3.2668,-0.5110,-3.7011,-7.0864,2.1653
1/15/2001,6,-3.1593,-0.9412,-3.7644,-6.9393,1.8402
1/15/2001,7,-2.8298,-0.7519,-3.4032,-7.1762,2.7748
1/15/2001,8,18.7765,254.2051,6.4140,-6.7007,1.7488
1/15/2001,9,151.1750,742.6370,25.9180,-4.4782,0.5681
1/15/2001,10,312.1973,910.3110,39.9436,-3.4131,1.3581
1/15/2001,11,446.7347,970.6782,49.1365,-2.5308,2.3513
1/15/2001,12,514.4443,904.6652,84.8308,-2.1353,2.2795
1/15/2001,13,481.6987,736.1553,113.5732,-1.2102,2.0370
1/15/2001,14,455.5863,732.4244,115.4185,-0.3707,2.3160
1/15/2001,15,221.7454,177.4635,139.4624,-0.9190,2.8838
1/15/2001,16,58.7960,1.1148,56.2465,-2.2268,2.0839
1/15/2001,17,12.0926,0.6677,11.7440,-3.3799,2.4266
1/15/2001,18,-0.5457,0.8452,-0.3068,-4.9137,1.6101
1/15/2001,19,-0.3132,1.5017,-0.1365,-5.0488,1.7063
1/15/2001,20,-0.1650,1.3292,-0.0923,-5.1618,2.1119
1/15/2001,21,-0.1021,1.3852,-0.0543,-5.3909,1.7153
1/15/2001,22,-0.2530,1.2140,-0.1417,-5.5457,2.1359
1/15/2001,23,-0.2179,1.4138,-0.1627,-5.6451,1.9877
1/16/2001,0,-0.1018,1.6096,-0.0587,-5.7160,2.5951
1/16/2001,1,-0.3252,1.0598,-0.2047,-5.7191,1.7639
1/16/2001,2,-0.2586,1.1360,-0.1920,-5.9663,1.6966
1/16/2001,3,-0.3271,1.2909,-0.2326,-6.0862,1.7926
1/16/2001,4,-0.4197,0.8143,-0.2459,-6.5688,2.4247
1/16/2001,5,-0.4670,0.9429,-0.2253,-7.7763,2.9747
1/16/2001,6,-0.5202,1.2690,-0.2666,-8.2457,2.6904
1/16/2001,7,-0.3569,1.2546,-0.2643,-8.4843,2.7430
1/16/2001,8,10.0332,1.8710,9.6942,-8.6710,1.7260
1/16/2001,9,71.9552,3.1832,68.5776,-8.2333,1.7520
1/16/2001,10,153.7283,3.9719,146.3253,-7.8615,2.6955
1/16/2001,11,250.0442,12.7136,231.7383,-7.3548,2.5452
1/16/2001,12,334.1637,15.8168,310.2793,-7.4243,3.3864
1/16/2001,13,360.2575,31.2506,333.1715,-7.1882,3.5014
1/16/2001,14,390.7873,180.9412,299.4393,-7.2695,3.8928
1/16/2001,15,210.3190,17.9162,190.2632,-7.4493,3.8710
1/16/2001,16,91.1068,0.4713,86.8958,-7.8235,4.2300
1/16/2001,17,47.3129,0.6271,45.0989,-7.7470,3.6978
1/16/2001,18,0.1867,0.9836,0.3029,-8.0038,3.0787
1/16/2001,19,-0.7701,0.9666,-0.6582,-8.3625,2.6560
1/16/2001,20,-0.7725,1.3269,-0.6753,-8.8193,2.2245
1/16/2001,21,-1.2910,0.8895,-1.2245,-9.3252,2.3344
1/16/2001,22,-1.4604,1.6674,-1.5606,-9.7023,2.0414
1/16/2001,23,-2.4466,0.3969,-2.3637,-10.2908,1.6008
1/17/2001,0,-2.9369,0.2606,-3.1627,-11.4783,1.7986
1/17/2001,1,-2.8217,0.4250,-3.5814,-12.2622,2.1562
1/17/2001,2,-3.0938,0.3527,-4.2139,-12.4962,1.8558
1/17/2001,3,-3.3348,0.1685,-4.0708,-12.7005,2.1951
1/17/2001,4,-3.1853,-0.1313,-3.9177,-12.4957,1.6438
1/17/2001,5,-3.6812,-0.5301,-4.1266,-12.7957,1.8156
1/17/2001,6,-2.8879,-0.4577,-3.3306,-13.4658,2.9032
1/17/2001,7,-2.4052,-0.3418,-2.8635,-13.4933,3.6705
1/17/2001,8,24.6623,189.7337,9.7860,-12.7042,3.6668
1/17/2001,9,168.1835,693.1672,38.0922,-9.2612,2.4649
1/17/2001,10,319.2285,887.3318,50.1370,-6.6674,0.4100
1/17/2001,11,452.5360,965.2092,55.7853,-6.6033,0.2131
1/17/2001,12,524.1198,991.6548,60.9285,-5.6466,0.1743
1/17/2001,13,530.2090,990.6583,60.6770,-4.5815,0.3782
1/17/2001,14,478.9382,986.8237,50.4488,-3.3490,0.1214
1/17/2001,15,360.2612,933.7630,40.2162,-1.8925,0.1274
1/17/2001,16,200.9733,801.9160,31.2925,-0.2346,0.3709
1/17/2001,17,36.6923,300.8117,11.1718,-2.7878,0.1285
1/17/2001,18,-5.3630,-1.3768,-3.9365,-5.9924,1.1571
1/17/2001,19,-3.6138,0.9181,-3.8702,-6.5077,1.5939
1/17/2001,20,-3.1045,1.3896,-3.6159,-6.7119,2.0058
1/17/2001,21,-2.3600,1.5320,-2.9205,-6.8651,2.5850
1/17/2001,22,-4.0147,0.2855,-4.0844,-7.4240,1.9846
1/17/2001,23,-2.2769,1.7539,-2.8655,-7.3797,2.8347
1/18/2001,0,-2.2255,1.6584,-2.7707,-6.9328,2.3435
1/18/2001,1,-2.8151,1.3344,-3.2151,-7.3203,2.3660
1/18/2001,2,-2.2179,2.0710,-2.3860,-6.7815,1.8743
1/18/2001,3,-0.6240,1.6482,-0.8134,-6.0116,2.6975
1/18/2001,4,-0.5752,0.9692,-0.6489,-5.3898,3.0755
1/18/2001,5,-0.8449,1.3332,-0.8138,-5.2670,1.0864
1/18/2001,6,-3.5020,1.1582,-3.4130,-5.7053,0.1558
1/18/2001,7,-0.4440,1.4879,-0.5653,-5.8111,0.7353
1/18/2001,8,13.4788,1.4194,12.7771,-5.4476,0.7352
1/18/2001,9,95.3543,-0.3696,47.3665,-4.6105,0.8142
1/18/2001,10,321.5908,865.2323,43.5250,-2.1017,1.7296
1/18/2001,11,465.7523,920.8905,76.0447,-0.3592,2.2672
