DATE (MM/DD/YYYY);HOUR-MST;Avg Global CM22 Vent [W/m^2];Avg Direct CH1 [W/m^2];Avg Diffuse 8-48 Vent [W/m^2];Avg Zenith Angle [degrees];Avg Azimuth Angle [degrees];Avg Tower Dry Bulb Temp [deg C]
DATE;hour;ghi;dni;dhi;zenith;azimuth;temperature
1/13/2011;22;-2.0703;-0.381;-1.0537;141.5404;286.8059;5.7492
1/13/2011;23;-2.01;-0.1401;-0.8989;151.9188;304.2299;6.2053
1/14/2011;0;-2.0297;-0.0859;-1.1462;159.5314;333.4415;7.5243
1/14/2011;1;-1.88;-0.4595;-1.2648;160.735;68.6878;7.2358
1/14/2011;2;-1.8224;-0.2339;-1.1032;154.6421;48.4823;6.8211
1/14/2011;3;-1.738;-0.7488;-1.4483;144.8103;68.6702;5.0902
1/14/2011;4;-2.0105;-0.1578;-0.8742;133.6857;81.8148;5.32
1/14/2011;5;-1.7216;-0.6694;-0.9426;122.1963;91.9732;2.3271
1/14/2011;6;-2.0001;-0.3129;-0.569;110.7595;100.9734;3.2692
1/14/2011;7;-2.0112;-0.2228;-0.7315;99.6582;109.7824;3.8996
1/14/2011;8;17.4358;104.245;8.4414;89.0268;119.054;4.6559
1/14/2011;9;173.9531;731.1177;33.2822;79.5659;129.33;6.1161
1/14/2011;10;334.5383;898.3432;45.1131;71.4783;141.0756;7.4765
1/14/2011;11;459.8587;969.82;51.5315;65.345;154.5669;8.5338
1/14/2011;12;529.3573;980.8872;60.4529;61.7983;169.6392;9.5085
1/14/2011;13;541.929;998.22;56.1105;61.3014;185.4926;10.4207
1/14/2011;14;492.8482;985.1567;52.1582;63.9267;200.9263;10.4625
1/14/2011;15;385.1302;928.4072;48.5023;69.3132;214.963;10.9267
1/14/2011;16;214.8542;644.0267;54.8102;76.858;227.2466;10.233
1/14/2011;17;51.465;190.6577;26.6504;85.8824;237.9467;7.762
1/14/2011;18;-1.4437;-0.4197;-0.6276;96.2862;247.4895;6.4972
1/14/2011;19;-2.1326;-0.3956;-1.3518;107.2243;256.3974;6.059
1/14/2011;20;-2.1163;-0.3355;-1.3684;118.5799;265.2795;5.6985
1/14/2011;21;-2.0932;-0.3528;-1.2951;130.0789;274.9733;5.4336
1/14/2011;22;-2.0411;-0.3263;-1.2636;141.3644;286.9478;5.1409
1/14/2011;23;-1.9293;-0.2193;-1.2083;151.7312;304.3535;5.1685
1/15/2011;0;-1.9639;-0.2772;-1.2012;159.3366;333.3996;5.2822
1/15/2011;1;-1.9598;-0.2885;-1.1789;160.5795;68.3361;5.2471
1/15/2011;2;-2.0436;-0.3138;-1.2306;154.5525;48.0716;5.3478
1/15/2011;3;-2.1325;-0.3618;-1.2133;144.7592;68.3366;5.3
1/15/2011;4;-2.1116;-0.3073;-1.193;133.6499;81.5442;5.4952
1/15/2011;5;-2.0138;-0.2353;-1.1465;122.1631;91.7414;5.6827
1/15/2011;6;-2.0556;-0.2585;-1.105;110.7213;100.7647;6.0262
1/15/2011;7;-1.9107;-0.3041;-1.187;99.6091;109.5868;6.1047
1/15/2011;8;11.8875;0.6295;12.5014;88.9562;118.8657;5.7769
1/15/2011;9;113.6649;142.2843;80.6359;79.4803;129.1473;6.585
1/15/2011;10;332.9517;450.4909;182.8832;71.3668;140.9016;8.7693
1/15/2011;11;184.665;2.9827;181.6143;65.2051;154.4109;6.8189
1/15/2011;12;331.5383;95.6309;278.9018;61.6314;169.5157;8.4062
1/15/2011;13;231.0278;63.0125;196.2609;61.114;185.4148;7.9068
1/15/2011;14;74.8312;-0.1453;74.0966;63.7286;200.8979;8.1915
1/15/2011;15;91.532;6.0889;88.8523;69.1138;214.9772;8.1245
1/15/2011;16;129.6456;168.2826;98.3247;76.6635;227.2928;8.4842
1/15/2011;17;67.6768;301.2376;29.9619;85.6932;238.0159;8.6765
1/15/2011;18;-1.413;-0.6159;-0.8525;96.1046;247.5765;6.1644
1/15/2011;19;-1.9592;-0.0775;-1.2071;107.0484;256.5001;6.2622
1/15/2011;20;-2.015;-0.7704;-1.0286;118.4074;265.3984;5.1101
1/15/2011;21;-2.2291;-0.7307;-0.8758;129.9062;275.1098;2.7822
1/15/2011;22;-1.9987;0.0138;-0.7308;141.1861;287.0995;3.0352
1/15/2011;23;-1.9443;-0.141;-0.82;151.5403;304.489;5.0674
1/16/2011;0;-2.0571;-0.3701;-1.1465;159.1366;333.3717;5.222
1/16/2011;1;-1.9589;-0.2027;-1.0125;160.4165;73.993;5.171
1/16/2011;2;-2.2475;-0.6664;-1.2208;154.455;47.6588;5.1317
1/16/2011;3;-2.4095;-0.7677;-0.7471;144.701;67.9979;3.458
1/16/2011;4;-2.2019;-0.5149;-0.8848;133.6076;81.2684;2.3238
1/16/2011;5;-2.119;-0.5095;-0.7374;122.1237;91.505;1.9795
1/16/2011;6;-2.1344;-0.6357;-0.6633;110.6769;100.5517;1.7691
1/16/2011;7;-2.1388;-0.5284;-0.8269;99.5538;109.3875;1.6712
1/16/2011;8;22.0489;76.8747;18.564;88.8873;118.6744;1.9529
1/16/2011;9;173.1056;294.5419;110.4886;79.3882;128.9622;4.6419
1/16/2011;10;256.7128;165.5843;200.9595;71.2485;140.726;7.2872
1/16/2011;11;220.5647;14.236;211.2873;65.0584;154.2544;6.863
1/16/2011;12;256.6778;4.2677;251.3663;61.4576;169.3935;7.6782
1/16/2011;13;210.1287;1.2056;206.8042;60.9202;185.3402;9.0022
1/16/2011;14;162.9168;0.2082;160.6057;63.525;200.8742;9.742
1/16/2011;15;187.0842;11.6418;179.2748;68.9098;214.9972;10.3182
1/16/2011;16;92.6027;49.7982;82.6667;76.4652;227.3453;10.5675
1/16/2011;17;64.263;287.8346;27.8792;85.5012;238.0916;10.8122
1/16/2011;18;-0.9091;-0.4569;0.2828;95.9206;247.6701;9.8037
1/16/2011;19;-2.1229;-0.1976;-0.8938;106.8705;256.6098;10.2417
1/16/2011;20;-2.2092;-0.746;-1.0788;118.2331;265.5247;9.2292
1/16/2011;21;-2.3207;-0.0739;-0.7327;129.7316;275.2546;9.2805
1/16/2011;22;-2.3759;-0.2374;-0.9959;141.0054;287.2608;10.4403
1/16/2011;23;-1.9664;-0.0788;-1.2068;151.3461;304.6361;11.1588
1/17/2011;0;-1.9358;-0.2686;-1.2172;158.9313;333.3573;11.2412
1/17/2011;1;-1.8358;-0.2706;-1.0529;160.2459;73.6589;11.3122
1/17/2011;2;-1.9134;-0.4771;-1.2008;154.3497;47.2447;10.436
1/17/2011;3;-2.1328;-0.1886;-1.0796;144.6357;67.6543;10.5598
1/17/2011;4;-2.1225;-0.5537;-1.3113;133.5587;80.9876;10.688
1/17/2011;5;-2.1474;-0.3864;-1.2048;122.0781;91.264;10.201
1/17/2011;6;-2.1607;-0.1243;-1.2492;110.6263;100.3348;11.1175
1/17/2011;7;-1.9092;-0.4154;-1.4578;99.4923;109.1847;10.4207
1/17/2011;8;21.9855;41.7785;18.297;88.8043;118.48;9.2048
1/17/2011;9;132.7868;376.1759;47.4279;79.2896;128.7747;8.8082
1/17/2011;10;251.3247;584.2599;61.5891;71.1234;140.5487;10.803
1/17/2011;11;178.9506;184.5699;97.4647;64.9047;154.0976;9.378
1/17/2011;12;401.5261;608.3562;101.9699;61.2771;169.2725;7.8052
1/17/2011;13;366.0247;445.0434;142.9968;60.7201;185.2687;10.4277
1/17/2011;14;450.3135;673.4413;141.5275;63.3158;200.8553;10.4158
1/17/2011;15;444.3372;780.459;152.6402;68.7011;215.0229;10.4192
1/17/2011;16;272.73;809.1298;71.6946;76.2632;227.4039;10.0372
1/17/2011;17;60.9917;238.0567;27.0512;85.3063;238.1738;7.9417
1/17/2011;18;-1.6275;-0.6727;-0.4621;95.7264;247.7703;5.6593
1/17/2011;19;-2.2213;-0.3055;-0.9952;106.6906;256.7263;5.6046
1/17/2011;20;-2.0512;-0.2074;-0.9166;118.0569;265.6584;6.046
1/17/2011;21;-1.7998;-0.1543;-1.1522;129.5551;275.4076;6.3678
1/17/2011;22;-1.6317;-0.3205;-1.2316;140.8225;287.4315;6.1456
1/17/2011;23;-1.8496;-0.7043;-0.9252;151.1486;304.7944;3.8185
1/18/2011;0;-2.0801;-0.5332;-0.8121;158.7209;333.3564;2.8909
1/18/2011;1;-2.1378;0.0804;-0.9219;160.0678;73.334;4.4596
1/18/2011;2;-1.8731;-0.2679;-1.3229;154.2364;46.8298;5.1677
1/18/2011;3;-1.8136;-0.1814;-1.1516;144.5632;67.3063;5.2082
1/18/2011;4;-2.0152;-0.6614;-1.118;133.5032;80.702;4.2396
1/18/2011;5;-1.9371;-0.2166;-0.6909;122.0261;91.0188;3.5305
1/18/2011;6;-2.231;-0.5077;-1.0419;110.5696;100.114;3.632
1/18/2011;7;-1.8903;-0.2305;-1.2965;99.4245;108.9785;4.2177
1/18/2011;8;32.8841;247.4613;13.5218;88.7231;118.2828;4.3294
1/18/2011;9;191.5704;696.8093;54.8843;79.1844;128.5848;6.028
1/18/2011;10;302.5018;662.1447;72.2425;70.9917;140.37;6.403
1/18/2011;11;475.0117;943.9127;65.8609;64.7442;153.9405;7.6892
1/18/2011;12;538.6898;765.013;152.0693;61.0899;169.1529;8.5683
1/18/2011;13;333.973;270.8977;186.4128;60.5137;185.2005;8.9797
1/18/2011;14;235.0017;107.9902;178.4857;63.1012;200.8413;8.7618
1/18/2011;15;273.5173;203.1161;184.6288;68.488;215.0545;9.2132
1/18/2011;16;240.9312;393.3744;144.3376;76.0576;227.4689;9.3782
1/18/2011;17;73.7702;119.7822;56.1056;85.1162;238.2624;8.3467
1/18/2011;18;-1.4164;-0.7424;-0.3412;95.5304;247.8772;6.9855
1/18/2011;19;-2.1923;-0.4785;-1.0726;106.5089;256.8496;5.443
1/18/2011;20;-2.1464;-0.5071;-1.0072;117.879;265.7993;4.5116
1/18/2011;21;-2.2309;-0.3147;-0.8042;129.3768;275.5686;5.6046
1/18/2011;22;-2.0824;-0.2816;-0.9123;140.6373;287.6114;5.5123
1/18/2011;23;-1.9725;-0.4132;-1.0813;150.9478;304.9638;5.4033
1/19/2011;0;-2.1832;-0.595;-1.2248;158.5055;333.3684;4.5456
1/19/2011;1;-2.2158;-0.64;-1.0575;159.8824;79.0186;2.8611
1/19/2011;2;-2.2251;-1.0945;-1.1266;154.1152;46.4146;1.829
1/19/2011;3;-1.9453;-0.7597;-0.9421;144.4835;66.9542;-2.8252
1/19/2011;4;-1.9174;-0.4721;-0.8231;133.441;80.412;-3.6185
1/19/2011;5;-1.8289;-0.3546;-0.7389;121.9678;90.7693;-3.8489
1/19/2011;6;-1.7476;-0.2663;-0.5733;110.5066;99.8896;-4.1086
1/19/2011;7;-1.7323;-0.3804;-0.6475;99.3506;108.769;-4.1023
1/19/2011;8;13.0582;3.0929;13.6489;88.6279;118.0826;-4.2196
1/19/2011;9;124.0705;351.3604;43.1038;79.0728;128.3926;-3.1016
1/19/2011;10;365.2255;867.1763;72.9026;70.8532;140.1898;-0.8917
1/19/2011;11;508.5343;763.8112;175.2593;64.577;153.7832;1.0581
1/19/2011;12;348.7135;194.918;246.961;60.8961;169.0348;2.6047
1/19/2011;13;254.6708;154.6741;172.0702;60.3012;185.1356;4.2722
1/19/2011;14;195.7591;37.9372;172.2831;62.8813;200.8321;4.5382
1/19/2011;15;38.0195;-0.5642;36.7861;68.2705;215.0919;-3.596
1/19/2011;16;22.4389;-0.3139;22.0183;75.8486;227.5401;-6.3271
1/19/2011;17;11.1208;-0.1267;11.4033;84.9229;238.3574;-7.8885
1/19/2011;18;-1.0206;-0.2056;0.119;95.3328;247.9905;-8.2548
1/19/2011;19;-1.5438;-0.003;-0.2189;106.3253;256.9797;-8.1915
1/19/2011;20;-1.6056;-0.1422;-0.2474;117.6995;265.9474;-7.9855
1/19/2011;21;-1.7211;-0.5603;-0.3351;129.1967;275.7374;-8.1847
1/19/2011;22;-2.0291;-0.6231;-0.2462;140.4499;287.8003;-8.9718
1/19/2011;23;-1.7982;-0.4703;-0.0731;150.7439;305.1437;-9.203
1/20/2011;0;-1.8599;-0.8423;-0.3541;158.2851;333.3932;-9.079
1/20/2011;1;-1.8973;-0.5244;-0.5366;159.6897;78.7129;-9.7898
1/20/2011;2;-1.6214;-0.2126;-0.3422;153.9862;45.9997;-9.515
1/20/2011;3;-1.8266;-0.431;-0.355;144.3966;66.5984;-9.5882
1/20/2011;4;-1.8408;-0.4679;-0.4345;133.3723;80.1177;-10.0598
1/20/2011;5;-1.7368;-0.3381;-0.3934;121.9032;90.5159;-9.9663
1/20/2011;6;-1.7582;-0.4209;-0.4175;110.4375;99.6615;-10.3987
1/20/2011;7;-1.7447;-0.7178;-0.4299;99.2704;108.5563;-10.8963
1/20/2011;8;50.7634;232.9235;12.9367;88.5346;117.8798;-11.0672
1/20/2011;9;211.384;733.5793;40.903;78.9548;128.1982;-7.7853
1/20/2011;10;361.8583;910.7313;54.3685;70.7082;140.0082;-5.3467
1/20/2011;11;493.4887;986.621;58.314;64.4031;153.6256;-4.7134
1/20/2011;12;567.6327;1012.2052;61.7133;60.6958;168.9181;-3.9891
1/20/2011;13;574.9665;1007.3832;62.8504;60.0827;185.074;-1.9807
1/20/2011;14;520.6895;936.7707;80.1198;62.6561;200.8278;-0.2577
1/20/2011;15;403.859;885.3899;62.0873;68.0487;215.1352;1.5034
1/20/2011;16;213.5852;509.9649;73.7565;75.6362;227.6176;1.82
1/20/2011;17;45.1181;12.7703;43.3735;84.7266;238.4589;1.917
1/20/2011;18;-1.1581;-0.2;0.1219;95.1335;248.1104;1.9047
1/20/2011;19;-1.9545;-0.4576;-0.8116;106.14;257.1165;1.2279
1/20/2011;20;-1.9984;-0.0114;-0.6016;117.5184;266.1026;2.7938
1/20/2011;21;-1.9097;-0.3031;-0.7432;129.0149;275.914;4.4899
1/20/2011;22;-1.7182;-0.3432;-0.8451;140.2603;287.9981;2.9293
1/20/2011;23;-2.0656;-0.2112;-0.772;150.5369;305.3341;4.3907
1/21/2011;0;-1.9721;-0.6771;-0.9426;158.0598;333.4303;2.9169
1/21/2011;1;-2.1489;0.0706;-0.8637;159.4899;78.4171;5.2768
1/21/2011;2;-1.6723;-0.3157;-1.1838;153.8494;45.5855;4.8987
1/21/2011;3;-1.9778;-0.6248;-1.0894;144.3025;66.2392;3.607
1/21/2011;4;-1.878;-0.2181;-1.1856;133.2968;79.8193;3.2395
1/21/2011;5;-1.8434;-0.3048;-1.1481;121.8322;90.2586;3.1117
1/21/2011;6;-1.832;-0.345;-1.1593;110.3621;99.4299;2.8034
1/21/2011;7;-1.9108;-0.4694;-1.1578;99.184;108.3405;2.2554
1/21/2011;8;32.2643;226.4284;10.9368;88.4272;117.6742;1.7107
1/21/2011;9;192.041;762.0318;34.378;78.8304;128.0017;2.1021
1/21/2011;10;359.1503;928.2702;44.2656;70.5567;139.8252;2.9511
1/21/2011;11;487.5418;992.1403;49.3472;64.2225;153.4679;3.5257
1/21/2011;12;564.0665;1025.7333;51.4859;60.489;168.8029;4.3074
1/21/2011;13;576.265;1028.5217;51.7536;59.8582;185.0158;4.8201
1/21/2011;14;527.5757;1012.2157;50.2743;62.4257;200.8285;5.1038
1/21/2011;15;420.6897;965.9708;46.6208;67.8227;215.1843;5.5544
1/21/2011;16;265.568;864.9203;38.413;75.4204;227.7014;5.444
1/21/2011;17;80.1064;434.935;21.1946;84.5275;238.5668;4.2239
1/21/2011;18;-0.4237;-0.2633;0.3594;94.9327;248.2368;3.3517
1/21/2011;19;-2.2455;-0.4722;-1.2707;105.9531;257.2599;3.1096
1/21/2011;20;-2.1651;-0.3342;-1.1755;117.3358;266.2648;2.8162
1/21/2011;21;-2.29;-0.885;-1.1071;128.8315;276.0983;2.0258
1/21/2011;22;-2.3281;-0.4554;-0.9074;140.0686;288.2046;0.8904
1/21/2011;23;-1.9941;-0.0624;-0.7256;150.3268;305.5346;1.5706
1/22/2011;0;-2.1952;-0.3781;-0.6118;157.8298;333.4794;3.1292
1/22/2011;1;-1.9622;-0.188;-0.7544;159.2831;84.1314;2.8957
1/22/2011;2;-2.1447;-0.5224;-0.7875;153.7048;45.1726;3.2566
1/22/2011;3;-2.2529;0.0784;-0.7814;144.2011;65.877;5.9314
1/22/2011;4;-1.9153;-0.3234;-1.2952;133.2147;79.5172;5.9411
1/22/2011;5;-2.1497;-0.5103;-0.9478;121.7549;89.9977;5.7746
1/22/2011;6;-1.8918;-0.234;-1.2293;110.2806;99.195;5.5803
1/22/2011;7;-1.8517;-0.2174;-1.0725;99.0915;108.1218;5.6245
1/22/2011;8;38.0133;176.7168;19.787;88.3218;117.4661;5.7567
1/22/2011;9;215.2105;666.325;77.7674;78.6996;127.8032;5.1726
1/22/2011;10;363.7283;814.6902;80.1781;70.3986;139.6409;4.7821
1/22/2011;11;498.4872;963.2138;70.8081;64.0355;153.3101;5.9184
1/22/2011;12;570.5187;952.378;90.5838;60.2757;168.6892;5.7397
1/22/2011;13;601.1352;999.6497;87.4763;59.6278;184.961;5.717
1/22/2011;14;539.2275;692.2838;197.8899;62.1903;200.8341;3.7342
1/22/2011;15;411.8808;830.1436;83.3091;67.5926;215.2394;4.6003
1/22/2011;16;257.9299;714.957;73.6112;75.2015;227.7915;2.8125
1/22/2011;17;79.3807;319.3598;32.3098;84.3255;238.681;2.657
1/22/2011;18;-0.597;-0.5115;0.2903;94.7304;248.3695;0.659
1/22/2011;19;-2.0916;-0.4673;-1.1913;105.7645;257.4099;-0.0332
1/22/2011;20;-2.1308;-0.3185;-1.2132;117.1516;266.4338;-0.1241
1/22/2011;21;-2.0951;-0.4035;-1.083;128.6464;276.2901;-0.7198
1/22/2011;22;-1.7421;-0.1829;-1.1177;139.8749;288.4195;-0.2831
1/22/2011;23;-1.8431;-0.2911;-1.1373;150.1137;305.7447;-1.2016
1/23/2011;0;-1.5381;-0.2628;-0.8544;157.595;333.54;-1.2008
1/23/2011;1;-1.538;-0.3226;-0.8597;159.0694;83.8558;-2.0697
1/23/2011;2;-1.7762;-0.6181;-0.804;153.5524;44.7614;-2.8666
1/23/2011;3;-2.1426;-0.7267;-0.6843;144.0925;65.5121;-3.7592
1/23/2011;4;-2.1301;-0.6184;-0.5411;133.126;79.2115;-4.5073
1/23/2011;5;-2.1545;-0.8025;-0.441;121.6713;89.7332;-4.9719
1/23/2011;6;-2.1035;-0.6312;-0.5582;110.1928;98.9569;-5.3027
1/23/2011;7;-2.0766;-0.2854;-0.4694;98.9928;107.9001;-4.0584
1/23/2011;8;38.2452;311.9955;11.8795;88.2025;117.2555;-1.1721
1/23/2011;9;199.4553;801.8572;32.8013;78.5625;127.6026;1.8848
1/23/2011;10;369.873;922.058;54.2287;70.2341;139.4554;4.6136
1/23/2011;11;479.276;872.8033;87.6216;63.8419;153.1521;6.8708
1/23/2011;12;551.8922;671.9647;209.262;60.0562;168.5772;7.9793
1/23/2011;13;287.91;22.3504;268.9545;59.3916;184.9097;7.0262
1/23/2011;14;239.8273;35.4392;217.7958;61.95;200.8448;5.7291
1/23/2011;15;101.6769;-0.3258;99.9037;67.3585;215.3004;5.0065
1/23/2011;16;61.7585;-0.3587;61.2485;74.9795;227.8878;4.8828
1/23/2011;17;37.1233;92.7864;27.0484;84.1209;238.8016;4.2978
1/23/2011;18;0.0855;-0.4141;0.7692;94.5266;248.5086;3.8202
1/23/2011;19;-2.0791;-0.3097;-1.1645;105.5745;257.5663;3.6688
1/23/2011;20;-2.1237;-0.254;-1.2138;116.966;266.6097;3.975
1/23/2011;21;-2.1121;-0.3881;-1.2428;128.4597;276.4892;4.3034
1/23/2011;22;-2.2596;-0.4647;-1.2015;139.679;288.6426;3.8242
1/23/2011;23;-2.0989;-0.1699;-0.9958;149.8975;305.9644;3.9557
1/24/2011;0;-1.8412;-0.4344;-1.4121;157.3557;333.6119;3.5192
1/24/2011;1;-1.5416;-0.168;-1.1881;158.8489;83.5903;3.0515
1/24/2011;2;-1.8053;-0.3925;-1.3231;153.3924;44.3523;2.4529
1/24/2011;3;-1.9175;-0.3687;-1.328;143.9767;65.1449;1.5881
1/24/2011;4;-1.7163;-0.1437;-1.0115;133.0305;78.9024;1.558
1/24/2011;5;-1.3732;-0.4922;-1.1841;121.5814;89.4655;0.5741
1/24/2011;6;-1.3531;-0.1979;-0.8224;110.099;98.7157;-0.7125
1/24/2011;7;-1.4105;-0.301;-0.882;98.8881;107.6757;-0.9759
1/24/2011;8;9.1424;-0.1651;9.4315;88.0773;117.0424;-1.3953
1/24/2011;9;54.5253;-0.0009;53.8216;78.4193;127.4001;-1.4747
1/24/2011;10;139.7465;0.4076;137.0395;70.0632;139.2687;-1.0243
1/24/2011;11;196.098;61.2381;162.8105;63.6419;152.9942;-1.2098
1/24/2011;12;519.9982;667.7287;177.5282;59.8304;168.4667;0.3684
1/24/2011;13;210.8835;56.4752;177.1175;59.1496;184.8619;-0.3342
1/24/2011;14;401.6013;526.7524;141.8748;61.7047;200.8606;0.7821
1/24/2011;15;181.4688;51.4206;157.2737;67.1205;215.3674;0.9489
1/24/2011;16;171.7451;262.9997;104.687;74.7545;227.9905;1.4803
1/24/2011;17;85.1366;446.0612;23.8296;83.9137;238.9284;1.6887
1/24/2011;18;-0.4853;-0.9225;1.0428;94.3136;248.654;-1.1468
1/24/2011;19;-2.1602;-0.6032;-0.9763;105.3829;257.7292;-1.7658
1/24/2011;20;-2.1581;-0.7432;-0.6836;116.7791;266.7922;-2.5774
1/24/2011;21;-2.1379;-0.6207;-0.6987;128.2715;276.6956;-2.831
1/24/2011;22;-2.1449;-0.5271;-0.9123;139.4811;288.8738;-3.2302
1/24/2011;23;-2.1463;-0.5261;-0.8535;149.6783;306.1931;-3.3508
1/25/2011;0;-2.1382;-0.652;-0.6477;157.1117;333.6947;-3.4368
1/25/2011;1;-2.1347;-0.6109;-0.7514;158.6216;83.3352;-3.6277
1/25/2011;2;-2.1586;-0.5725;-0.8825;153.2248;43.9458;-3.9349
1/25/2011;3;-2.0888;-0.423;-0.9279;143.8536;64.7757;-4.3012
1/25/2011;4;-2.1279;-0.2992;-0.923;132.9284;78.5903;-3.5441
1/25/2011;5;-2.214;-0.5592;-0.9046;121.4851;89.1946;-3.0012
1/25/2011;6;-2.2321;-0.53;-0.662;109.999;98.4715;-2.4748
1/25/2011;7;-2.194;-0.7239;-0.5547;98.7772;107.4486;-2.8243
1/25/2011;8;46.3187;325.6272;17.9466;87.954;116.8271;-3.6193
1/25/2011;9;249.4662;808.5047;77.3665;78.2698;127.1957;-1.3631
1/25/2011;10;397.9562;775.3628;122.2635;69.8861;139.0808;0.2705
1/25/2011;11;376.693;302.9171;238.5205;63.4356;152.8362;1.2472
1/25/2011;12;495.0393;457.6836;253.3308;59.5985;168.3579;2.8758
1/25/2011;13;475.8343;374.4962;270.3962;58.9021;184.8176;4.0564
1/25/2011;14;268.0248;27.9076;248.9985;61.4547;200.8815;3.9263
1/25/2011;15;197.8275;33.1124;182.9822;66.8787;215.4403;3.5372
1/25/2011;16;201.9844;82.5011;176.0192;74.5265;228.0993;4.6042
1/25/2011;17;50.078;0.15;50.6276;83.704;239.0616;3.6499
1/25/2011;18;-0.5826;-0.4647;0.2564;94.1072;248.8057;2.8602
1/25/2011;19;-1.5507;-0.3763;-0.9034;105.19;257.8983;2.0106
1/25/2011;20;-1.5894;-0.4247;-1.0041;116.5908;266.9813;1.183
1/25/2011;21;-1.5917;-0.2613;-0.743;128.0818;276.9091;0.428
1/25/2011;22;-1.3576;-0.259;-0.8523;139.2812;289.1129;-0.0754
1/25/2011;23;-1.5234;-0.2912;-0.4066;149.4563;306.4307;-0.6639
1/26/2011;0;-1.7737;-0.5016;-0.4158;156.8634;333.7879;-1.2468
1/26/2011;1;-1.4928;-0.292;-0.4377;158.3879;89.0903;-1.3208
1/26/2011;2;-1.4039;-0.1193;-0.5981;153.0496;43.5423;-0.4585
1/26/2011;3;-1.4486;-0.165;-0.6518;143.7234;64.405;-0.1141
1/26/2011;4;-1.5211;-0.1346;-0.6438;132.8196;78.2753;-0.4627
1/26/2011;5;-1.4889;-0.1347;-0.7284;121.3825;88.9207;-0.7029
1/26/2011;6;-1.5234;-0.1064;-0.6571;109.8929;98.2246;-0.5618
1/26/2011;7;-1.5662;-0.1091;-0.4972;98.6603;107.219;-0.3719
1/26/2011;8;12.759;-0.0348;13.5235;87.8171;116.6094;-0.2697
1/26/2011;9;122.0931;120.8638;88.7795;78.1142;126.9895;0.4603
1/26/2011;10;363.204;874.1185;53.4252;69.7027;138.8918;3.897
1/26/2011;11;495.3978;971.612;51.6556;63.223;152.6783;4.6962
1/26/2011;12;571.82;996.0457;57.3072;59.3605;168.2508;5.6738
1/26/2011;13;584.4037;978.6448;66.6439;58.649;184.777;6.4732
1/26/2011;14;536.88;951.6017;70.5595;61.2;200.9075;7.1304
1/26/2011;15;425.0467;907.1622;57.5362;66.6333;215.5193;7.3864
1/26/2011;16;271.5132;802.592;46.5433;74.2958;228.2145;7.585
1/26/2011;17;94.494;463.7997;27.529;83.492;239.201;6.8799
1/26/2011;18;0.352;-0.5693;1.0647;93.8995;248.9635;4.6862
1/26/2011;19;-2.1811;-0.4716;-1.3064;104.9957;258.0738;4.1205
1/26/2011;20;-2.1925;-0.3179;-1.2271;116.4012;267.177;4.3695
1/26/2011;21;-2.1403;-0.255;-1.1754;127.8907;277.1295;4.7618
1/26/2011;22;-2.1297;-0.2197;-1.1505;139.0794;289.3596;5.6166
1/26/2011;23;-1.8643;-0.1776;-1.1078;149.2313;306.6767;6.2648
1/27/2011;0;-1.849;-0.1848;-1.1479;156.6106;333.8912;6.5808
1/27/2011;1;-1.7281;-0.1073;-1.0955;158.1477;88.8556;6.9768
1/27/2011;2;-1.6509;-0.2284;-1.0364;152.8669;43.1423;7.1565
1/27/2011;3;-1.813;-0.2438;-1.0357;143.586;64.033;6.8427
1/27/2011;4;-1.8276;-0.2608;-1.1644;132.7041;77.9577;6.7674
1/27/2011;5;-2.0537;-0.3976;-1.2359;121.2737;88.644;6.3897
1/27/2011;6;-2.1328;-0.3721;-1.3267;109.7807;97.9749;6.0869
1/27/2011;7;-1.9723;-0.3336;-1.0922;98.5374;106.9869;6.0642
1/27/2011;8;35.1375;232.6789;12.9508;87.6744;116.3897;5.9686
1/27/2011;9;191.9208;711.4173;36.6632;77.9525;126.7816;7.5731
1/27/2011;10;356.4542;852.3557;53.765;69.5132;138.7018;9.1027
1/27/2011;11;491.69;956.9923;52.6843;63.0043;152.5204;9.568
1/27/2011;12;532.3592;834.4665;98.1393;59.1165;168.1454;10.9517
1/27/2011;13;564.9323;788.8682;140.1363;58.3904;184.74;12.3873
1/27/2011;14;444.885;470.5913;200.9403;60.9407;200.9388;12.6533
1/27/2011;15;405.0992;523.4412;185.8435;66.3843;215.6042;12.8167
1/27/2011;16;296.3878;755.8083;84.6972;74.0624;228.3358;12.7083
1/27/2011;17;86.9096;387.5703;32.2271;83.2777;239.3466;11.0268
1/27/2011;18;1.0675;-0.5349;1.8822;93.6907;249.1275;9.198
1/27/2011;19;-2.137;-0.4276;-1.3338;104.8002;258.2554;8.5705
1/27/2011;20;-2.2708;-0.3368;-1.3304;116.2104;267.379;8.3947
1/27/2011;21;-2.4031;-0.5006;-1.2663;127.6981;277.3567;8.224
1/27/2011;22;-2.3706;-0.3821;-1.3637;138.8756;289.6137;8.1207
1/27/2011;23;-2.4234;-0.3475;-1.3191;149.0035;306.931;8.0903
1/28/2011;0;-2.4375;-0.2803;-1.2416;156.3536;334.0042;9.145
1/28/2011;1;-2.3922;-0.2232;-1.2944;157.9012;88.6312;9.7508
1/28/2011;2;-2.321;-0.3848;-1.3443;152.6768;42.7461;10.1313
1/28/2011;3;-2.4147;-0.3767;-1.3132;143.4415;63.66;10.288
