DATE (MM/DD/YYYY),HOUR-MST,Avg Global CM22 Vent [W/m^2],Avg Direct CH1 [W/m^2],Avg Diffuse 8-48 Vent [W/m^2]
1/23/2009,12,163.4852,0.6098,160.7950
1/23/2009,13,148.2436,0.3094,146.7902
1/23/2009,14,128.2045,0.5337,127.3758
1/23/2009,15,83.5302,0.0330,82.5500
1/23/2009,16,31.3275,0.0223,30.2651
1/23/2009,17,13.9671,-0.1056,12.8990
1/23/2009,18,0.0091,-0.2948,-1.2580
1/23/2009,19,-0.3036,-0.2526,-1.7522
1/23/2009,20,-0.2962,-0.1611,-1.6342
1/23/2009,21,-0.3332,-0.0993,-1.3691
1/23/2009,22,-0.3521,-0.1028,-1.1064
1/23/2009,23,-0.3513,-0.3656,-1.3698
1/24/2009,0,-0.3474,-0.1683,-1.4462
1/24/2009,1,-0.3727,-0.2008,-1.3077
1/24/2009,2,-0.3463,-0.1814,-1.4983
1/24/2009,3,-0.3738,-0.2051,-1.4479
1/24/2009,4,-0.3686,-0.0781,-1.3117
1/24/2009,5,-0.3525,-0.3885,-1.1727
1/24/2009,6,-0.3895,-0.5977,-1.3500
1/24/2009,7,-0.3117,-0.3253,-1.1231
1/24/2009,8,12.8792,-0.0799,12.1456
1/24/2009,9,77.7453,0.2786,77.5660
1/24/2009,10,179.3048,22.7274,169.9324
1/24/2009,11,426.7395,679.2440,117.1120
1/24/2009,12,550.4367,929.5362,79.8855
1/24/2009,13,567.9455,916.1492,97.7980
1/24/2009,14,488.0173,663.9200,170.8682
1/24/2009,15,378.6253,724.9194,84.4995
1/24/2009,16,208.0513,547.0974,59.2766
1/24/2009,17,70.1886,233.8664,30.7929
1/24/2009,18,1.6046,-1.0088,0.1953
1/24/2009,19,-0.9297,-0.5519,-1.8173
1/24/2009,20,-0.9090,-0.5106,-1.7438
1/24/2009,21,-1.0028,-0.3207,-1.4584
1/24/2009,22,-0.9960,-0.3513,-1.5465
1/24/2009,23,-0.4852,-0.5485,-2.0272
1/25/2009,0,-0.2431,-0.2660,-1.7675
1/25/2009,1,-0.3201,-0.0955,-1.6087
1/25/2009,2,-0.3489,0.1060,-1.3768
1/25/2009,3,-0.3397,0.2043,-1.2359
1/25/2009,4,-0.3408,-0.2865,-1.5550
1/25/2009,5,-0.2982,-0.2341,-1.6990
1/25/2009,6,-0.3045,-0.2644,-1.8017
1/25/2009,7,-0.3972,-0.1293,-1.6055
1/25/2009,8,4.8074,-0.1250,3.8566
1/25/2009,9,27.4518,-0.0898,26.6033
1/25/2009,10,68.4830,0.3917,68.3189
1/25/2009,11,119.8023,0.2250,119.9186
1/25/2009,12,129.3802,0.3932,130.1049
1/25/2009,13,94.5985,0.2496,94.4347
1/25/2009,14,93.8400,0.5582,94.0745
1/25/2009,15,73.8341,0.2046,73.7449
1/25/2009,16,26.5679,-0.0427,25.5820
1/25/2009,17,8.9107,-0.0865,7.9835
1/25/2009,18,-0.0997,-0.2174,-1.2223
1/25/2009,19,-0.3643,-0.1689,-1.5946
1/25/2009,20,-0.4451,-0.1591,-1.6254
1/25/2009,21,-0.5215,-0.1512,-1.6752
1/25/2009,22,-0.5647,-0.1251,-1.6577
1/25/2009,23,-0.5683,-0.2113,-1.7608
1/26/2009,0,-0.5151,-0.2500,-1.9181
1/26/2009,1,-0.5237,-0.1915,-1.8874
1/26/2009,2,-0.4943,-0.2188,-1.8697
1/26/2009,3,-0.4969,-0.2428,-1.9778
1/26/2009,4,-0.4546,-0.2448,-1.8887
1/26/2009,5,-0.4081,-0.2516,-1.9062
1/26/2009,6,-0.4312,-0.1278,-1.6925
1/26/2009,7,-0.3494,-0.1794,-1.7039
1/26/2009,8,50.0878,0.1931,50.2622
1/26/2009,9,286.5515,0.4464,291.1658
1/26/2009,10,178.7545,0.0584,180.1632
1/26/2009,11,318.1577,31.2355,301.9950
1/26/2009,12,295.2587,10.7591,289.2955
1/26/2009,13,470.0913,201.1626,363.3803
1/26/2009,14,472.6698,356.3178,302.0448
1/26/2009,15,370.8473,151.1752,304.3755
1/26/2009,16,139.2809,-0.0180,139.6870
1/26/2009,17,45.3706,-0.3396,44.7298
1/26/2009,18,1.1901,-0.2670,0.0147
1/26/2009,19,-0.3132,-0.1721,-1.4966
1/26/2009,20,-0.3457,-0.1169,-1.5189
1/26/2009,21,-0.3559,-0.1472,-1.3795
1/26/2009,22,-0.4407,-0.3411,-1.6307
1/26/2009,23,-0.3167,-0.2222,-1.6384
1/27/2009,0,-0.5061,-0.2843,-1.7147
1/27/2009,1,-0.7419,-0.3111,-1.6340
1/27/2009,2,-0.6907,-0.2969,-1.5272
1/27/2009,3,-0.7969,-0.3896,-1.7712
1/27/2009,4,-0.6316,-0.1764,-1.6471
1/27/2009,5,-0.6588,-0.2957,-1.7024
1/27/2009,6,-0.8401,-0.3492,-1.5510
1/27/2009,7,-0.9587,-0.3366,-1.2050
1/27/2009,8,33.1613,90.9565,16.5773
1/27/2009,9,257.0465,674.6047,57.9953
1/27/2009,10,447.6987,864.6023,82.5622
1/27/2009,11,532.5010,948.5725,93.0251
1/27/2009,12,607.4260,982.7550,98.8217
1/27/2009,13,625.3347,1003.2623,92.6755
1/27/2009,14,576.5455,1002.6270,82.5395
1/27/2009,15,468.0367,974.5030,67.9511
1/27/2009,16,307.2193,889.1257,53.1061
1/27/2009,17,110.1662,534.2079,29.9442
1/27/2009,18,1.7842,-0.3238,1.3535
1/27/2009,19,-1.3617,-0.2315,-1.7502
1/27/2009,20,-1.5268,-0.0379,-1.6540
1/27/2009,21,-1.2579,-0.0810,-1.6820
1/27/2009,22,-0.8816,-0.0351,-1.6382
1/27/2009,23,-0.8584,-0.0155,-1.6278
1/28/2009,0,-0.8892,-0.2922,-1.7575
1/28/2009,1,-1.2615,-0.2416,-1.7329
1/28/2009,2,-1.2896,-0.4000,-1.6624
1/28/2009,3,-1.2368,-0.3451,-1.6689
1/28/2009,4,-1.1812,-0.3206,-1.5708
1/28/2009,5,-1.2618,-0.3039,-1.5460
1/28/2009,6,-1.4146,-0.3453,-1.4224
1/28/2009,7,-1.3736,-0.2746,-1.6151
1/28/2009,8,21.6310,43.1976,15.6818
1/28/2009,9,177.8834,413.8011,88.4714
1/28/2009,10,407.5968,888.3452,88.4645
1/28/2009,11,362.4456,598.6636,89.2427
1/28/2009,12,624.0993,1002.1897,100.5258
1/28/2009,13,607.7720,891.3658,130.0382
1/28/2009,14,572.2513,928.1318,110.1220
1/28/2009,15,467.6555,935.1772,79.8385
1/28/2009,16,299.4270,820.0462,61.2308
1/28/2009,17,82.6039,282.5884,31.1867
1/28/2009,18,1.7839,-0.3342,1.1666
1/28/2009,19,-1.3693,-0.3106,-1.7689
1/28/2009,20,-1.2659,-0.3659,-1.7187
1/28/2009,21,-1.2803,-0.2941,-1.8725
1/28/2009,22,-1.2154,-0.4193,-1.8897
1/28/2009,23,-1.2790,-0.3785,-1.8783
1/29/2009,0,-1.1948,-0.3819,-2.1371
1/29/2009,1,-1.2616,-0.2164,-2.0046
1/29/2009,2,-1.2755,-0.2667,-1.9223
1/29/2009,3,-1.1512,-0.3567,-1.9856
1/29/2009,4,-1.2303,-0.2455,-1.9667
1/29/2009,5,-1.0912,-0.2245,-1.9683
1/29/2009,6,-1.0025,-0.1832,-1.8179
1/29/2009,7,-0.8613,-0.2554,-1.7710
1/29/2009,8,46.8011,296.2090,16.3178
1/29/2009,9,219.3213,777.8345,42.9505
1/29/2009,10,389.8848,908.9278,60.4722
1/29/2009,11,527.3333,985.0272,65.9040
1/29/2009,12,605.3792,1012.9767,69.5648
1/29/2009,13,618.8138,1016.6600,68.7161
1/29/2009,14,569.3255,997.7363,65.9174
1/29/2009,15,460.2580,950.1755,60.3111
1/29/2009,16,299.1483,842.0897,50.1843
1/29/2009,17,110.4224,520.1244,29.5427
1/29/2009,18,2.1677,-0.6137,1.8394
1/29/2009,19,-1.4015,-0.2346,-1.9206
1/29/2009,20,-1.3832,-0.2860,-1.8562
1/29/2009,21,-1.3615,-0.2221,-1.9261
1/29/2009,22,-1.3401,-0.2088,-1.9282
1/29/2009,23,-1.3807,-0.1723,-1.8843
1/30/2009,0,-1.3695,-0.1962,-1.9108
1/30/2009,1,-1.3877,-0.1446,-1.9167
1/30/2009,2,-1.4390,-0.1871,-1.8495
1/30/2009,3,-1.4192,-0.3129,-1.9222
1/30/2009,4,-1.4659,-0.4045,-1.7028
1/30/2009,5,-1.5381,-0.2025,-1.8564
1/30/2009,6,-1.4263,-0.3106,-1.9000
1/30/2009,7,-1.2917,-0.2651,-1.7302
1/30/2009,8,49.4238,339.7853,15.3153
1/30/2009,9,219.7267,766.2225,44.1164
1/30/2009,10,375.6003,819.9548,71.8107
1/30/2009,11,516.6178,924.4462,79.4942
1/30/2009,12,601.9588,1010.9630,64.9001
1/30/2009,13,616.7732,1020.8155,61.8039
1/30/2009,14,555.1572,959.1797,67.5015
1/30/2009,15,447.0262,904.9668,62.5639
1/30/2009,16,280.3867,754.3393,53.5579
1/30/2009,17,99.2316,425.5797,30.9937
1/30/2009,18,2.6961,-1.0209,1.9392
1/30/2009,19,-1.4930,-0.3278,-2.0529
1/30/2009,20,-1.6894,-0.3132,-1.8995
1/30/2009,21,-1.6770,-0.3529,-1.9387
1/30/2009,22,-1.7024,-0.3271,-1.9730
1/30/2009,23,-1.6448,-0.3896,-2.0282
1/31/2009,0,-1.6984,-0.3414,-1.9897
1/31/2009,1,-1.8168,-0.2292,-2.0269
1/31/2009,2,-1.7255,-0.4551,-2.1255
1/31/2009,3,-1.7828,-0.4105,-2.1579
1/31/2009,4,-1.8378,-0.4158,-2.0287
1/31/2009,5,-1.8425,-0.4563,-2.1412
1/31/2009,6,-1.8481,-0.3840,-2.0858
1/31/2009,7,-1.6538,-0.4252,-1.8074
1/31/2009,8,53.4460,369.0510,16.1286
1/31/2009,9,227.7795,820.9768,38.4723
1/31/2009,10,398.4957,950.6558,49.7474
1/31/2009,11,534.5608,1008.3090,56.9899
1/31/2009,12,608.5975,1032.9283,57.2203
1/31/2009,13,635.2640,1010.2750,80.8816
1/31/2009,14,396.6857,172.3045,297.9243
1/31/2009,15,267.4303,26.6871,254.4360
1/31/2009,16,109.5953,-0.0032,109.9266
1/31/2009,17,123.1826,493.9989,49.6887
1/31/2009,18,9.6304,-0.4932,9.0828
1/31/2009,19,-1.4753,-0.4194,-2.0961
1/31/2009,20,-1.3948,-0.6181,-2.1082
1/31/2009,21,-1.4177,-0.3174,-2.0816
1/31/2009,22,-1.3674,-0.6228,-1.7044
1/31/2009,23,-1.5117,-0.4035,-1.8981
2/1/2009,0,-1.4771,-0.4392,-2.0539
2/1/2009,1,-1.4030,-0.5614,-1.8241
2/1/2009,2,-1.3347,-0.3946,-1.8336
2/1/2009,3,-1.4499,-0.2085,-1.9884
2/1/2009,4,-1.3148,-0.3909,-2.0264
2/1/2009,5,-1.3227,-0.4967,-1.9304
2/1/2009,6,-1.2576,-0.0838,-1.7361
2/1/2009,7,-0.8728,-0.4099,-1.8794
2/1/2009,8,14.9345,-0.2279,14.3518
2/1/2009,9,144.1527,197.0392,98.0803
2/1/2009,10,392.2760,877.8600,62.2498
2/1/2009,11,539.7040,1011.5215,56.5972
2/1/2009,12,619.5538,1038.3367,59.3915
2/1/2009,13,630.8227,1028.8000,62.6247
2/1/2009,14,575.0647,990.0897,63.4861
2/1/2009,15,462.5200,924.1750,61.7078
2/1/2009,16,304.8553,828.8675,49.7458
2/1/2009,17,121.3257,564.9620,30.4741
2/1/2009,18,3.2385,-0.8433,2.7978
2/1/2009,19,-1.3667,-0.5539,-1.6057
2/1/2009,20,-1.2308,-0.5432,-1.4130
2/1/2009,21,-1.1901,-0.0839,-1.3714
2/1/2009,22,-1.1251,-0.3273,-1.3967
2/1/2009,23,-0.9488,-0.4115,-1.4801
2/2/2009,0,-1.2519,-0.0540,-1.3729
2/2/2009,1,-1.0102,-0.5557,-1.6639
2/2/2009,2,-1.3375,-0.3241,-1.6826
2/2/2009,3,-1.4385,-0.4058,-1.6238
2/2/2009,4,-1.5174,-0.5086,-1.6085
2/2/2009,5,-1.6713,-0.2757,-1.5629
2/2/2009,6,-1.3225,-0.6641,-1.7371
2/2/2009,7,-1.4876,0.0029,-1.3281
2/2/2009,8,62.7734,279.3344,32.1504
2/2/2009,9,213.5977,444.0405,108.4993
2/2/2009,10,286.2997,432.1342,115.6440
2/2/2009,11,533.3512,898.7697,98.7214
2/2/2009,12,406.5157,199.4166,297.1065
2/2/2009,13,311.2560,44.1217,285.4637
2/2/2009,14,196.3188,14.0515,189.4527
2/2/2009,15,284.4563,257.3433,169.6783
2/2/2009,16,181.0612,173.1886,117.9134
2/2/2009,17,127.0780,434.7746,65.3336
2/2/2009,18,7.6601,-0.4619,6.8541
2/2/2009,19,-1.3312,-0.2662,-2.0069
2/2/2009,20,-1.4091,-0.2624,-1.7688
2/2/2009,21,-1.3279,-0.1986,-1.8659
2/2/2009,22,-1.2136,-0.2966,-2.0384
2/2/2009,23,-1.4522,-0.2353,-1.8632
2/3/2009,0,-1.4142,-0.3334,-1.8992
2/3/2009,1,-1.4560,-0.2760,-1.9246
2/3/2009,2,-1.4324,-0.2824,-1.8631
2/3/2009,3,-1.3629,-0.3421,-2.0348
2/3/2009,4,-1.3973,-0.2624,-1.9789
2/3/2009,5,-1.4370,-0.2348,-1.8980
2/3/2009,6,-1.3960,-0.3352,-1.9548
2/3/2009,7,-1.1490,-0.2970,-1.6836
2/3/2009,8,57.2829,389.5552,15.6499
2/3/2009,9,228.4540,802.0145,35.9172
2/3/2009,10,397.8995,932.2802,45.5551
2/3/2009,11,526.5085,982.0687,50.5893
2/3/2009,12,602.0280,1003.3672,53.4316
2/3/2009,13,618.0157,1007.2667,54.8219
2/3/2009,14,572.3108,986.0377,56.3413
2/3/2009,15,430.0693,826.7140,65.4832
2/3/2009,16,315.6228,859.2495,45.1763
2/3/2009,17,130.0223,603.6249,29.2635
2/3/2009,18,3.5984,-1.0053,2.7985
2/3/2009,19,-1.4461,-0.6441,-2.0625
2/3/2009,20,-1.3369,-0.7111,-2.0154
2/3/2009,21,-1.5144,-0.5007,-2.1766
2/3/2009,22,-1.5097,-0.3477,-1.8753
2/3/2009,23,-1.6371,-0.2325,-1.8207
2/4/2009,0,-1.6427,-0.4172,-1.9238
2/4/2009,1,-1.6366,-0.3121,-1.9586
2/4/2009,2,-1.6362,-0.3392,-1.9943
2/4/2009,3,-1.5965,-0.4148,-2.0390
2/4/2009,4,-1.6012,-0.4274,-2.0191
2/4/2009,5,-1.6548,-0.3336,-1.9888
2/4/2009,6,-1.6470,-0.4036,-1.9979
2/4/2009,7,-1.3317,-0.2959,-1.5914
2/4/2009,8,63.4460,431.4426,16.9729
2/4/2009,9,243.3427,844.9462,37.5283
2/4/2009,10,418.6295,973.3720,47.7774
2/4/2009,11,551.5448,1021.2933,52.9580
2/4/2009,12,633.9022,1054.8233,53.0798
2/4/2009,13,649.2482,1057.5250,53.4546
2/4/2009,14,599.8917,1035.0200,54.0013
2/4/2009,15,489.6640,986.3082,51.3905
2/4/2009,16,330.2650,896.3310,44.7293
2/4/2009,17,136.6125,628.8131,30.2109
2/4/2009,18,3.9960,-1.0349,2.7974
2/4/2009,19,-1.7756,-0.4289,-2.7795
2/4/2009,20,-1.9644,-0.5619,-2.5008
2/4/2009,21,-1.7093,-0.6063,-2.3172
2/4/2009,22,-1.7564,-0.5287,-2.6773
2/4/2009,23,-1.8381,-0.4766,-2.2000
2/5/2009,0,-1.8946,-0.4400,-2.3903
2/5/2009,1,-1.7905,-0.5129,-2.1970
2/5/2009,2,-1.8053,-0.5509,-1.9644
2/5/2009,3,-1.9754,-0.4465,-1.6159
2/5/2009,4,-2.0373,-0.1860,-1.7808
2/5/2009,5,-1.8776,-0.4821,-2.1164
2/5/2009,6,-1.7489,-0.5481,-2.2513
2/5/2009,7,-0.6898,-0.2343,-0.6081
2/5/2009,8,76.9557,399.7679,33.5189
2/5/2009,9,244.1402,727.4567,63.4741
2/5/2009,10,420.3402,940.8448,55.5555
2/5/2009,11,557.8020,1003.1160,62.8182
2/5/2009,12,629.7513,929.7535,108.9697
2/5/2009,13,653.2570,996.9675,86.2233
2/5/2009,14,600.3247,1013.3095,61.1281
2/5/2009,15,494.0360,967.6958,58.8067
2/5/2009,16,232.7885,433.2458,76.9494
2/5/2009,17,61.5354,44.2663,52.6019
2/5/2009,18,3.4772,-0.8819,2.7963
2/5/2009,19,-1.4756,-0.5921,-2.5684
2/5/2009,20,-1.6744,-0.7416,-2.6232
2/5/2009,21,-1.5160,-0.5264,-2.3397
2/5/2009,22,-1.3815,-0.3204,-2.4174
2/5/2009,23,-1.4669,-0.4920,-2.3698
2/6/2009,0,-1.4535,-0.5294,-2.3265
2/6/2009,1,-1.3818,-0.5958,-2.5038
2/6/2009,2,-1.4751,-0.5615,-2.3804
2/6/2009,3,-1.5540,-0.4684,-2.4270
2/6/2009,4,-1.5098,-0.6391,-2.4531
2/6/2009,5,-1.5546,-0.5099,-2.2655
2/6/2009,6,-1.8503,-0.0284,-2.1001
2/6/2009,7,-1.1822,-0.6195,-2.3325
2/6/2009,8,62.9905,372.1055,19.4536
2/6/2009,9,238.8682,771.4513,44.7234
2/6/2009,10,415.2058,920.0815,54.1121
2/6/2009,11,546.6073,980.5220,58.2494
2/6/2009,12,628.7563,1023.6983,56.7662
2/6/2009,13,642.3048,1024.4158,56.7262
2/6/2009,14,600.4195,1014.4950,56.2899
2/6/2009,15,494.6438,966.2647,55.9001
2/6/2009,16,337.4298,884.3033,46.6633
2/6/2009,17,133.8910,512.7684,35.2279
2/6/2009,18,5.4004,-0.6768,4.1312
2/6/2009,19,-1.4131,-0.7097,-2.3167
2/6/2009,20,-1.4539,-0.4450,-2.4782
2/6/2009,21,-1.4501,-0.3358,-2.4997
2/6/2009,22,-1.4241,-0.4022,-2.4628
2/6/2009,23,-1.4145,-0.3852,-2.3200
2/7/2009,0,-1.4667,-0.4117,-1.7094
2/7/2009,1,-1.4235,-0.5432,-1.6944
2/7/2009,2,-1.5564,-0.4156,-1.5092
2/7/2009,3,-1.4866,-0.5600,-1.5496
2/7/2009,4,-1.4864,-0.4122,-1.2887
2/7/2009,5,-1.3277,-0.5991,-1.6640
2/7/2009,6,-1.3268,-0.4800,-1.6612
2/7/2009,7,-0.8933,-0.4898,-0.8876
2/7/2009,8,63.8507,369.4312,18.1410
2/7/2009,9,230.2033,754.1092,42.0408
2/7/2009,10,415.3053,786.3168,108.0152
2/7/2009,11,609.1878,847.0373,181.9037
2/7/2009,12,454.7740,453.3858,196.5693
2/7/2009,13,471.7537,290.4693,302.0545
2/7/2009,14,322.8335,90.0849,271.2157
2/7/2009,15,271.6113,91.7442,228.8952
2/7/2009,16,149.3859,11.2856,144.7469
2/7/2009,17,55.8108,-0.3406,55.2634
2/7/2009,18,6.1251,-0.4249,4.9979
2/7/2009,19,-1.1435,-0.2559,-2.3409
2/7/2009,20,-1.0527,-0.3133,-1.7016
2/7/2009,21,-1.1988,-0.4407,-1.9206
2/7/2009,22,-1.1512,-0.5434,-1.6174
2/7/2009,23,-1.1248,-0.5149,-1.7602
2/8/2009,0,-1.1513,-0.3694,-1.2864
2/8/2009,1,-1.0772,-0.5130,-1.4617
2/8/2009,2,-1.2690,-0.3752,-1.5214
2/8/2009,3,-1.1760,-0.4693,-1.4818
2/8/2009,4,-1.1710,-0.6585,-1.4388
2/8/2009,5,-1.0714,-0.6488,-1.6668
2/8/2009,6,-1.1291,-0.3752,-1.5944
2/8/2009,7,-0.5615,-0.3700,-1.2348
2/8/2009,8,68.8482,56.0221,60.5359
2/8/2009,9,148.2522,39.9661,140.6047
2/8/2009,10,181.1593,61.1191,155.1057
2/8/2009,11,426.4193,265.6792,292.0535
2/8/2009,12,349.0328,53.4154,318.3168
2/8/2009,13,373.4452,92.5044,320.5343
2/8/2009,14,418.7970,248.6813,281.1470
2/8/2009,15,418.2325,502.3749,185.5425
2/8/2009,16,132.9872,18.1186,125.9173
2/8/2009,17,79.4348,13.3611,76.7460
2/8/2009,18,2.6789,-0.4192,2.0155
2/8/2009,19,-0.6437,-0.2918,-1.3207
2/8/2009,20,-0.6328,-0.3617,-1.2905
2/8/2009,21,-0.7993,-0.4935,-1.4140
2/8/2009,22,-0.9264,-0.2969,-1.4429
2/8/2009,23,-0.6853,-0.4139,-1.5871
2/9/2009,0,-0.7615,-0.3581,-1.5879
2/9/2009,1,-0.9363,-0.5603,-1.5439
2/9/2009,2,-0.7541,-0.2601,-1.5640
2/9/2009,3,-0.5932,-0.0576,-1.5509
2/9/2009,4,-0.5904,-0.1711,-1.8760
2/9/2009,5,-0.9521,0.4490,-1.1354
2/9/2009,6,-0.9598,0.0152,-1.5201
2/9/2009,7,-0.7237,-0.1896,-1.4720
2/9/2009,8,46.4064,61.0587,36.2407
2/9/2009,9,170.4008,185.6956,117.2378
2/9/2009,10,406.8615,765.0583,91.4570
2/9/2009,11,582.0600,1010.1835,66.2532
2/9/2009,12,656.7502,1040.0067,61.3845
2/9/2009,13,675.3840,1049.4033,60.4919
2/9/2009,14,631.9037,1041.0800,58.5820
2/9/2009,15,526.2053,1011.4512,53.8557
2/9/2009,16,360.7427,924.0345,46.1316
2/9/2009,17,165.4140,701.2228,34.9307
2/9/2009,18,6.2976,6.0715,5.1405
2/9/2009,19,-1.3116,-0.2871,-1.4906
2/9/2009,20,-1.1749,-0.3779,-1.5243
2/9/2009,21,-1.4348,-0.4842,-1.5566
2/9/2009,22,-1.4787,-0.6462,-1.5125
2/9/2009,23,-1.5964,-0.4484,-1.5346
2/10/2009,0,-1.4548,-0.5766,-1.4882
2/10/2009,1,-1.2030,-0.4841,-1.3126
2/10/2009,2,-1.3958,-0.3023,-1.2244
2/10/2009,3,-1.2643,-0.3243,-1.4844
2/10/2009,4,-1.2278,-0.6095,-1.5354
2/10/2009,5,-1.1927,-0.2653,-1.3577
2/10/2009,6,-1.0936,-0.2544,-1.4775
2/10/2009,7,-0.2103,-0.6106,-1.1165
2/10/2009,8,80.2573,482.3001,21.3782
2/10/2009,9,265.9967,837.3830,41.5994
2/10/2009,10,483.7832,947.7837,94.4718
2/10/2009,11,633.3560,807.3382,214.3991
2/10/2009,12,463.8862,273.8787,295.7417
2/10/2009,13,290.0077,37.2807,266.3503
2/10/2009,14,245.8730,2.8295,244.8300
2/10/2009,15,173.6128,1.3151,174.0338
2/10/2009,16,79.4222,-0.4023,78.5207
2/10/2009,17,29.8075,-0.1418,29.3634
2/10/2009,18,3.6440,-0.3301,2.9904
2/10/2009,19,-0.5895,-0.2003,-1.2249
2/10/2009,20,-0.3918,-0.2410,-1.4047
2/10/2009,21,-0.4336,-0.2801,-1.6602
2/10/2009,22,-0.6357,-0.4537,-1.7918
2/10/2009,23,-1.1313,-0.5771,-1.8312
2/11/2009,0,-1.1795,-0.4536,-1.8459
2/11/2009,1,-1.1719,-0.4491,-1.6661
2/11/2009,2,-0.9257,-0.6680,-1.3745
2/11/2009,3,-1.0538,-0.5598,-1.1726
2/11/2009,4,-1.0425,-0.4304,-1.1056
2/11/2009,5,-1.0996,-0.4104,-1.0205
2/11/2009,6,-1.0095,-0.5337,-0.9283
2/11/2009,7,-0.0230,-0.4485,-0.0944
2/11/2009,8,76.3549,407.9389,25.7735
2/11/2009,9,275.5297,832.3273,50.0730
2/11/2009,10,454.6807,951.0667,63.2869
2/11/2009,11,588.7660,1000.8768,69.8481
2/11/2009,12,668.3483,1030.6717,69.8685
2/11/2009,13,669.9727,947.7633,106.4016
2/11/2009,14,583.4081,834.4296,111.3781
2/11/2009,15,441.9111,737.6327,92.2718
2/11/2009,16,369.3507,896.3875,54.5799
2/11/2009,17,162.5428,620.2914,35.4049
2/11/2009,18,6.7424,-0.3516,5.5335
2/11/2009,19,-1.2748,-0.4678,-2.3229
2/11/2009,20,-1.2516,-0.4793,-1.9616
2/11/2009,21,-1.2889,-0.3797,-1.7588
2/11/2009,22,-1.3079,-0.3627,-1.5249
2/11/2009,23,-1.3326,-0.3560,-1.5178
2/12/2009,0,-1.3253,-0.4206,-1.5555
2/12/2009,1,-1.1991,-0.4196,-1.7080
2/12/2009,2,-1.2183,-0.3958,-1.6365
2/12/2009,3,-1.3361,-0.4384,-1.1571
2/12/2009,4,-1.3195,-0.4410,-1.3440
2/12/2009,5,-1.1447,-0.5602,-1.5333
2/12/2009,6,-1.1858,-0.3340,-1.6347
2/12/2009,7,-0.3499,-0.3307,-0.9046
2/12/2009,8,41.1105,90.3793,27.8220
2/12/2009,9,217.3123,490.7282,81.1402
2/12/2009,10,436.3933,874.9842,68.0497
2/12/2009,11,573.9710,958.0235,70.0032
2/12/2009,12,661.6357,1015.6850,67.2483
2/12/2009,13,672.6878,1005.9447,70.3764
2/12/2009,14,624.1075,982.0927,70.2453
2/12/2009,15,514.0753,922.2640,69.5833
2/12/2009,16,309.2487,631.5982,76.2665
2/12/2009,17,98.9820,165.8402,55.9147
2/12/2009,18,7.5147,-0.4499,6.5859
2/12/2009,19,-0.8498,-0.4066,-1.8763
2/12/2009,20,-1.1760,-0.4941,-1.9388
2/12/2009,21,-1.0719,-0.2915,-2.2612
2/12/2009,22,-0.7695,-0.2495,-1.8682
2/12/2009,23,-0.3667,-0.2968,-1.9082
2/13/2009,0,-0.3199,-0.2680,-2.0364
2/13/2009,1,-0.4412,-0.2625,-1.5615
2/13/2009,2,-0.5914,-0.3014,-1.7026
2/13/2009,3,-0.6427,-0.2734,-1.5813
2/13/2009,4,-0.6524,-0.3220,-1.7049
2/13/2009,5,-0.5788,-0.0908,-1.4546
2/13/2009,6,-0.3593,-0.1347,-1.3990
2/13/2009,7,-0.0672,-0.0796,-1.1174
2/13/2009,8,15.5018,-0.0158,14.5987
2/13/2009,9,54.2792,0.2002,53.0715
2/13/2009,10,209.4278,27.8614,191.1512
2/13/2009,11,294.0863,12.2878,279.1973
2/13/2009,12,305.6153,39.0869,275.0612
2/13/2009,13,143.1467,-0.0076,139.3827
2/13/2009,14,233.9263,13.8795,220.2638
2/13/2009,15,213.3550,50.0708,183.8445
2/13/2009,16,80.2094,-0.1478,77.8602
2/13/2009,17,41.8322,-0.3459,40.0533
2/13/2009,18,4.8743,-0.2425,3.6814
2/13/2009,19,-0.3373,-0.3160,-1.4906
2/13/2009,20,-0.3714,-0.0847,-1.0616
2/13/2009,21,-0.4483,-0.3224,-1.9225
2/13/2009,22,-0.3734,-0.2553,-2.2353
2/13/2009,23,-0.5052,-0.1386,-2.2039
2/14/2009,0,-0.4915,-0.1628,-1.9068
2/14/2009,1,-0.6022,-0.2897,-2.3100
2/14/2009,2,-0.5441,-0.1078,-1.8629
2/14/2009,3,-0.3856,-0.1374,-1.5532
2/14/2009,4,-0.3862,-0.1812,-1.6704
2/14/2009,5,-0.4251,-0.1798,-1.4136
2/14/2009,6,-0.3703,-0.4569,-1.6284
2/14/2009,7,0.1553,-0.2298,-0.6534
2/14/2009,8,33.7749,0.2753,32.3239
2/14/2009,9,129.8241,0.8747,127.0239
2/14/2009,10,201.7475,0.6950,197.9193
2/14/2009,11,208.0732,0.8890,204.3468
2/14/2009,12,253.2362,1.0230,247.2543
2/14/2009,13,229.8037,1.0069,223.3070
2/14/2009,14,93.6208,0.4646,90.9646
2/14/2009,15,114.7924,0.6526,111.4570
2/14/2009,16,97.6659,0.4390,94.6030
2/14/2009,17,62.5956,14.8510,58.8459
2/14/2009,18,19.2828,22.7417,16.2644
2/14/2009,19,-1.0568,-0.5690,-2.0429
2/14/2009,20,-1.1004,-0.4074,-2.1921
2/14/2009,21,-1.0229,-0.5154,-2.1258
2/14/2009,22,-1.0678,-0.4182,-2.1574
2/14/2009,23,-1.1149,-0.3090,-2.1917
