DATE (MM/DD/YYYY),HOUR-MST,Avg Global CM22 Vent [W/m^2],Avg Direct CH1 [W/m^2],Avg Diffuse 8-48 Vent [W/m^2]
11/13/2009,17,0.9022,-0.2661,1.2276
11/13/2009,18,-0.7133,-0.0038,-0.2204
11/13/2009,19,-0.7148,-0.4638,-0.3643
11/13/2009,20,-0.7138,-0.3330,-0.1281
11/13/2009,21,-0.7133,-0.1727,-0.1249
11/13/2009,22,-0.7104,0.0020,-0.3617
11/13/2009,23,-0.5493,0.0564,-0.3668
11/14/2009,0,-0.4831,-0.0999,-0.3712
11/14/2009,1,-0.5811,0.0731,-0.4126
11/14/2009,2,-0.3660,0.1398,-0.3869
11/14/2009,3,-0.4504,-0.0751,-0.3808
11/14/2009,4,-0.5124,0.0738,-0.3950
11/14/2009,5,-0.5136,0.1165,-0.3098
11/14/2009,6,-0.6979,-0.0071,-0.2023
11/14/2009,7,0.0406,-0.0105,0.4741
11/14/2009,8,10.6385,0.0000,10.5886
11/14/2009,9,62.6842,-0.0081,59.6637
11/14/2009,10,122.6102,0.0398,117.0324
11/14/2009,11,137.0722,0.3209,132.7809
11/14/2009,12,170.8749,0.7283,166.2714
11/14/2009,13,179.5017,0.8462,174.8156
11/14/2009,14,95.4973,0.2214,94.5638
11/14/2009,15,42.4584,-0.0714,42.5083
11/14/2009,16,38.8468,-0.1113,38.8633
11/14/2009,17,4.3707,-0.0916,4.6237
11/14/2009,18,-0.5219,-0.1269,-0.1024
11/14/2009,19,-0.6746,-0.0384,-0.2533
11/14/2009,20,-0.6801,-0.1245,-0.4460
11/14/2009,21,-0.6900,-0.1313,-0.3903
11/14/2009,22,-0.7133,-0.1867,-0.5216
11/14/2009,23,-0.7939,-0.1496,-0.6625
11/15/2009,0,-0.9768,-0.0543,-0.6813
11/15/2009,1,-1.0699,-0.1686,-0.5894
11/15/2009,2,-0.9973,-0.1307,-0.5563
11/15/2009,3,-0.8010,-0.1378,-0.5462
11/15/2009,4,-0.7171,-0.1339,-0.5186
11/15/2009,5,-0.7133,-0.0066,-0.3736
11/15/2009,6,-0.7133,-0.1341,-0.2889
11/15/2009,7,0.7083,-0.2090,1.1210
11/15/2009,8,30.7485,-0.0122,30.5031
11/15/2009,9,82.0899,0.0740,80.6240
11/15/2009,10,165.5247,0.4184,162.4061
11/15/2009,11,227.2708,0.6173,223.2888
11/15/2009,12,385.2373,8.2685,374.7177
11/15/2009,13,306.0395,1.8502,303.3608
11/15/2009,14,326.9098,21.9329,314.2663
11/15/2009,15,226.8940,8.2540,222.3755
11/15/2009,16,105.2748,0.0114,104.5700
11/15/2009,17,29.9151,-0.6550,30.2298
11/15/2009,18,-0.8047,-0.0688,-0.3825
11/15/2009,19,-1.2666,-0.2857,-0.4187
11/15/2009,20,-1.1202,-0.2110,-0.3211
11/15/2009,21,-1.0709,-0.2066,-0.3101
11/15/2009,22,-1.0713,-0.1819,-0.2764
11/15/2009,23,-1.0701,-0.1317,-0.2498
11/16/2009,0,-1.0748,-0.0054,-0.1624
11/16/2009,1,-1.1576,-0.1657,-0.2011
11/16/2009,2,-1.2844,-0.1831,-0.2324
11/16/2009,3,-1.3801,-0.2543,-0.2851
11/16/2009,4,-1.4137,-0.2334,-0.2898
11/16/2009,5,-1.4146,-0.3108,-0.2881
11/16/2009,6,-1.4151,-0.2976,-0.2989
11/16/2009,7,2.8722,23.6920,3.5197
11/16/2009,8,106.1593,591.8323,32.1650
11/16/2009,9,290.2312,867.5098,55.7654
11/16/2009,10,452.0178,972.1003,69.0606
11/16/2009,11,561.3137,1013.9500,75.5372
11/16/2009,12,610.3330,1029.8083,77.5939
11/16/2009,13,594.6577,1026.7867,74.7323
11/16/2009,14,513.3570,993.1387,69.6737
11/16/2009,15,371.6055,911.0510,59.3319
11/16/2009,16,193.9377,738.6493,42.9588
11/16/2009,17,27.2019,139.8794,14.1164
11/16/2009,18,-1.4786,-0.4231,-0.3824
11/16/2009,19,-1.6518,-0.3483,-0.3072
11/16/2009,20,-1.4573,-0.4830,-0.4167
11/16/2009,21,-1.4722,-0.3059,-0.3417
11/16/2009,22,-1.5089,-0.3606,-0.3475
11/16/2009,23,-1.4649,-0.4143,-0.4082
11/17/2009,0,-1.4873,-0.2984,-0.3286
11/17/2009,1,-1.6055,-0.2893,-0.3336
11/17/2009,2,-1.5044,-0.3551,-0.4013
11/17/2009,3,-1.4800,-0.2720,-0.3655
11/17/2009,4,-1.4906,-0.3047,-0.3644
11/17/2009,5,-1.5772,-0.3968,-0.3907
11/17/2009,6,-1.6676,-0.3357,-0.3179
11/17/2009,7,2.1964,23.2007,3.0049
11/17/2009,8,97.2386,577.0267,27.7826
11/17/2009,9,272.2672,844.2932,47.9800
11/17/2009,10,425.9168,941.8265,58.2397
11/17/2009,11,533.3165,983.6487,63.8107
11/17/2009,12,581.2348,1001.3723,65.4706
11/17/2009,13,563.6933,986.8273,66.1296
11/17/2009,14,486.9587,960.2708,60.5217
11/17/2009,15,355.3903,893.8583,51.3566
11/17/2009,16,184.6013,728.1118,37.3834
11/17/2009,17,23.9659,131.0462,11.5711
11/17/2009,18,-1.6889,-0.5819,-0.4837
11/17/2009,19,-1.7579,-0.5748,-0.5131
11/17/2009,20,-1.6559,-0.3899,-0.4163
11/17/2009,21,-1.6940,-0.6432,-0.5025
11/17/2009,22,-1.6879,-0.3380,-0.3897
11/17/2009,23,-1.7832,-0.3684,-0.3500
11/18/2009,0,-1.7805,-0.4919,-0.4448
11/18/2009,1,-1.7833,-0.4528,-0.3699
11/18/2009,2,-1.7833,-0.5828,-0.4778
11/18/2009,3,-1.7834,-0.5496,-0.4006
11/18/2009,4,-1.7836,-0.5850,-0.4135
11/18/2009,5,-1.7838,-0.4525,-0.4425
11/18/2009,6,-1.7643,-0.9173,-0.7129
11/18/2009,7,1.7893,16.4322,3.3803
11/18/2009,8,95.6215,592.6693,26.1678
11/18/2009,9,270.3832,862.8748,44.3411
11/18/2009,10,426.1785,956.3493,54.5145
11/18/2009,11,532.9380,1000.0025,59.9937
11/18/2009,12,578.5080,1014.5650,61.1460
11/18/2009,13,560.0590,998.3473,60.7383
11/18/2009,14,482.1700,965.5410,56.7599
11/18/2009,15,348.1395,882.2865,50.2590
11/18/2009,16,177.1429,694.6847,37.6595
11/18/2009,17,22.6191,119.9633,11.3885
11/18/2009,18,-1.7264,-0.7098,-0.5468
11/18/2009,19,-1.8059,-0.6627,-0.4499
11/18/2009,20,-1.7933,-0.2542,-0.4283
11/18/2009,21,-1.7926,-0.3291,-0.4115
11/18/2009,22,-1.7837,-0.2538,-0.4023
11/18/2009,23,-1.7833,-0.3512,-0.4232
11/19/2009,0,-1.7846,-0.3072,-0.3976
11/19/2009,1,-1.7590,-0.5818,-0.3941
11/19/2009,2,-1.8038,-0.3766,-0.2367
11/19/2009,3,-1.6914,-0.7473,-0.3921
11/19/2009,4,-1.5749,-0.6897,-0.5635
11/19/2009,5,-1.5300,-0.5218,-0.4785
11/19/2009,6,-1.5633,-0.5861,-0.5714
11/19/2009,7,0.7284,1.3664,2.0142
11/19/2009,8,68.1277,381.3166,26.8040
11/19/2009,9,101.0908,107.1221,72.9984
11/19/2009,10,310.6348,432.5532,138.4312
11/19/2009,11,505.8762,919.1478,72.6401
11/19/2009,12,555.6713,956.2758,71.4145
11/19/2009,13,539.6935,942.2068,72.3430
11/19/2009,14,456.3627,874.8350,72.4993
11/19/2009,15,326.5885,780.8197,64.5374
11/19/2009,16,166.4797,609.8812,45.2637
11/19/2009,17,20.9332,93.6949,12.4533
11/19/2009,18,-1.4506,-0.6667,-0.6165
11/19/2009,19,-1.4726,-0.5466,-0.4336
11/19/2009,20,-1.4839,-0.4573,-0.4121
11/19/2009,21,-1.4361,-0.3702,-0.4045
11/19/2009,22,-1.4808,-0.4673,-0.4164
11/19/2009,23,-1.5569,-0.4429,-0.3864
11/20/2009,0,-1.6810,-0.4206,-0.3741
11/20/2009,1,-1.7735,-0.4311,-0.3207
11/20/2009,2,-1.7568,-0.6941,-0.6012
11/20/2009,3,-1.7204,-0.2057,-0.3418
11/20/2009,4,-1.7408,-0.2843,-0.3671
11/20/2009,5,-1.7615,-0.4139,-0.4212
11/20/2009,6,-1.7833,-0.5848,-0.4272
11/20/2009,7,0.8939,10.8291,2.3863
11/20/2009,8,89.9591,556.3623,26.9244
11/20/2009,9,264.8328,850.8228,47.0897
11/20/2009,10,419.6782,949.8703,57.0844
11/20/2009,11,527.0832,999.7803,61.8725
11/20/2009,12,568.6205,1005.5122,64.6690
11/20/2009,13,557.5177,1005.4418,63.9993
11/20/2009,14,481.9737,968.7085,60.9580
11/20/2009,15,349.2212,887.1317,54.3771
11/20/2009,16,168.5309,638.4387,40.6051
11/20/2009,17,20.7283,100.8799,11.6871
11/20/2009,18,-1.8459,-0.7022,-0.4765
11/20/2009,19,-1.7833,-0.6259,-0.4948
11/20/2009,20,-1.7840,-0.6727,-0.5426
11/20/2009,21,-1.7833,-0.6803,-0.5765
11/20/2009,22,-1.7255,-0.4848,-0.4783
11/20/2009,23,-1.7833,-0.3592,-0.3823
11/21/2009,0,-1.7574,-0.3348,-0.4069
11/21/2009,1,-1.7913,-0.3128,-0.2982
11/21/2009,2,-1.8678,-0.7003,-0.4208
11/21/2009,3,-1.7598,-0.5361,-0.4867
11/21/2009,4,-1.5941,-0.0808,-0.2275
11/21/2009,5,-1.5681,-0.3080,-0.3292
11/21/2009,6,-1.6353,-0.3338,-0.3267
11/21/2009,7,0.5625,1.7330,2.2287
11/21/2009,8,45.0030,7.6290,45.4104
11/21/2009,9,135.9212,76.9718,111.1600
11/21/2009,10,277.1797,345.0355,137.3680
11/21/2009,11,463.9625,723.7125,123.5236
11/21/2009,12,557.8200,879.2803,117.1978
11/21/2009,13,541.3495,933.8552,85.1180
11/21/2009,14,498.2485,833.3200,135.1758
11/21/2009,15,348.2990,723.7695,106.4980
11/21/2009,16,131.5193,326.5485,67.8900
11/21/2009,17,24.0369,79.6701,17.0548
11/21/2009,18,-1.6114,-0.5058,-0.6102
11/21/2009,19,-1.4119,-0.5214,-0.5705
11/21/2009,20,-1.0888,-0.2810,-0.4371
11/21/2009,21,-1.0867,-0.3477,-0.4069
11/21/2009,22,-1.1484,-0.4308,-0.5517
11/21/2009,23,-1.2202,-0.3043,-0.4109
11/22/2009,0,-1.3316,-0.4816,-0.3545
11/22/2009,1,-1.4594,-0.4611,-0.3848
11/22/2009,2,-1.3380,-0.4144,-0.3651
11/22/2009,3,-1.3019,-0.4748,-0.4353
11/22/2009,4,-1.4597,-0.6621,-0.5623
11/22/2009,5,-1.5077,-0.5676,-0.3789
11/22/2009,6,-1.4624,-0.5713,-0.3180
11/22/2009,7,0.2763,-0.0580,1.3691
11/22/2009,8,109.7537,456.0970,57.2798
11/22/2009,9,274.8818,397.9778,178.1415
11/22/2009,10,298.4767,239.0286,197.9178
11/22/2009,11,424.2382,503.1972,185.2013
11/22/2009,12,578.8387,968.0997,100.3315
11/22/2009,13,528.0290,955.1347,65.2809
11/22/2009,14,456.9402,923.0345,61.0493
11/22/2009,15,310.8342,635.0020,93.7568
11/22/2009,16,190.4605,515.1005,91.7314
11/22/2009,17,23.9256,80.9549,16.6164
11/22/2009,18,-1.7192,-0.5105,-0.3562
11/22/2009,19,-1.5984,-0.6133,-0.4135
11/22/2009,20,-1.6127,-0.6574,-0.5325
11/22/2009,21,-1.5120,-0.4952,-0.4675
11/22/2009,22,-1.4326,-0.3980,-0.3303
11/22/2009,23,-1.4735,-0.4956,-0.4237
11/23/2009,0,-1.4931,-0.6459,-0.3443
11/23/2009,1,-1.4266,-0.5418,-0.4675
11/23/2009,2,-1.4266,-0.3334,-0.3788
11/23/2009,3,-1.2317,-0.2944,-0.3774
11/23/2009,4,-1.2195,-0.0804,-0.1750
11/23/2009,5,-1.1783,-0.2133,-0.2411
11/23/2009,6,-1.2756,-0.4017,-0.4205
11/23/2009,7,-0.2131,-0.0636,0.5175
11/23/2009,8,58.1168,106.0659,45.5594
11/23/2009,9,193.4409,184.2863,141.3207
11/23/2009,10,436.7753,582.2547,217.3223
11/23/2009,11,391.8242,373.9917,219.9380
11/23/2009,12,432.8100,423.2848,220.3618
11/23/2009,13,402.1942,476.1806,167.4677
11/23/2009,14,350.4823,495.4708,141.8705
11/23/2009,15,338.5077,802.8235,74.1084
11/23/2009,16,187.6886,666.5453,62.1018
11/23/2009,17,20.0455,76.9821,13.4758
11/23/2009,18,-1.5312,-0.3957,-0.3023
11/23/2009,19,-1.6509,-0.3089,-0.3188
11/23/2009,20,-1.7207,-0.3267,-0.3151
11/23/2009,21,-1.6298,-0.2930,-0.3287
11/23/2009,22,-1.6537,-0.3702,-0.3424
11/23/2009,23,-1.6727,-0.2440,-0.2922
11/24/2009,0,-1.6136,-0.3133,-0.3107
11/24/2009,1,-1.6064,-0.2899,-0.3059
11/24/2009,2,-1.5245,-0.2906,-0.3077
11/24/2009,3,-1.5331,-0.2711,-0.3118
11/24/2009,4,-1.7217,-0.2941,-0.3293
11/24/2009,5,-1.5923,-0.2986,-0.3444
11/24/2009,6,-1.6040,-0.7891,-0.1536
11/24/2009,7,0.0731,-0.5295,1.5166
11/24/2009,8,77.0852,507.6276,23.8398
11/24/2009,9,245.9290,829.1568,43.4105
11/24/2009,10,399.1733,936.8503,53.3965
11/24/2009,11,501.0622,978.5945,58.9911
11/24/2009,12,542.6153,988.8038,61.2087
11/24/2009,13,530.8112,985.5542,60.2125
11/24/2009,14,459.5548,948.3238,57.5961
11/24/2009,15,332.7827,873.8918,50.1662
11/24/2009,16,169.3676,707.7955,36.6970
11/24/2009,17,16.2101,72.4627,10.3242
11/24/2009,18,-1.6094,-0.7095,-0.5951
11/24/2009,19,-1.7669,-0.3384,-0.0670
11/24/2009,20,-1.6935,-0.5273,-0.3891
11/24/2009,21,-1.6074,-0.5197,-0.4301
11/24/2009,22,-1.6947,-0.3567,-0.3196
11/24/2009,23,-1.5926,-0.2244,-0.2999
11/25/2009,0,-1.5685,-0.0329,-0.2001
11/25/2009,1,-1.5095,-0.5080,-0.3863
11/25/2009,2,-1.6255,0.0862,-0.2012
11/25/2009,3,-1.4201,-0.3207,-0.3353
11/25/2009,4,-1.5148,-0.3403,-0.2383
11/25/2009,5,-1.4892,-0.6986,-0.2031
11/25/2009,6,-1.2562,-1.0338,-0.6538
11/25/2009,7,-0.5392,-0.6007,0.2780
11/25/2009,8,63.4742,200.3352,38.5824
11/25/2009,9,214.1973,580.9863,71.1372
11/25/2009,10,369.5307,750.0178,94.5855
11/25/2009,11,460.9305,733.9838,124.2058
11/25/2009,12,503.6528,802.2623,108.1441
11/25/2009,13,499.5992,878.4617,79.4553
11/25/2009,14,435.9330,888.1922,61.8842
11/25/2009,15,310.0108,774.2385,60.1868
11/25/2009,16,158.9155,593.8227,47.5108
11/25/2009,17,19.3409,55.5947,14.5272
11/25/2009,18,-1.4437,-0.6978,-0.6542
11/25/2009,19,-1.4275,-0.3381,-0.4026
11/25/2009,20,-1.5334,-0.3816,-0.2976
11/25/2009,21,-1.4290,-0.4353,-0.1734
11/25/2009,22,-1.5428,-0.5263,-0.1528
11/25/2009,23,-1.4657,-0.5012,-0.4211
11/26/2009,0,-1.4566,-0.4342,-0.4436
11/26/2009,1,-1.6685,0.0453,-0.1705
11/26/2009,2,-1.4999,-1.1340,-0.5128
11/26/2009,3,-1.5213,0.0480,-0.2136
11/26/2009,4,-1.7099,-0.2245,-0.2729
11/26/2009,5,-1.7831,-0.1287,-0.2862
11/26/2009,6,-1.7773,-0.2287,-0.3465
11/26/2009,7,-0.8150,-0.1133,0.8664
11/26/2009,8,67.3658,452.5660,21.8538
11/26/2009,9,233.0625,823.0682,39.3511
11/26/2009,10,385.6437,937.7263,48.0798
11/26/2009,11,491.1478,982.7798,53.5466
11/26/2009,12,536.7182,990.3570,57.9761
11/26/2009,13,524.3410,982.8595,60.3028
11/26/2009,14,453.3865,949.0392,57.2114
11/26/2009,15,331.1998,882.3133,51.0954
11/26/2009,16,170.5949,739.4555,34.7994
11/26/2009,17,14.6134,69.2011,9.2852
11/26/2009,18,-2.2070,-0.7333,-0.5766
11/26/2009,19,-2.1791,-0.8186,-0.4532
11/26/2009,20,-2.2495,-0.4149,-0.2812
11/26/2009,21,-2.1661,-0.4673,-0.4960
11/26/2009,22,-2.1504,-0.3513,-0.4274
11/26/2009,23,-2.2188,-0.3317,-0.3697
11/27/2009,0,-2.2524,-0.3974,-0.4780
11/27/2009,1,-2.2635,-0.5982,-0.5728
11/27/2009,2,-2.4053,-0.4807,-0.4327
11/27/2009,3,-2.2203,-0.6067,-0.5400
11/27/2009,4,-2.1495,-0.7535,-0.5506
11/27/2009,5,-2.1657,-0.6249,-0.4262
11/27/2009,6,-2.1595,-0.6737,-0.4669
11/27/2009,7,-1.2297,-0.6318,0.6162
11/27/2009,8,70.1150,522.3202,21.0034
11/27/2009,9,238.5270,867.9217,37.7863
11/27/2009,10,392.5945,975.2832,45.6506
11/27/2009,11,500.5263,1017.1897,49.5131
11/27/2009,12,550.4798,1040.0833,50.8082
11/27/2009,13,538.5445,1041.1000,50.4867
11/27/2009,14,465.0460,1004.5575,48.3683
11/27/2009,15,336.1008,926.7523,42.8670
11/27/2009,16,169.6041,756.5385,31.8488
11/27/2009,17,13.8562,67.3777,8.6052
11/27/2009,18,-2.0343,-0.5844,-0.6126
11/27/2009,19,-2.1353,-0.4105,-0.4655
11/27/2009,20,-2.1306,-0.4024,-0.4785
11/27/2009,21,-2.1329,-0.6472,-0.5243
11/27/2009,22,-2.1514,-0.7750,-0.6430
11/27/2009,23,-2.0671,-0.8139,-0.5756
11/28/2009,0,-1.8155,-0.6703,-0.5682
11/28/2009,1,-1.7617,-0.3645,-0.4479
11/28/2009,2,-1.7529,-0.2956,-0.3820
11/28/2009,3,-1.5342,-0.3275,-0.4237
11/28/2009,4,-1.7515,-0.4890,-0.4936
11/28/2009,5,-1.7877,-0.4852,-0.4846
11/28/2009,6,-1.7714,-0.3082,-0.4234
11/28/2009,7,0.9187,-0.2992,2.1906
11/28/2009,8,39.0978,78.6958,35.2303
11/28/2009,9,230.7048,417.7814,123.1338
11/28/2009,10,304.5007,302.8920,199.0548
11/28/2009,11,404.1773,396.5289,228.5208
11/28/2009,12,281.2433,76.4790,240.5200
11/28/2009,13,414.9658,535.8370,164.2699
11/28/2009,14,386.9882,534.4527,162.9515
11/28/2009,15,221.6290,249.8525,136.7527
11/28/2009,16,114.8155,91.1390,95.5535
11/28/2009,17,10.6529,-0.5538,11.7256
11/28/2009,18,-0.7649,-0.2033,-0.2442
11/28/2009,19,-0.7123,-0.3042,-0.2277
11/28/2009,20,-0.6509,-0.3162,-0.1595
11/28/2009,21,-0.7044,-0.2228,-0.1201
11/28/2009,22,-0.7133,-0.2895,-0.2181
11/28/2009,23,-0.7133,-0.1206,-0.3819
11/29/2009,0,-0.7133,-0.3318,-0.4023
11/29/2009,1,-0.7133,-0.2766,-0.2340
11/29/2009,2,-0.7133,-0.0710,-0.3800
11/29/2009,3,-0.7133,-0.0033,-0.3460
11/29/2009,4,-0.7133,-0.4762,-0.3479
11/29/2009,5,-0.7302,-0.4192,-0.3000
11/29/2009,6,-0.8050,-0.1791,-0.3679
11/29/2009,7,-0.6543,-0.5740,-0.0250
11/29/2009,8,47.6907,191.4888,30.7256
11/29/2009,9,110.9222,62.2134,92.0386
11/29/2009,10,358.9218,821.5032,68.4844
11/29/2009,11,459.5833,861.0363,82.1525
11/29/2009,12,504.3378,888.8418,81.7505
11/29/2009,13,494.6973,899.9345,77.0419
11/29/2009,14,422.1278,848.8942,72.6796
11/29/2009,15,296.2942,723.8298,68.4838
11/29/2009,16,141.8743,527.9340,45.6091
11/29/2009,17,12.7145,37.8944,9.9946
11/29/2009,18,-1.4685,-0.7588,-0.6736
11/29/2009,19,-1.4621,-0.5492,-0.4196
11/29/2009,20,-1.4578,-0.3627,-0.4395
11/29/2009,21,-1.4285,-0.4697,-0.3987
11/29/2009,22,-1.4336,-0.3041,-0.3393
11/29/2009,23,-1.4583,-0.4559,-0.4140
11/30/2009,0,-1.4816,-0.2448,-0.2873
11/30/2009,1,-1.5211,-0.4464,-0.3297
11/30/2009,2,-1.4313,-0.1240,-0.3118
11/30/2009,3,-1.4519,-0.2569,-0.3179
11/30/2009,4,-1.4955,-0.3662,-0.3645
11/30/2009,5,-1.6426,-0.3522,-0.3484
11/30/2009,6,-1.7689,-0.5198,-0.3458
11/30/2009,7,-0.9796,-0.4170,0.2824
11/30/2009,8,59.5764,440.0070,19.7034
11/30/2009,9,217.3693,804.5580,37.4415
11/30/2009,10,369.4078,924.8010,45.4548
11/30/2009,11,476.7352,965.8715,56.3390
11/30/2009,12,518.3303,966.0668,59.1164
11/30/2009,13,513.8347,989.4622,53.2453
11/30/2009,14,442.6285,952.7702,52.0881
11/30/2009,15,316.7818,869.0642,47.0022
11/30/2009,16,157.6785,695.1715,33.8664
11/30/2009,17,12.8287,57.8656,8.8485
11/30/2009,18,-2.0504,-0.4358,-0.2380
11/30/2009,19,-1.9187,-0.5049,-0.5315
11/30/2009,20,-1.8281,-0.6661,-0.4931
11/30/2009,21,-1.8238,-0.4309,-0.4016
11/30/2009,22,-1.7921,-0.3636,-0.3815
11/30/2009,23,-1.8030,-0.3775,-0.4055
12/1/2009,0,-1.7985,-0.2569,-0.3478
12/1/2009,1,-1.8365,-0.3056,-0.3616
12/1/2009,2,-1.8968,-0.2744,-0.3326
12/1/2009,3,-1.9530,-0.3718,-0.3913
12/1/2009,4,-1.9976,-0.2499,-0.3803
12/1/2009,5,-1.8264,-0.4293,-0.4300
12/1/2009,6,-1.9614,-0.3161,-0.3858
12/1/2009,7,-0.5287,-0.4210,1.0457
12/1/2009,8,86.9464,348.3258,58.6898
12/1/2009,9,242.0457,389.8508,155.5292
12/1/2009,10,454.1305,666.0755,224.5615
12/1/2009,11,325.2645,144.5074,256.8540
12/1/2009,12,327.5008,58.6591,295.4032
12/1/2009,13,241.1558,14.0345,233.4342
12/1/2009,14,165.4393,-0.3297,165.1717
12/1/2009,15,99.8658,-0.1521,100.0806
12/1/2009,16,81.0290,33.2927,74.6273
12/1/2009,17,9.8434,6.1336,10.4947
12/1/2009,18,-1.4267,-0.5966,-0.2713
12/1/2009,19,-1.4267,-0.4534,-0.2451
12/1/2009,20,-0.6812,-0.0890,-0.2065
12/1/2009,21,-0.4062,-0.3483,-0.2142
12/1/2009,22,-0.4048,-0.2359,-0.1419
12/1/2009,23,-0.4179,-0.2409,-0.1324
12/2/2009,0,-0.5041,-0.3040,-0.1291
12/2/2009,1,-0.4223,-0.3603,-0.0781
12/2/2009,2,-0.6490,-0.3109,-0.0892
12/2/2009,3,-0.7098,-0.1009,-0.0534
12/2/2009,4,-0.7133,-0.2461,-0.1743
12/2/2009,5,-0.5981,-0.3987,-0.0354
12/2/2009,6,-0.5677,-0.2651,0.0239
12/2/2009,7,-0.3589,-0.1621,0.3580
12/2/2009,8,27.9515,-0.1548,28.4401
12/2/2009,9,101.6967,1.0048,101.6816
12/2/2009,10,257.4603,12.5644,252.9712
12/2/2009,11,263.3995,4.4564,261.6890
12/2/2009,12,269.2255,1.1742,268.9448
12/2/2009,13,259.5832,3.8427,256.7203
12/2/2009,14,159.1505,0.1574,158.2432
12/2/2009,15,125.7538,0.7316,125.0620
12/2/2009,16,72.9659,0.2610,72.5992
12/2/2009,17,9.1886,-0.6042,9.7047
12/2/2009,18,-0.7133,-0.3471,-0.4646
12/2/2009,19,-1.1058,-0.6138,-0.6299
12/2/2009,20,-1.0784,-0.0290,-0.4574
12/2/2009,21,-0.7133,-0.1170,-0.2843
12/2/2009,22,-0.7133,-0.0691,-0.3215
12/2/2009,23,-0.6873,-0.5619,-0.2796
12/3/2009,0,-0.5004,-0.2020,-0.0627
12/3/2009,1,-0.7133,-0.1760,-0.0199
12/3/2009,2,-0.7133,-0.1123,0.0374
12/3/2009,3,-1.1361,-0.2948,-0.3064
12/3/2009,4,-1.1226,-0.2529,-0.4500
12/3/2009,5,-1.1178,-0.2989,-0.5175
12/3/2009,6,-1.0935,-0.0391,-0.4122
12/3/2009,7,-0.8939,-0.2358,-0.1281
12/3/2009,8,31.2626,35.9283,27.3239
12/3/2009,9,175.8101,263.1248,107.2325
12/3/2009,10,231.6482,204.2682,168.8880
12/3/2009,11,318.4068,55.9626,291.9167
12/3/2009,12,394.1178,66.4369,360.8565
12/3/2009,13,287.5783,0.7600,286.1047
12/3/2009,14,243.0200,4.4053,240.7295
12/3/2009,15,175.0157,0.2561,174.3410
12/3/2009,16,98.0636,0.7278,97.7244
12/3/2009,17,14.2953,-0.4393,14.6963
12/3/2009,18,-0.7146,-0.0631,-0.3640
12/3/2009,19,-0.9157,-0.2390,-0.3525
12/3/2009,20,-1.0113,-0.1420,-0.2601
12/3/2009,21,-1.1440,-0.3505,-0.2487
12/3/2009,22,-1.3713,-0.4398,-0.1887
12/3/2009,23,-1.3133,-0.4771,-0.2727
12/4/2009,0,-1.2266,-0.4569,-0.4898
12/4/2009,1,-1.1885,-0.4368,-0.3747
12/4/2009,2,-1.2148,-0.2938,-0.3218
12/4/2009,3,-1.1606,-0.2389,-0.2438
12/4/2009,4,-1.3193,-0.2781,-0.2571
12/4/2009,5,-1.4146,-0.3624,-0.2856
12/4/2009,6,-1.4418,-0.3844,-0.2484
12/4/2009,7,-1.0837,-0.1928,0.2827
12/4/2009,8,52.9752,384.3108,20.7724
12/4/2009,9,215.6847,806.4858,45.5789
12/4/2009,10,376.0242,946.6397,59.1253
12/4/2009,11,491.9095,999.6650,71.1916
12/4/2009,12,530.2877,843.0283,137.6799
12/4/2009,13,511.5085,737.0253,170.6340
12/4/2009,14,349.6392,298.2642,222.4593
12/4/2009,15,166.7290,0.9518,166.5085
12/4/2009,16,101.6592,216.9373,75.2051
12/4/2009,17,15.8759,56.0558,11.8955
12/4/2009,18,-1.1372,-0.3055,-0.2813
12/4/2009,19,-1.5909,-0.8474,-0.5867
12/4/2009,20,-1.5364,-0.4487,-0.3755
12/4/2009,21,-1.6911,-0.5472,-0.4331
12/4/2009,22,-1.7092,-0.3845,-0.3785
12/4/2009,23,-1.6706,-0.3570,-0.2373
12/5/2009,0,-1.4564,-1.0084,-0.4838
12/5/2009,1,-1.6146,-0.1971,-0.2367
12/5/2009,2,-1.8896,0.1499,0.0149
12/5/2009,3,-1.7823,-0.7859,-0.5034
12/5/2009,4,-1.6935,-0.5655,-0.4550
12/5/2009,5,-1.3110,-0.9230,-0.3303
12/5/2009,6,-1.3614,-0.2186,-0.2803
12/5/2009,7,-1.1364,-0.1946,0.0625
12/5/2009,8,28.3780,110.0089,19.3292
12/5/2009,9,174.8466,605.5532,47.8123
12/5/2009,10,299.0853,636.0690,79.4412
12/5/2009,11,399.4922,657.3605,121.1773
12/5/2009,12,447.4425,647.1928,143.6328
12/5/2009,13,426.9882,548.5650,170.3048
12/5/2009,14,308.8042,186.7377,227.8070
12/5/2009,15,190.8702,126.7238,150.8454
12/5/2009,16,74.4927,37.8136,69.1580
12/5/2009,17,11.7155,2.1406,12.4223
12/5/2009,18,-1.4284,-0.5632,-0.1892
12/5/2009,19,-1.2510,-0.3547,0.0253
12/5/2009,20,-0.9750,-0.2435,-0.1030
12/5/2009,21,-0.7200,-0.2884,-0.1328
12/5/2009,22,-0.7133,-0.2834,-0.0138
12/5/2009,23,-0.7133,-0.3039,-0.0226
12/6/2009,0,-0.5959,-0.3038,-0.0161
12/6/2009,1,-0.3968,-0.2951,-0.1646
12/6/2009,2,-0.5431,-0.2428,-0.1971
12/6/2009,3,-0.4104,-0.2852,-0.1650
12/6/2009,4,-0.3566,-0.2025,-0.1673
