DATE (MM/DD/YYYY),HOUR-MST,Avg Zenith Angle [degrees],Avg Azimuth Angle [degrees],Avg Tower Dry Bulb Temp [deg C]
7/22/2010,5,94.1623,59.0859,18.7178
7/22/2010,6,83.7462,68.6556,19.4410
7/22/2010,7,72.8248,77.6224,21.3760
7/22/2010,8,61.4491,86.6185,23.5972
7/22/2010,9,49.9615,96.5148,26.0350
7/22/2010,10,38.7493,108.8341,27.1608
7/22/2010,11,28.5758,126.7572,28.5413
7/22/2010,12,21.3583,156.0151,26.5780
7/22/2010,13,20.5103,195.5823,26.8652
7/22/2010,14,26.6231,227.8904,24.8550
7/22/2010,15,36.3761,247.7701,28.7965
7/22/2010,16,47.4538,260.9624,28.8160
7/22/2010,17,58.9291,271.2221,27.5463
7/22/2010,18,70.3680,280.3227,21.6293
7/22/2010,19,81.4466,289.2300,20.7670
7/22/2010,20,91.9693,298.6108,19.9517
7/22/2010,21,101.6477,309.0266,19.1173
7/22/2010,22,109.8015,320.9665,20.0237
7/22/2010,23,115.9441,334.7238,20.5078
7/23/2010,0,119.4358,350.1196,20.7780
7/23/2010,1,119.8056,48.2923,20.8892
7/23/2010,2,116.9979,21.9672,20.0628
7/23/2010,3,111.4069,36.1418,20.5005
7/23/2010,4,103.6573,48.4893,21.3725
7/23/2010,5,94.3173,59.2233,21.7423
7/23/2010,6,83.8795,68.8064,21.6067
7/23/2010,7,72.9521,77.7879,21.6530
7/23/2010,8,61.5721,86.8031,25.3220
7/23/2010,9,50.0858,96.7258,28.2972
7/23/2010,10,38.8838,109.0789,27.8210
7/23/2010,11,28.7343,127.0231,29.9100
7/23/2010,12,21.5511,156.1760,31.2082
7/23/2010,13,20.7057,195.4426,31.6672
7/23/2010,14,26.7816,227.6056,32.4703
7/23/2010,15,36.5053,247.5017,32.9082
7/23/2010,16,47.5697,260.7322,33.1590
7/23/2010,17,59.0421,271.0216,31.4785
7/23/2010,18,70.4847,280.1430,30.7705
7/23/2010,19,81.5709,289.0652,29.2793
7/23/2010,20,92.1124,298.4584,26.8023
7/23/2010,21,101.8030,308.8881,25.9595
7/23/2010,22,109.9752,320.8482,25.4863
7/23/2010,23,116.1353,334.6377,22.1092
7/24/2010,0,119.6394,350.0800,21.0018
7/24/2010,1,120.0119,48.3073,19.5312
7/24/2010,2,117.1965,22.0324,18.0848
7/24/2010,3,111.5910,36.2443,17.3923
7/24/2010,4,103.8246,48.6160,16.8428
7/24/2010,5,94.4747,59.3663,16.6337
7/24/2010,6,84.0145,68.9630,16.9168
7/24/2010,7,73.0810,77.9592,17.6607
7/24/2010,8,61.6966,86.9938,19.4442
7/24/2010,9,50.2119,96.9435,20.4907
7/24/2010,10,39.0206,109.3315,21.6010
7/24/2010,11,28.8960,127.2973,22.9020
7/24/2010,12,21.7485,156.3448,23.8523
7/24/2010,13,20.9071,195.3083,24.7302
7/24/2010,14,26.9464,227.3208,25.2835
7/24/2010,15,36.6404,247.2305,26.2672
7/24/2010,16,47.6912,260.4986,25.2368
7/24/2010,17,59.1605,270.8179,24.2740
7/24/2010,18,70.6068,279.9603,24.1163
7/24/2010,19,81.7005,288.8978,23.5643
7/24/2010,20,92.2609,298.3037,22.4443
7/24/2010,21,101.9639,308.7476,21.5560
7/24/2010,22,110.1547,320.7288,20.2210
7/24/2010,23,116.3325,334.5516,19.3777
7/25/2010,0,119.8487,350.0420,19.0757
7/25/2010,1,120.2234,48.3256,18.5752
7/25/2010,2,117.3997,22.1023,18.0980
7/25/2010,3,111.7787,36.3520,17.6302
7/25/2010,4,103.9947,48.7483,16.7318
7/25/2010,5,94.6346,59.5149,15.8027
7/25/2010,6,84.1511,69.1251,15.5700
7/25/2010,7,73.2116,78.1363,17.9608
7/25/2010,8,61.8227,87.1907,19.3475
7/25/2010,9,50.3397,97.1680,20.4342
7/25/2010,10,39.1597,109.5916,21.9360
7/25/2010,11,29.0609,127.5796,23.7623
7/25/2010,12,21.9505,156.5213,25.7188
7/25/2010,13,21.1145,195.1796,27.8748
7/25/2010,14,27.1176,227.0362,29.0502
7/25/2010,15,36.7815,246.9568,29.1382
7/25/2010,16,47.8183,260.2619,28.0007
7/25/2010,17,59.2842,270.6110,28.8117
7/25/2010,18,70.7341,279.7747,29.1137
7/25/2010,19,81.8352,288.7276,26.7905
7/25/2010,20,92.4147,298.1467,23.8757
7/25/2010,21,102.1305,308.6053,22.5822
7/25/2010,22,110.3399,320.6082,21.1592
7/25/2010,23,116.5355,334.4656,21.4975
7/26/2010,0,120.0637,350.0056,22.0407
7/26/2010,1,120.4401,48.3472,21.5903
7/26/2010,2,117.6072,22.1767,21.0167
7/26/2010,3,111.9700,36.4651,20.7412
7/26/2010,4,104.1677,48.8861,19.6865
7/26/2010,5,94.7890,59.6691,18.6712
7/26/2010,6,84.2892,69.2929,18.4177
7/26/2010,7,73.3436,78.3192,19.6085
7/26/2010,8,61.9503,87.3937,21.9763
7/26/2010,9,50.4692,97.3992,25.6578
7/26/2010,10,39.3010,109.8590,27.7995
7/26/2010,11,29.2291,127.8697,29.5013
7/26/2010,12,22.1570,156.7051,30.8723
7/26/2010,13,21.3276,195.0563,32.1508
7/26/2010,14,27.2950,226.7522,33.2370
7/26/2010,15,36.9286,246.6808,33.7690
7/26/2010,16,47.9509,260.0222,33.8750
7/26/2010,17,59.4133,270.4012,33.5145
7/26/2010,18,70.8667,279.5863,32.4620
7/26/2010,19,81.9751,288.5549,30.9882
7/26/2010,20,92.5661,297.9873,28.0763
7/26/2010,21,102.3025,308.4612,27.0288
7/26/2010,22,110.5309,320.4865,25.5158
7/26/2010,23,116.7443,334.3795,24.8773
7/27/2010,0,120.2843,349.9708,25.1272
7/27/2010,1,120.6619,48.3722,24.9997
7/27/2010,2,117.8190,22.2559,25.0348
7/27/2010,3,112.1647,36.5834,25.8607
7/27/2010,4,104.3433,49.0294,25.4768
7/27/2010,5,94.9537,59.8288,25.3182
7/27/2010,6,84.4288,69.4662,23.8305
7/27/2010,7,73.4772,78.5077,23.6837
7/27/2010,8,62.0794,87.6027,27.1305
7/27/2010,9,50.6005,97.6368,29.3052
7/27/2010,10,39.4445,110.1337,30.5120
7/27/2010,11,29.4005,128.1674,32.5278
7/27/2010,12,22.3681,156.8960,33.6433
7/27/2010,13,21.5466,194.9385,31.8083
7/27/2010,14,27.4787,226.4691,25.7805
7/27/2010,15,37.0816,246.4028,23.3627
7/27/2010,16,48.0891,259.7798,24.6235
7/27/2010,17,59.5478,270.1886,26.0072
7/27/2010,18,71.0045,279.3952,25.7782
7/27/2010,19,82.1201,288.3797,23.6178
7/27/2010,20,92.7307,297.8258,22.4902
7/27/2010,21,102.4801,308.3153,22.7648
7/27/2010,22,110.7275,320.3637,21.9868
7/27/2010,23,116.9588,334.2936,21.6580
7/28/2010,0,120.5105,349.9377,21.6417
7/28/2010,1,120.8888,48.4005,20.9200
7/28/2010,2,118.0352,22.3397,19.8133
7/28/2010,3,112.3628,36.7071,18.8647
7/28/2010,4,104.5215,49.1782,17.8707
7/28/2010,5,95.1206,59.9940,16.9523
7/28/2010,6,84.5698,69.6450,17.2338
7/28/2010,7,73.6123,78.7019,17.6842
7/28/2010,8,62.2100,87.8175,19.8947
7/28/2010,9,50.7335,97.8809,21.2700
7/28/2010,10,39.5904,110.4153,22.1123
7/28/2010,11,29.5751,128.4723,24.1008
7/28/2010,12,22.5836,157.0935,25.8057
7/28/2010,13,21.7712,194.8262,27.4623
7/28/2010,14,27.6685,226.1871,28.1535
7/28/2010,15,37.2405,246.1230,27.1740
7/28/2010,16,48.2329,259.5346,27.1740
7/28/2010,17,59.6875,269.9731,27.9347
7/28/2010,18,71.1476,279.2014,26.7370
7/28/2010,19,82.2702,288.2021,25.1958
7/28/2010,20,92.9006,297.6621,23.3365
7/28/2010,21,102.6632,308.1676,22.3605
7/28/2010,22,110.9298,320.2399,22.5053
7/28/2010,23,117.1790,334.2077,22.0948
7/29/2010,0,120.7421,349.9063,22.2488
7/29/2010,1,121.1206,48.4323,21.5932
7/29/2010,2,118.2554,22.4282,21.7637
7/29/2010,3,112.5643,36.8361,20.9998
7/29/2010,4,104.7023,49.3325,20.6065
7/29/2010,5,95.2898,60.1646,19.8827
7/29/2010,6,84.7121,69.8292,19.9793
7/29/2010,7,73.7487,78.9015,22.0930
7/29/2010,8,62.3421,88.0382,23.8100
7/29/2010,9,50.8682,98.1312,24.8833
7/29/2010,10,39.7385,110.7038,26.5675
7/29/2010,11,29.7529,128.7843,27.9577
7/29/2010,12,22.8035,157.2975,29.0347
7/29/2010,13,22.0014,194.7194,29.8892
7/29/2010,14,27.8645,225.9064,28.4928
7/29/2010,15,37.4053,245.8416,26.1572
7/29/2010,16,48.3822,259.2870,23.3853
7/29/2010,17,59.8326,269.7551,24.2828
7/29/2010,18,71.2958,279.0051,25.1743
7/29/2010,19,82.4253,288.0220,24.9197
7/29/2010,20,93.0758,297.4962,23.8442
7/29/2010,21,102.8516,308.0182,21.3755
7/29/2010,22,111.1376,320.1150,20.9680
7/29/2010,23,117.4047,334.1220,20.8352
7/30/2010,0,120.9792,349.8767,20.4598
7/30/2010,1,121.3573,48.4676,20.1865
7/30/2010,2,118.4798,22.5215,19.8670
7/30/2010,3,112.7689,36.9705,20.0128
7/30/2010,4,104.8856,49.4922,19.9597
7/30/2010,5,95.4613,60.3407,19.6420
7/30/2010,6,84.8556,70.0188,19.0752
7/30/2010,7,73.8866,79.1067,19.9952
7/30/2010,8,62.4756,88.2647,22.0117
7/30/2010,9,51.0046,98.3877,25.9195
7/30/2010,10,39.8889,110.9990,27.4135
7/30/2010,11,29.9340,129.1029,28.3038
7/30/2010,12,23.0278,157.5075,28.9340
7/30/2010,13,22.2372,194.6181,29.7958
7/30/2010,14,28.0665,225.6272,30.6253
7/30/2010,15,37.5759,245.5588,30.7165
7/30/2010,16,48.5370,259.0371,29.1862
7/30/2010,17,59.9829,269.5345,25.9498
7/30/2010,18,71.4491,278.8063,22.6305
7/30/2010,19,82.5853,287.8397,20.4998
7/30/2010,20,93.2562,297.3283,18.9467
7/30/2010,21,103.0454,307.8671,19.3567
7/30/2010,22,111.3508,319.9891,19.4038
7/30/2010,23,117.6361,334.0364,19.9210
7/31/2010,0,121.2216,349.8488,19.2390
7/31/2010,1,121.5989,48.5063,19.0392
7/31/2010,2,118.7082,22.6195,18.6457
7/31/2010,3,112.9767,37.1102,18.3498
7/31/2010,4,105.0714,49.6574,18.0445
7/31/2010,5,95.6349,60.5222,18.1358
7/31/2010,6,85.0004,70.2138,18.3095
7/31/2010,7,74.0259,79.3173,19.4675
7/31/2010,8,62.6105,88.4967,22.1675
7/31/2010,9,51.1427,98.6503,23.9337
7/31/2010,10,40.0415,111.3007,24.9242
7/31/2010,11,30.1182,129.4281,26.4165
7/31/2010,12,23.2565,157.7234,27.4585
7/31/2010,13,22.4785,194.5221,28.6133
7/31/2010,14,28.2746,225.3499,29.0235
7/31/2010,15,37.7524,245.2749,29.0283
7/31/2010,16,48.6973,258.7849,28.5827
7/31/2010,17,60.1384,269.3115,28.9440
7/31/2010,18,71.6076,278.6052,29.0135
7/31/2010,19,82.7502,287.6552,27.5997
7/31/2010,20,93.4419,297.1584,25.6407
7/31/2010,21,103.2445,307.7144,24.3567
7/31/2010,22,111.5695,319.8623,23.2702
7/31/2010,23,117.8728,333.9509,22.6417
8/1/2010,0,121.4693,349.8227,22.4358
8/1/2010,1,121.8451,48.5486,21.0218
8/1/2010,2,118.9405,22.7223,19.7990
8/1/2010,3,113.1876,37.2552,18.8760
8/1/2010,4,105.2594,49.8281,18.2438
8/1/2010,5,95.8026,60.7090,17.5992
8/1/2010,6,85.1542,70.4140,17.7590
8/1/2010,7,74.1665,79.5332,19.5918
8/1/2010,8,62.7468,88.7343,23.2678
8/1/2010,9,51.2824,98.9187,24.1337
8/1/2010,10,40.1964,111.6087,24.6058
8/1/2010,11,30.3057,129.7594,26.8408
8/1/2010,12,23.4894,157.9447,29.4878
8/1/2010,13,22.7251,194.4315,30.9693
8/1/2010,14,28.4887,225.0745,30.0980
8/1/2010,15,37.9347,244.9900,24.5927
8/1/2010,16,48.8630,258.5308,23.7513
8/1/2010,17,60.2992,269.0863,20.4248
8/1/2010,18,71.7711,278.4018,18.7510
8/1/2010,19,82.9199,287.4684,20.4577
8/1/2010,20,93.6328,296.9865,20.0823
8/1/2010,21,103.4488,307.5600,20.1718
8/1/2010,22,111.7936,319.7345,20.3182
8/1/2010,23,118.1150,333.8656,20.6610
8/2/2010,0,121.7221,349.7984,20.9638
8/2/2010,1,122.0961,42.5945,21.1860
8/2/2010,2,119.1766,22.8299,20.8702
8/2/2010,3,113.4015,37.4056,20.3377
8/2/2010,4,105.4497,50.0041,20.3228
8/2/2010,5,95.9721,60.9011,20.5390
8/2/2010,6,85.3095,70.6195,20.6575
8/2/2010,7,74.3083,79.7544,22.6853
8/2/2010,8,62.8845,88.9774,23.3070
8/2/2010,9,51.4239,99.1930,24.3563
8/2/2010,10,40.3536,111.9228,25.3678
8/2/2010,11,30.4964,130.0966,26.9115
8/2/2010,12,23.7267,158.1711,28.7900
8/2/2010,13,22.9771,194.3461,29.0882
8/2/2010,14,28.7087,224.8013,28.9302
8/2/2010,15,38.1227,244.7044,27.3008
8/2/2010,16,49.0342,258.2748,21.7555
8/2/2010,17,60.4652,268.8589,19.5358
8/2/2010,18,71.9397,278.1962,21.1127
8/2/2010,19,83.0944,287.2796,21.0090
8/2/2010,20,93.8288,296.8127,19.5622
8/2/2010,21,103.6583,307.4041,17.9238
8/2/2010,22,112.0229,319.6057,17.9388
8/2/2010,23,118.3625,333.7805,18.6020
8/3/2010,0,121.9801,349.7759,18.4343
8/3/2010,1,122.3516,42.6439,18.2385
8/3/2010,2,119.4165,22.9423,18.1012
8/3/2010,3,113.6182,37.5613,18.0792
8/3/2010,4,105.6422,50.1855,17.6528
8/3/2010,5,96.1433,61.0984,17.6070
8/3/2010,6,85.4661,70.8301,17.8675
8/3/2010,7,74.4515,79.9807,19.4762
8/3/2010,8,63.0235,89.2258,21.8683
8/3/2010,9,51.5670,99.4729,24.7330
8/3/2010,10,40.5131,112.2429,26.1070
8/3/2010,11,30.6902,130.4395,26.0132
8/3/2010,12,23.9681,158.4025,27.2503
8/3/2010,13,23.2343,194.2659,26.7690
8/3/2010,14,28.9345,224.5305,27.1955
8/3/2010,15,38.3164,244.4182,29.0523
8/3/2010,16,49.2108,258.0171,27.5907
8/3/2010,17,60.6363,268.6294,25.0140
8/3/2010,18,72.1133,277.9885,22.9795
8/3/2010,19,83.2735,287.0887,23.9318
8/3/2010,20,94.0300,296.6370,22.8907
8/3/2010,21,103.8729,307.2466,22.1623
8/3/2010,22,112.2574,319.4761,20.7533
8/3/2010,23,118.6152,333.6956,20.4858
8/4/2010,0,122.2432,349.7553,20.3733
8/4/2010,1,122.6115,42.6969,18.7142
8/4/2010,2,119.6601,23.0596,17.5152
8/4/2010,3,113.8378,37.7224,17.2612
8/4/2010,4,105.8368,50.3723,16.5583
8/4/2010,5,96.3161,61.3009,15.9872
8/4/2010,6,85.6241,71.0459,15.7575
8/4/2010,7,74.5958,80.2122,17.6817
8/4/2010,8,63.1639,89.4795,20.9040
8/4/2010,9,51.7118,99.7584,21.7647
8/4/2010,10,40.6749,112.5687,23.8778
8/4/2010,11,30.8873,130.7877,25.1322
8/4/2010,12,24.2137,158.6384,26.6770
8/4/2010,13,23.4967,194.1909,27.7447
8/4/2010,14,29.1661,224.2622,28.2382
8/4/2010,15,38.5158,244.1317,27.1938
8/4/2010,16,49.3927,257.7579,25.4443
8/4/2010,17,60.8125,268.3980,23.3013
8/4/2010,18,72.2918,277.7788,21.3930
8/4/2010,19,83.4573,286.8959,19.7995
8/4/2010,20,94.2442,296.4595,19.3038
8/4/2010,21,104.0925,307.0877,18.4690
8/4/2010,22,112.4971,319.3455,18.2353
8/4/2010,23,118.8731,333.6110,17.7570
8/5/2010,0,122.5112,349.7366,16.8298
8/5/2010,1,122.8759,42.7536,17.1285
8/5/2010,2,119.9073,23.1818,17.0142
8/5/2010,3,114.0601,37.8887,17.1873
8/5/2010,4,106.0335,50.5644,16.9145
8/5/2010,5,96.4904,61.5087,15.7452
8/5/2010,6,85.7754,71.2666,16.2230
8/5/2010,7,74.7413,80.4487,17.4637
8/5/2010,8,63.3056,89.7383,20.0750
8/5/2010,9,51.8583,100.0492,21.7740
8/5/2010,10,40.8389,112.9001,22.6085
8/5/2010,11,31.0875,131.1409,24.3423
8/5/2010,12,24.4635,158.8786,25.5578
8/5/2010,13,23.7640,194.1210,26.0142
8/5/2010,14,29.4033,223.9966,26.3318
8/5/2010,15,38.7208,243.8451,25.5435
8/5/2010,16,49.5799,257.4972,27.7397
8/5/2010,17,60.9938,268.1648,25.8892
8/5/2010,18,72.4752,277.5671,24.9320
8/5/2010,19,83.6454,286.7012,20.1412
8/5/2010,20,94.4557,296.2803,19.0453
8/5/2010,21,104.3171,306.9272,19.0987
8/5/2010,22,112.7418,319.2141,19.0612
8/5/2010,23,119.1361,333.5266,18.0975
8/6/2010,0,122.7841,349.7198,17.7453
8/6/2010,1,123.1446,42.8140,17.5415
8/6/2010,2,120.1579,23.3088,17.4802
8/6/2010,3,114.2850,38.0605,17.2187
8/6/2010,4,106.2320,50.7617,17.0347
8/6/2010,5,96.6662,61.7215,17.2068
8/6/2010,6,85.9359,71.4923,17.0968
8/6/2010,7,74.8880,80.6901,18.9422
8/6/2010,8,63.4485,90.0022,21.8280
8/6/2010,9,52.0064,100.3454,24.3137
8/6/2010,10,41.0052,113.2368,25.2308
8/6/2010,11,31.2909,131.4990,27.1527
8/6/2010,12,24.7173,159.1228,28.8427
8/6/2010,13,24.0364,194.0560,28.1518
8/6/2010,14,29.6462,223.7340,29.1812
8/6/2010,15,38.9314,243.5585,26.7302
8/6/2010,16,49.7725,257.2354,20.4705
8/6/2010,17,61.1801,267.9299,24.4378
8/6/2010,18,72.6635,277.3537,26.8940
8/6/2010,19,83.8380,286.5046,24.8820
8/6/2010,20,94.6723,296.0993,22.0450
8/6/2010,21,104.5465,306.7654,21.4125
8/6/2010,22,112.9916,319.0819,20.2228
8/6/2010,23,119.4041,333.4425,20.0403
8/7/2010,0,123.0617,349.7049,19.8477
8/7/2010,1,123.4175,42.8781,19.1845
8/7/2010,2,120.4119,23.4408,18.3950
8/7/2010,3,114.5125,38.2375,18.6163
8/7/2010,4,106.4325,50.9644,18.6482
8/7/2010,5,96.8434,61.9393,19.7638
8/7/2010,6,86.0974,71.7229,20.4228
8/7/2010,7,75.0358,80.9364,22.4038
8/7/2010,8,63.5927,90.2710,25.0085
8/7/2010,9,52.1561,100.6466,28.2948
8/7/2010,10,41.1738,113.5788,29.3355
8/7/2010,11,31.4975,131.8617,30.4267
8/7/2010,12,24.9751,159.3708,31.2613
8/7/2010,13,24.3136,193.9959,30.1845
8/7/2010,14,29.8946,223.4743,30.3537
8/7/2010,15,39.1475,243.2723,30.5670
8/7/2010,16,49.9702,256.9725,27.7615
8/7/2010,17,61.3714,267.6934,24.7950
8/7/2010,18,72.8565,277.1385,25.6658
8/7/2010,19,84.0349,286.3063,24.5943
8/7/2010,20,94.8939,295.9167,22.5970
8/7/2010,21,104.7808,306.6022,22.1028
8/7/2010,22,113.2462,318.9489,21.4453
8/7/2010,23,119.6770,333.3587,20.9563
8/8/2010,0,123.3441,349.6920,20.7858
8/8/2010,1,123.6945,42.9460,17.6002
8/8/2010,2,120.6691,23.5777,17.8047
8/8/2010,3,114.7424,38.4199,18.1813
8/8/2010,4,106.6346,51.1723,17.3548
8/8/2010,5,97.0219,62.1622,16.7417
8/8/2010,6,86.2601,71.9584,16.7848
8/8/2010,7,75.1846,81.1874,19.6647
8/8/2010,8,63.7382,90.5447,23.5010
8/8/2010,9,52.3074,100.9529,25.4895
8/8/2010,10,41.3446,113.9257,25.6780
8/8/2010,11,31.7071,132.2286,26.9837
8/8/2010,12,25.2368,159.6223,28.2388
8/8/2010,13,24.5956,193.9407,28.4455
8/8/2010,14,30.1485,223.2179,27.6875
8/8/2010,15,39.3690,242.9864,28.4990
8/8/2010,16,50.1732,256.7086,26.9428
8/8/2010,17,61.5676,267.4555,26.2672
8/8/2010,18,73.0543,276.9217,25.8285
8/8/2010,19,84.2359,286.1064,23.2137
8/8/2010,20,95.1206,295.7326,21.9325
8/8/2010,21,105.0198,306.4376,21.9297
8/8/2010,22,113.5056,318.8151,21.8273
8/8/2010,23,119.9548,333.2753,21.4447
8/9/2010,0,123.6311,349.6812,20.2410
8/9/2010,1,123.9755,43.0176,20.0078
8/9/2010,2,120.9296,23.7197,20.1707
8/9/2010,3,114.9745,38.6077,20.2072
8/9/2010,4,106.8385,51.3854,20.4520
8/9/2010,5,97.2017,62.3901,20.3302
8/9/2010,6,86.4238,72.1986,19.7953
8/9/2010,7,75.3344,81.4431,19.7873
8/9/2010,8,63.8848,90.8232,20.8120
8/9/2010,9,52.4602,101.2640,21.2370
8/9/2010,10,41.5176,114.2775,22.8662
8/9/2010,11,31.9199,132.5996,25.0852
8/9/2010,12,25.5025,159.8770,26.9480
8/9/2010,13,24.8823,193.8903,27.5522
8/9/2010,14,30.4078,222.9648,29.0415
8/9/2010,15,39.5960,242.7013,23.9423
8/9/2010,16,50.3812,256.4441,18.1402
8/9/2010,17,61.7687,267.2162,15.9615
8/9/2010,18,73.2568,276.7033,17.1903
8/9/2010,19,84.4410,285.9048,19.6035
8/9/2010,20,95.3524,295.5469,19.2223
8/9/2010,21,105.2635,306.2718,19.1805
8/9/2010,22,113.7699,318.6806,18.7322
8/9/2010,23,120.2373,333.1922,18.6785
8/10/2010,0,123.9225,349.6724,17.3980
8/10/2010,1,124.2605,43.0932,16.8037
8/10/2010,2,121.1930,23.8666,17.6893
8/10/2010,3,115.2089,38.8007,19.3882
8/10/2010,4,107.0439,51.6036,18.7260
8/10/2010,5,97.3826,62.6228,18.0330
8/10/2010,6,86.5885,72.4435,17.3515
8/10/2010,7,75.4852,81.7035,18.7673
8/10/2010,8,64.0326,91.1062,21.8032
8/10/2010,9,52.6147,101.5799,25.0152
8/10/2010,10,41.6928,114.6339,26.7627
8/10/2010,11,32.1357,132.9744,28.3298
8/10/2010,12,25.7719,160.1348,29.1278
8/10/2010,13,25.1736,193.8445,29.0258
8/10/2010,14,30.6723,222.7152,28.1777
8/10/2010,15,39.8282,242.4169,30.2777
8/10/2010,16,50.5944,256.1789,30.5655
8/10/2010,17,61.9747,266.9758,29.6707
8/10/2010,18,73.4640,276.4835,28.0073
8/10/2010,19,84.6500,285.7018,26.7438
8/10/2010,20,95.5972,295.3597,25.7357
8/10/2010,21,105.5118,306.1047,24.2523
8/10/2010,22,114.0387,318.5454,22.2202
8/10/2010,23,120.5245,333.1096,21.6673
8/11/2010,0,124.2185,349.6658,21.5423
8/11/2010,1,124.5492,37.1726,21.1353
8/11/2010,2,121.4595,24.0185,20.6092
8/11/2010,3,115.4455,38.9991,20.3340
8/11/2010,4,107.2508,51.8271,20.3950
8/11/2010,5,97.5646,62.8604,20.0055
8/11/2010,6,86.7541,72.6930,19.8320
8/11/2010,7,75.6368,81.9684,21.2190
8/11/2010,8,64.1814,91.3939,24.7162
8/11/2010,9,52.7706,101.9004,27.2968
8/11/2010,10,41.8702,114.9948,28.6858
8/11/2010,11,32.3545,133.3528,29.6968
8/11/2010,12,26.0452,160.3955,31.5080
8/11/2010,13,25.4694,193.8034,31.0142
8/11/2010,14,30.9420,222.4691,29.3670
8/11/2010,15,40.0658,242.1336,31.1698
8/11/2010,16,50.8127,255.9133,30.3595
8/11/2010,17,62.1854,266.7343,27.9362
8/11/2010,18,73.6757,276.2624,27.0995
8/11/2010,19,84.8628,285.4973,26.3330
8/11/2010,20,95.8393,295.1711,25.2462
8/11/2010,21,105.7647,305.9364,25.0792
8/11/2010,22,114.3122,318.4095,23.8108
8/11/2010,23,120.8162,333.0273,22.2645
8/12/2010,0,124.5187,349.6613,22.2175
8/12/2010,1,124.8417,37.2560,22.0635
8/12/2010,2,121.7288,24.1756,21.4952
8/12/2010,3,115.6840,39.2029,22.0820
8/12/2010,4,107.4591,52.0556,22.4582
8/12/2010,5,97.7477,63.1028,20.5812
8/12/2010,6,86.9206,72.9471,20.4057
8/12/2010,7,75.7893,82.2377,21.2927
8/12/2010,8,64.3314,91.6859,23.8105
8/12/2010,9,52.9281,102.2254,25.0967
8/12/2010,10,42.0498,115.3600,26.5293
8/12/2010,11,32.5764,133.7345,28.5410
8/12/2010,12,26.3221,160.6587,25.7197
8/12/2010,13,25.7696,193.7668,28.7318
8/12/2010,14,31.2169,222.2268,29.8798
8/12/2010,15,40.3085,241.8514,30.4465
8/12/2010,16,51.0359,255.6474,30.6033
8/12/2010,17,62.4009,266.4918,27.8880
8/12/2010,18,73.8920,276.0400,27.8402
8/12/2010,19,85.0875,285.2914,26.7250
8/12/2010,20,96.0782,294.9812,23.6258
8/12/2010,21,106.0220,305.7669,22.3397
8/12/2010,22,114.5902,318.2730,21.3395
8/12/2010,23,121.1125,332.9456,21.1373
8/13/2010,0,124.8232,349.6590,20.5028
8/13/2010,1,125.1378,37.3434,19.8148
8/13/2010,2,122.0008,24.3377,20.1718
8/13/2010,3,115.9244,39.4120,20.0032
8/13/2010,4,107.6686,52.2893,18.6827
8/13/2010,5,97.9316,63.3500,17.0110
8/13/2010,6,87.0878,73.2057,16.4600
8/13/2010,7,75.9427,82.5114,17.6435
8/13/2010,8,64.4824,91.9824,20.9087
8/13/2010,9,53.0871,102.5547,21.6323
8/13/2010,10,42.2316,115.7293,23.6177
8/13/2010,11,32.8012,134.1193,25.0128
8/13/2010,12,26.6027,160.9243,26.2888
8/13/2010,13,26.0741,193.7346,27.8167
8/13/2010,14,31.4967,221.9882,28.8312
8/13/2010,15,40.5564,241.5705,29.5612
8/13/2010,16,51.2640,255.3813,30.1265
8/13/2010,17,62.6211,266.2485,29.7257
8/13/2010,18,74.1128,275.8164,28.2465
8/13/2010,19,85.3165,285.0843,26.5087
8/13/2010,20,96.3215,294.7899,24.7125
8/13/2010,21,106.2837,305.5964,23.5823
8/13/2010,22,114.8726,318.1359,21.7580
8/13/2010,23,121.4132,332.8643,20.6587
8/14/2010,0,125.1318,349.6588,20.6622
8/14/2010,1,125.4374,37.4349,19.7575
8/14/2010,2,122.2755,24.5050,19.7093
8/14/2010,3,116.1667,39.6264,19.0083
8/14/2010,4,107.8794,52.5280,18.9577
8/14/2010,5,98.1164,63.6018,16.6820
8/14/2010,6,87.2558,73.4687,14.5093
8/14/2010,7,76.0968,82.7893,14.7895
8/14/2010,8,64.6345,92.2830,15.9962
8/14/2010,9,53.2476,102.8883,16.9610
8/14/2010,10,42.4156,116.1025,18.1255
8/14/2010,11,33.0291,134.5070,19.3212
8/14/2010,12,26.8868,161.1920,20.6533
8/14/2010,13,26.3828,193.7067,21.5993
8/14/2010,14,31.7816,221.7535,22.6803
8/14/2010,15,40.8094,241.2911,23.6918
8/14/2010,16,51.4971,255.1152,23.2942
8/14/2010,17,62.8459,266.0044,23.5748
8/14/2010,18,74.3380,275.5917,22.4060
8/14/2010,19,85.5576,284.8759,20.6418
8/14/2010,20,96.5691,294.5974,20.1662
8/14/2010,21,106.5496,305.4247,19.2453
8/14/2010,22,115.1594,317.9982,18.2840
8/14/2010,23,121.7182,332.7835,17.4340
8/15/2010,0,125.4446,349.6610,16.6975
8/15/2010,1,125.7405,37.5304,16.4245
8/15/2010,2,122.5527,24.6774,16.4025
8/15/2010,3,116.4107,39.8461,15.1957
8/15/2010,4,108.0913,52.7717,15.2380
8/15/2010,5,98.3021,63.8583,14.5133
8/15/2010,6,87.4246,73.7360,14.2482
8/15/2010,7,76.2517,83.0715,15.7408
8/15/2010,8,64.7876,92.5878,17.1840
