DATE (MM/DD/YYYY),HOUR-MST,Avg Global CM22 Vent [W/m^2],Avg Direct CH1 [W/m^2],Avg Diffuse CM22 Vent [W/m^2],Avg Zenith Angle [degrees],Avg Azimuth Angle [degrees],Avg Deck Dry Bulb Temp [deg C]
1/7/2004,14,-99999,190.3383,244.7102,65.1836,201.2633,10.2417
1/7/2004,15,-99999,217.6907,179.8928,70.6047,215.0219,9.9222
1/7/2004,16,-99999,169.6921,112.6019,78.1351,227.0903,9.8425
1/7/2004,17,-99999,0.7622,19.3522,87.0807,237.6317,8.0902
1/7/2004,18,-99999,-0.6319,-0.9871,96.7720,246.4838,6.3007
1/7/2004,19,-99999,-0.3933,-1.3239,98.9642,248.3517,6.5583
1/7/2004,20,-99999,-0.5119,-1.3837,98.9642,248.3587,6.3183
1/7/2004,21,-99999,-0.4084,-1.3106,98.9642,248.3658,5.0431
1/7/2004,22,-99999,-0.5187,-1.4323,98.9642,248.3728,6.4529
1/7/2004,23,-99999,-0.3831,-1.5172,98.9642,248.3799,6.1526
1/8/2004,0,-99999,-0.4629,-1.5698,98.9642,248.3870,6.3330
1/8/2004,1,-99999,-0.5397,-1.5217,98.9642,127.5637,6.0179
1/8/2004,2,-99999,-0.5509,-1.5193,98.9642,111.5987,5.7747
1/8/2004,3,-99999,-0.3619,-1.5632,98.9642,111.5915,5.4608
1/8/2004,4,-99999,-0.3447,-1.5648,98.9642,111.5844,5.2196
1/8/2004,5,-99999,-0.3836,-1.4952,98.9642,111.5772,5.1650
1/8/2004,6,-99999,-0.3488,-1.4310,98.9642,111.5700,4.9367
1/8/2004,7,-99999,-0.4480,-1.3959,97.9961,112.3778,4.3673
1/8/2004,8,-99999,233.2285,8.5622,89.1963,120.1576,4.1532
1/8/2004,9,-99999,747.5782,31.2893,79.9405,130.4121,5.2941
1/8/2004,10,-99999,877.8530,48.4021,72.0155,142.1225,5.7848
1/8/2004,11,-99999,972.3148,48.4417,66.0578,155.5287,6.8551
1/8/2004,12,-99999,995.4947,52.7114,62.6822,170.4343,7.6879
1/8/2004,13,-99999,992.4562,56.6851,62.3224,186.0425,7.9425
1/8/2004,14,-99999,878.8598,77.8898,65.0294,201.2028,8.0350
1/8/2004,15,-99999,804.7965,67.3321,70.4428,214.9960,8.5163
1/8/2004,16,-99999,750.9693,39.8500,77.9719,227.0920,7.4589
1/8/2004,17,-99999,236.8685,13.9398,86.9184,237.6539,6.5278
1/8/2004,18,-99999,-0.4399,-1.2067,96.6656,246.5677,6.4840
1/8/2004,19,-99999,-0.6317,-1.3271,98.9642,248.5252,4.9983
1/8/2004,20,-99999,-0.5385,-1.3386,98.9642,248.5327,4.0334
1/8/2004,21,-99999,-0.2563,-1.2850,98.9642,248.5401,3.9213
1/8/2004,22,-99999,-0.6252,-1.0824,98.9642,248.5476,3.4212
1/8/2004,23,-99999,-0.2842,-0.9524,98.9642,248.5551,3.7477
1/9/2004,0,-99999,-0.1096,-0.9248,98.9642,248.5626,4.0449
1/9/2004,1,-99999,-0.3843,-0.9990,98.9642,127.4288,4.1746
1/9/2004,2,-99999,-0.3237,-1.0852,98.9642,111.4223,4.1413
1/9/2004,3,-99999,-0.0605,-1.2331,98.9642,111.4148,5.1816
1/9/2004,4,-99999,-0.3074,-1.1266,98.9642,111.4072,6.5409
1/9/2004,5,-99999,-0.3203,-0.9144,98.9642,111.3996,6.6915
1/9/2004,6,-99999,-0.4034,-0.9732,98.9642,111.3920,6.6273
1/9/2004,7,-99999,0.0773,-1.4143,97.9901,112.2039,7.7597
1/9/2004,8,-99999,148.1361,10.3581,89.1713,119.9917,7.8122
1/9/2004,9,-99999,669.4693,30.7872,79.8966,130.2477,8.3308
1/9/2004,10,-99999,892.1503,39.8495,71.9476,141.9611,9.0715
1/9/2004,11,-99999,958.4225,44.0801,65.9627,155.3773,9.3035
1/9/2004,12,-99999,982.3607,46.3586,62.5598,170.3048,10.2603
1/9/2004,13,-99999,967.0767,49.5856,62.1771,185.9470,10.7463
1/9/2004,14,-99999,938.9975,48.5117,64.8690,201.1464,10.9583
1/9/2004,15,-99999,872.2185,44.6819,70.2755,214.9755,10.5975
1/9/2004,16,-99999,685.6042,41.2014,77.8040,227.0996,9.9345
1/9/2004,17,-99999,180.0987,21.1440,86.7525,237.6826,7.8187
1/9/2004,18,-99999,-0.7207,-0.8124,96.5545,246.6571,5.4393
1/9/2004,19,-99999,-0.7929,-1.1775,98.9642,248.7083,4.0624
1/9/2004,20,-99999,-0.6903,-1.1785,98.9642,248.7161,2.8371
1/9/2004,21,-99999,-0.6207,-1.1568,98.9642,248.7240,2.6622
1/9/2004,22,-99999,-0.3694,-1.1712,98.9642,248.7318,2.6534
1/9/2004,23,-99999,-0.4383,-1.2916,98.9642,248.7397,3.1663
1/10/2004,0,-99999,-0.2857,-1.2971,98.9642,248.7476,3.4863
1/10/2004,1,-99999,-0.4533,-1.3245,98.9642,127.2866,4.6670
1/10/2004,2,-99999,-0.5302,-1.2723,98.9642,111.2366,4.4073
1/10/2004,3,-99999,-0.4596,-1.2684,98.9642,111.2286,4.2420
1/10/2004,4,-99999,-0.2575,-1.4569,98.9642,111.2207,5.1208
1/10/2004,5,-99999,-0.4550,-1.3933,98.9642,111.2127,5.8792
1/10/2004,6,-99999,-0.5428,-1.2569,98.9642,111.2047,5.0273
1/10/2004,7,-99999,-0.4943,-1.3268,97.9814,112.0228,4.1406
1/10/2004,8,-99999,244.7213,8.2237,89.1399,119.8219,5.8000
1/10/2004,9,-99999,757.1682,28.0292,79.8462,130.0801,9.0237
1/10/2004,10,-99999,916.9782,37.3146,71.8727,141.7975,11.8435
1/10/2004,11,-99999,980.3780,42.7154,65.8604,155.2250,12.1730
1/10/2004,12,-99999,989.2573,50.8649,62.4301,170.1760,14.3100
1/10/2004,13,-99999,920.3302,76.0242,62.0249,185.8540,15.5600
1/10/2004,14,-99999,973.8855,52.2608,64.7024,201.0942,16.1658
1/10/2004,15,-99999,929.1110,43.1445,70.1028,214.9602,17.7240
1/10/2004,16,-99999,728.3840,38.1553,77.6317,227.1133,16.1253
1/10/2004,17,-99999,111.3319,15.4088,86.5832,237.7176,14.4958
1/10/2004,18,-99999,-0.6439,-1.6615,96.4384,246.7520,13.0008
1/10/2004,19,-99999,-0.7826,-1.9202,98.9642,248.9007,12.1492
1/10/2004,20,-99999,-0.7801,-1.8910,98.9642,248.9089,11.5933
1/10/2004,21,-99999,-0.7598,-1.5929,98.9642,248.9172,10.6218
1/10/2004,22,-99999,-0.7386,-1.5494,98.9642,248.9254,8.8622
1/10/2004,23,-99999,-0.6951,-1.4118,98.9642,248.9337,8.5220
1/11/2004,0,-99999,-0.5903,-1.4768,98.9642,248.9420,8.9093
1/11/2004,1,-99999,-0.5914,-1.5250,98.9642,129.4355,8.7255
1/11/2004,2,-99999,-0.4948,-1.4734,98.9642,111.0414,8.9322
1/11/2004,3,-99999,-0.2625,-1.6367,98.9642,111.0331,8.4945
1/11/2004,4,-99999,-0.5685,-1.6381,98.9642,111.0247,8.2473
1/11/2004,5,-99999,-0.0768,-1.8091,98.9642,111.0164,9.3300
1/11/2004,6,-99999,-0.5151,-1.6874,98.9642,111.0080,9.8665
1/11/2004,7,-99999,-0.5246,-1.6635,97.9700,111.8347,8.9407
1/11/2004,8,-99999,207.0585,9.1949,89.1022,119.6484,8.6610
1/11/2004,9,-99999,785.8077,32.0443,79.7891,129.9094,11.9383
1/11/2004,10,-99999,943.6417,43.3085,71.7909,141.6317,13.6933
1/11/2004,11,-99999,1001.6322,45.2739,65.7509,155.0717,13.5588
1/11/2004,12,-99999,1029.8617,46.3937,62.2934,170.0480,14.5252
1/11/2004,13,-99999,1028.1800,46.4345,61.8659,185.7638,13.6237
1/11/2004,14,-99999,988.3540,46.6028,64.5297,201.0464,11.2857
1/11/2004,15,-99999,919.5103,42.9546,69.9248,214.9504,10.4093
1/11/2004,16,-99999,792.8160,33.9596,77.4549,227.1329,10.5375
1/11/2004,17,-99999,253.7214,15.5746,86.4106,237.7590,9.8297
1/11/2004,18,-99999,-0.6346,-1.1039,96.3172,246.8522,7.7021
1/11/2004,19,-99999,-0.6968,-1.4975,98.9642,249.1024,6.6391
1/11/2004,20,-99999,-0.7661,-1.4131,98.9642,249.1110,5.3788
1/11/2004,21,-99999,-0.7315,-1.3904,98.9642,249.1196,3.6012
1/11/2004,22,-99999,-0.5337,-1.4199,98.9642,249.1283,3.2663
1/11/2004,23,-99999,-0.5528,-1.3622,98.9642,249.1369,3.0677
1/12/2004,0,-99999,-0.4393,-1.4045,98.9642,249.1456,2.9326
1/12/2004,1,-99999,-0.6212,-1.3925,98.9642,129.2859,2.4405
1/12/2004,2,-99999,-0.4628,-1.4932,98.9642,110.8370,1.8573
1/12/2004,3,-99999,-0.5710,-1.4159,98.9642,110.8283,2.0716
1/12/2004,4,-99999,-0.6961,-1.4515,98.9642,110.8196,1.4898
1/12/2004,5,-99999,-0.7225,-1.4089,98.9642,110.8108,1.5168
1/12/2004,6,-99999,-0.5244,-1.3400,98.9642,110.8021,1.8155
1/12/2004,7,-99999,-0.5574,-1.3369,97.9558,111.6396,0.7516
1/12/2004,8,-99999,243.5556,8.4669,89.0585,119.4713,0.5453
1/12/2004,9,-99999,784.2195,29.1051,79.7255,129.7357,5.4196
1/12/2004,10,-99999,935.4337,39.0412,71.7022,141.4637,6.8091
1/12/2004,11,-99999,1004.8548,43.6209,65.6343,154.9176,9.1777
1/12/2004,12,-99999,1022.6533,46.8143,62.1495,169.9209,10.3315
1/12/2004,13,-99999,1034.8100,46.4696,61.7001,185.6762,10.9223
1/12/2004,14,-99999,1008.3853,45.6301,64.3509,201.0028,11.4932
1/12/2004,15,-99999,933.0177,43.6881,69.7417,214.9460,11.5485
1/12/2004,16,-99999,737.5063,38.4786,77.2738,227.1586,10.6942
1/12/2004,17,-99999,113.7216,15.2154,86.2349,237.8068,8.7313
1/12/2004,18,-99999,-0.7061,-0.9840,96.1909,246.9577,5.8418
1/12/2004,19,-99999,-0.6531,-1.2939,98.9642,249.3133,4.2383
1/12/2004,20,-99999,-0.4392,-1.4870,98.9642,249.3222,3.3395
1/12/2004,21,-99999,-0.5788,-1.3824,98.9642,249.3312,3.5102
1/12/2004,22,-99999,-0.4597,-1.3177,98.9642,249.3403,2.5706
1/12/2004,23,-99999,-0.3410,-1.3740,98.9642,249.3493,2.2467
1/13/2004,0,-99999,-0.4091,-1.4258,98.9642,249.3583,2.3488
1/13/2004,1,-99999,-0.5367,-1.4392,98.9642,131.4417,2.2441
1/13/2004,2,-99999,-0.7605,-1.4171,98.9642,110.6235,1.7961
1/13/2004,3,-99999,-0.3727,-1.5435,98.9642,110.6144,2.3066
1/13/2004,4,-99999,-0.5232,-1.5406,98.9642,110.6053,3.0303
1/13/2004,5,-99999,-0.4236,-1.5860,98.9642,110.5962,3.7221
1/13/2004,6,-99999,-0.2804,-1.5955,98.9642,110.5871,3.8442
1/13/2004,7,-99999,-0.3786,-1.6033,97.9390,111.4376,4.0697
1/13/2004,8,-99999,273.3539,8.3575,89.0082,119.2906,5.0463
1/13/2004,9,-99999,799.2068,28.5593,79.6553,129.5592,7.3830
1/13/2004,10,-99999,949.3222,38.3657,71.6066,141.2938,6.5117
1/13/2004,11,-99999,1008.2132,43.0305,65.5106,154.7627,7.8331
1/13/2004,12,-99999,1026.0167,46.2473,61.9986,169.7946,10.3697
1/13/2004,13,-99999,1034.3750,45.5737,61.5277,185.5914,12.5063
1/13/2004,14,-99999,1014.9082,43.8504,64.1661,200.9637,13.7955
1/13/2004,15,-99999,960.9347,40.1041,69.5535,214.9471,14.4223
1/13/2004,16,-99999,843.0238,32.3916,77.0886,227.1905,14.8863
1/13/2004,17,-99999,308.1124,15.0591,86.0564,237.8611,12.2087
1/13/2004,18,-99999,-0.5146,-1.4328,96.0591,247.0681,10.5795
1/13/2004,19,-99999,-0.6622,-1.8507,98.9642,249.5332,9.3602
1/13/2004,20,-99999,-0.5582,-1.7559,98.9642,249.5426,9.0747
1/13/2004,21,-99999,-0.3615,-1.7941,98.9642,249.5519,9.4245
1/13/2004,22,-99999,-0.5242,-1.7290,98.9642,249.5613,9.0575
1/13/2004,23,-99999,-0.3880,-1.6811,98.9642,249.5707,8.6360
1/14/2004,0,-99999,-0.4034,-1.6778,98.9642,249.5801,8.4128
1/14/2004,1,-99999,-0.5224,-1.6234,98.9642,131.2861,7.9435
1/14/2004,2,-99999,-0.3402,-1.6274,98.9642,110.4010,7.3625
1/14/2004,3,-99999,-0.3718,-1.6428,98.9642,110.3915,7.6562
1/14/2004,4,-99999,-0.3171,-1.6810,98.9642,110.3820,7.6042
1/14/2004,5,-99999,-0.3506,-1.7070,98.9642,110.3725,8.6375
1/14/2004,6,-99999,-0.5187,-1.6509,98.9642,110.3630,8.5695
1/14/2004,7,-99999,-0.9042,-1.2694,97.9195,111.2288,6.1791
1/14/2004,8,-99999,249.2452,8.5957,88.9512,119.1065,4.3637
1/14/2004,9,-99999,760.6628,29.0822,79.5785,129.3799,8.2137
1/14/2004,10,-99999,913.1595,39.3752,71.5041,141.1220,9.3370
1/14/2004,11,-99999,976.9927,48.0117,65.3800,154.6072,12.2325
1/14/2004,12,-99999,770.6408,79.0537,61.8407,169.6695,13.9435
1/14/2004,13,-99999,622.4197,111.5935,61.3487,185.5094,14.2445
1/14/2004,14,-99999,505.6527,151.0680,63.9755,200.9291,14.3423
1/14/2004,15,-99999,386.8732,151.5687,69.3604,214.9538,14.0108
1/14/2004,16,-99999,247.9897,105.8741,76.8992,227.2285,12.4695
1/14/2004,17,-99999,90.7064,34.7411,85.8752,237.9218,9.3975
1/14/2004,18,-99999,-0.5571,-0.9169,95.9218,247.1835,8.0308
1/14/2004,19,-99999,-0.6584,-1.3433,98.9642,249.7621,6.5534
1/14/2004,20,-99999,-0.4939,-1.4120,98.9642,249.7718,5.9386
1/14/2004,21,-99999,-0.6224,-1.3658,98.9642,249.7815,5.9978
1/14/2004,22,-99999,-0.5560,-1.3517,98.9642,249.7913,5.7505
1/14/2004,23,-99999,-0.5040,-1.2254,98.9642,249.8011,5.0272
1/15/2004,0,-99999,-0.3754,-1.1914,98.9642,249.8109,3.8425
1/15/2004,1,-99999,-0.3867,-1.1632,98.9642,131.1243,3.6356
1/15/2004,2,-99999,-0.2977,-1.2001,98.9642,110.1695,3.4337
1/15/2004,3,-99999,-0.3279,-1.2084,98.9642,110.1597,3.5639
1/15/2004,4,-99999,-0.4201,-1.2422,98.9642,110.1498,3.4293
1/15/2004,5,-99999,-0.2595,-1.2270,98.9642,110.1399,3.4230
1/15/2004,6,-99999,-0.3516,-1.0945,98.9642,110.1301,2.9648
1/15/2004,7,-99999,-0.2516,-1.0547,97.8968,111.0139,2.9921
1/15/2004,8,-99999,38.8775,17.4660,88.8882,118.9191,3.5261
1/15/2004,9,-99999,480.8873,93.6157,79.4951,129.1979,7.1295
1/15/2004,10,-99999,545.6702,162.5732,71.3948,140.9483,9.5898
1/15/2004,11,-99999,362.3245,211.5222,65.2423,154.4511,10.4022
